,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,markets,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,ingredients_origins,origin_detail,manufacturing,additives,nova_score,allergens,generic_name,producer_info,traceability_code,link,palm_ingredients
428,cuisses de canard x4 - Le gaulois,3266980005993,['Le gaulois'],['France'],"['Cuisse de canard origine France : 97 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",861,207,15,0,18,,,,,,,,,,,,,,,,,,,861 kj(207 kcal),"4,7",0,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
429,cuisses de canard extra tendres x3 s/vide - Le gaulois,3266980477486,['Le gaulois'],['France'],"['Cuisse de canard : 97 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",861,207,15,0,18,,,,,,,,,,,,,,,,,,,861 kj(207 kcal),"4,7",0,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
430,Bq cuis x2 cnd ext tendre s/at gaul - Le gaulois,3266980717872,['Le gaulois'],['France'],"['Cuisse de canard origine France : 97 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",861,207,15,0,18,,,,,,,,,,,,,,,,,,,861 kj(207 kcal),"4,7",0,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
431,Cais.4 cuis.cnd s/f 1.4kgfx gaul cp - Le gaulois,3571320005138,['Le gaulois'],['France'],"['Cuisse de canard origine France : 97 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",861,207,15,0,18,,,,,,,,,,,,,,,,,,,861 kj(207 kcal),"4,7",0,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
432,Cais. 4 cuisses cnd s/f (gaulois nc - Le gaulois,3571320101762,['Le gaulois'],['France'],"['Cuisse de canard origine France : 97 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",861,207,15,0,18,,,,,,,,,,,,,,,,,,,861 kj(207 kcal),"4,7",0,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
433,filets de canard facon entrecote x2 s/skin - Le gaulois,3266980551520,['Le gaulois'],['France'],[],[],898,216,16,0,18,,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",+15%,+10%,+27%,-100%,-7%,D,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,898 kj(216 kcal),"5,4",0,"0,5","0,2",16 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,4,C,+9%,+46%,-100%,-53%,-53%,-10%,-10%,,,,,,,,,,,
434,BQ MCX PLT BARBECUE 750g S/AT LG - Le gaulois,3266980014889,['Le gaulois'],['France'],"['Poulet origine France: 94%', 'marinade saveur barbecue : 6% ', 'eau', 'huile de tournesol', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'saccharose', 'fibre végétale et amidon', 'sel', ""extraits d'épices "", ""correcteur d'acidité : lactate de calcium"", 'acétate de sodium', 'Traces possibles de gluten', 'lait']","['Non végétalien', 'Non végétarien']",769,184,12,"2,1",17,,,,,,,,,,,,,,,,,,,769 kj(184 kcal),"3,2","0,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E327 - Lactate de calcium', 'E262i - Acétate de sodium']",4,,,,,,
435,LOT 2 FLT CND EXTRA TD 700g S/V LG - Le gaulois,3266980440961,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
436,LOT 2 FLT CND EXT TD 700g S/V LG NC - Le gaulois,3266980440978,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
437,Lot 3 flt cnd extra td 1100g s/v lg - Le gaulois,3266980467425,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
438,Lot 3 flt cnd ext tendre s/v lg nc - Le gaulois,3266980784737,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
439,Lot 3 flt canette ext tendre s/v lg - Le gaulois,3266980841416,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
440,"Le Gaulois Brasserie vous propose des filets de canette extra tendres, pour partager un repas raffiné et gourmand.",3266980841539,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,
441,lot 2 filets de canard extra tendre s/v - Le gaulois,3266980849443,['Le gaulois'],['France'],"['Filet de canard origine France : 95 %', 'eau', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium et lactate de calcium', ' Traces de gluten et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,185,13,0,17,,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",-1%,-6%,+3%,-100%,-12%,C,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,770 kj(185 kcal),"4,1",0,"0,73","0,292",13 g,en quantité modérée,4.1 g,en quantité modérée,0 g,en faible quantité,0.73 g,en quantité modérée,4,C,-7%,+11%,-100%,-32%,-32%,-10%,-10%,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",3,,,,,,
442,ailes poulet découpées saveur steakhouse - Le gaulois,3266980862312,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement steakhouse : 4% ', 'épices et plantes aromatiques ', 'oignons: 0', '6%', 'paprika', 'ail', 'gingembre', 'poivre', 'semoule de riz', 'sel', 'arômes', 'dextrose', 'sucre', 'maltodextrine fumée et sel fumé', 'poivron', 'huile de tournesol', ' Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",808,194,12,"3,4",18,,,,,,,,,,,,,,,,,,,808 kj(194 kcal),"3,4",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
443,cuisses de poulet découpées à la provencale - Le gaulois,3266980562113,['Le gaulois'],['France'],"['Cuisses de Poulet : 95%', 'assaisonnement à la provençale : 5% ', 'tomate en poudre', 'sel', 'fibre de pomme de terre', 'maltodextrine', 'oignon déshydraté', 'plantes aromatiques', 'ail déshydraté', 'arômes', 'sucre', 'épices', ""huile d'olive et de tournesol"", 'extraits de levure', 'fibre de riz', 'Traces possibles gluten ', 'lait']","['Non végétalien', 'Non végétarien']",747,179,11,"2,5",17,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-8%,-6%,-11%,+686%,-8%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,747 kj(179 kcal),"3,1","1,1","1,3","0,52",11 g,en quantité modérée,3.1 g,en quantité modérée,1.1 g,en faible quantité,1.3 g,en quantité modérée,4,C,-7%,-7%,+610%,+71%,+71%,+13%,+13%,,,,,4,,,,,,
444,Bq aile plt paprika s/atm gaulois - Le gaulois,3266980562137,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Poulet origine France : 97%', 'assaisonnement au paprika : 3% ', 'sel', 'épices et aromates ', 'paprika 0,6%', 'chapelure de BLÉ', 'légumes déshydratés', 'arômes naturels', ' Traces possibles de lait']",[],747,179,11,"1,7",17,,,,,,,,,,,,,,,,,,,747 kj(179 kcal),"3,1",0,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,4,['Gluten'],,,,,
445,lot 3 filets de canette saveur laque s/v - Le gaulois,3266980841430,['Le gaulois'],['France'],"['Filets de canette ', 'origine France', ' : 94%', 'marinade saveur laquée : 6% ', 'eau', 'sucre', 'sel', 'sirop de glucose', 'arômes naturels', 'plantes aromatiques', 'caramel ', 'sirop de glucose', 'sucre', 'maltodextrine', 'épices', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten', 'lait']",[],713,170,10,"2,1",18,,,,,,,,,,,,,,,,,,,713 kj(170 kcal),"3,1","1,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,
446,ETUI 2 CSE POULET CONFIT 380g Sv LG - Le gaulois,3266980007928,['Le gaulois'],['France'],"['Cuisse de poulet origine France : 90%', 'graisse de canard : 5', '2%', 'sel', 'arômes naturels']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",714,171,"9,4",0,22,,,,,,,,,,,,,,,,,,,714 kj(171 kcal),"2,8",0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
447,BQ AILE PLT PAP. 470g S/ATM GAUL NC - Le gaulois,3266980130862,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Poulet origine France : 97%', 'assaisonnement au paprika : 3% ', 'sel', 'épices et aromates ', 'paprika 0,6%', 'chapelure de BLÉ', 'légumes déshydratés', 'arômes naturels', ' Traces possibles de lait']",[],747,179,11,"1,7",17,,,,,,,,,,,,,,,,,,,747 kj(179 kcal),"3,1",0,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,4,['Gluten'],,,,,
448,LOT 3 BQ 10 NUGGET PLT PANE Sat LG - Le gaulois,3266980853914,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Viande de poulet origine France : 52%', 'panure : 30% ', 'eau', 'farine de BLÉ', 'sel', 'levure', 'épices', 'eau', 'chapelure de BLÉ', 'fibres de BLÉ', 'sel', 'arômes naturels', ' Huile de tournesol', 'Peut contenir des traces de lait']",[],1045,250,14,19,12,,,,,,,,,,,,,,,,,,,1045 kj(250 kcal),"2,7","1,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,4,['Gluten'],,,,,
449,Lot 2 etui escalope cb reblochon lg - Le gaulois,3266980864088,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Viande de filets de poulet traitée en salaison : 58% ', 'viande de filets de poulet : 49%', 'eau', 'fibres de BLÉ', 'sel', 'dextrose ', 'panure : 22% ', 'eau', 'farine de BLÉ', 'levure', 'sel', 'épices', 'jambon de dinde cuit standard : 10% ', 'viande de dinde : 7%', 'eau', 'fibre de BLÉ', 'dextrose', 'sel', 'arôme naturel', 'extraits végétaux ', 'bette', 'carotte', 'ferments', 'gélifiant : carraghénanes', 'antioxydant : ascorbate de sodium', 'REBLOCHON fondu : 10 % ', 'REBLOCHON : 6%', 'BEURRE', 'eau', 'amidon modifié de pomme de terre', 'sel', 'sels émulsifiants : citrates de sodium', 'gélifiant : carraghénanes', 'Huile de tournesol']","['Non végétalien', 'Non végétarien']",1081,259,14,18,14,,,,,,,,,,,,,,,,,,,1081 kj(259 kcal),"3,7","1,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium']",4,"['Gluten', 'Lait']",,,,,
450,Bq pilon plt mexicain 1 kg s/atm lg - Le gaulois,3266980013462,['Le gaulois'],['France'],"['Pilon de poulet origine France : 93%', 'marinade mexicaine : 7% ', 'eau', 'épice et aromates', 'sel', 'chapelure de BLÉ', 'maltodextrine', 'légumes ', 'poivron : 0,5%', 'tomate : 0,1%', 'arômes naturels', 'saccharose', 'arôme de fumé', 'huile de tournesol', ""correcteurs d'acidité : lactate de calcium"", 'acétate de sodium', 'extraits d´épices', ' Traces possibles de lait']",[],531,127,"5,7","1,8",17,,,,,,,,,,,,,,,,,,,531 kj(127 kcal),"1,3","0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,"['E327 - Lactate de calcium', 'E262i - Acétate de sodium']",4,['Gluten'],,,,,
451,gésiers de canard confit - Le gaulois,3266980139926,['Le gaulois'],['France'],"['Gésiers de canard 84', '1%', 'graisse de canard 5%', 'sel', 'arômes', 'conservateur : nitrite de sodium', 'antioxydant : érythorbate de sodium']","['Non végétalien', 'Non végétarien']",632,150,"5,7",0,24,,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",-2%,-19%,-8%,-100%,-17%,,,,,,,,,,,632 kj(150 kcal),"1,3",0,"1,6","0,64",5.7 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,1.6 g,en quantité élevée,4,C,-18%,-37%,-100%,+10%,+10%,-35%,-35%,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",4,,,,,,
452,BQ 3 FLTS CD BROC. POIV. Sf GAUL NC - Le gaulois,3266980043124,['Le gaulois'],['France'],"['Filet de canard avec peau origine France : 99%', 'assaisonnement aux poivres: 1% ', 'poivre blanc et noir : 0', '4%', 'sel', 'poivron déshydraté', 'huile de tournesol', 'arôme naturel', ""poudre d'oignon"", 'extrait de paprika', 'Traces possibles gluten', 'lait']",[],873,210,15,"0,7",18,,,,,,,,,,,,,,,,,,,873 kj(210 kcal),5,0,"0,53","0,212",,,,,,,,,,,,,,,,,,,,,['E160c - Extrait de paprika'],4,,,,,,
453,Lot 2 bq nuggets de poulet panes lg - Le gaulois,3266980126438,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Viande de poulet origine France : 52%', 'panure : 30% ', 'eau', 'farine de BLÉ', 'sel', 'levure', 'épices', 'eau', 'chapelure de BLÉ', 'fibres de BLÉ', 'sel', 'arômes naturels', ' Huile de tournesol', 'Peut contenir des traces de lait']",[],1045,250,14,19,12,,,,,,,,,,,,,,,,,,,1045 kj(250 kcal),"2,7","1,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,4,['Gluten'],,,,,
454,Filet canard figue fondante sat lg - Le gaulois,3266980016739,['Le gaulois'],['France'],"['Filet de canard avec peau mariné : 89% ', 'filet de canard origine France : 85% ', 'eau', 'sel', ""correcteur d'acidité : acétate de sodium"", ""extrait d'épices"", 'farce sauce aux figues : 10% ', 'figue séchée : 3', '61% ', 'figue', 'farine de riz', 'eau', 'miel', ""concentré de jus d'orange et cellule d'orange"", 'gélatine de bœuf', 'amidon transformé de manioc', 'arôme naturel', 'épices', 'fécule de manioc', 'jus de citron concentré', 'colorant : caramel ordinaire', 'sel', 'épaississants : carraghénanes', 'gomme xanthane', 'décor ', 'chapelure de riz et de maïs', 'épices', 'petit pois', 'graine de pavot BLÉu', 'Traces possibles de GLUTEN et LAIT']","['Non végétalien', 'Non végétarien']",768,184,12,"2,8",16,,,,,,,,,,,,,,,,,,,768 kj(184 kcal),"3,7","1,6","0,77","0,308",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E428 - Gélatine', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,,,,,,
455,ailes de poulet découpées saveur barbecue - Le gaulois,3266980551292,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement Barbecue : 4% ', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'sucre', 'fibre de pois et amidon de pois', 'sel', 'huile de tournesol', 'Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",771,185,11,"3,1",18,,,,,,,,,,,,,,,,,,,771 kj(185 kcal),"3,2","1,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
456,BQ AILE PLT BARBECUE 470g Sat GL NC - Le gaulois,3266980566487,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Poulet origine France : 96%', 'assaisonnement Barbecue : 4% ', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'sucre', 'fibre de pois et amidon de pois', 'sel', 'huile de tournesol', 'Traces possibles gluten', 'lait']",[],771,185,11,"3,1",18,,,,,,,,,,,,,,,,,,,771 kj(185 kcal),"3,2","1,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
457,BQ AILES PLT BARBECUE Sat GAUL NC - Le gaulois,3266980566500,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement Barbecue : 4% ', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'sucre', 'fibre de pois et amidon de pois', 'sel', 'huile de tournesol', 'Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",771,185,11,"3,1",18,,,,,,,,,,,,,,,,,,,771 kj(185 kcal),"3,2","1,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
458,cuisses de poulet découpées saveur barbecue - Le gaulois,3266980208639,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement Barbecue : 4% ', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'sucre', 'fibre de pois et amidon de pois', 'sel', 'huile de tournesol', 'Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",747,179,11,"2,7",17,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-8%,-6%,-11%,+749%,-8%,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,747 kj(179 kcal),"3,1","1,1","0,7","0,28",11 g,en quantité modérée,3.1 g,en quantité modérée,1.1 g,en faible quantité,0.7 g,en quantité modérée,3,C,-7%,-7%,+610%,-8%,-8%,-15%,-15%,,,,,4,,,,,,
459,BQ 4 MCX CUIS.PLT BARBEC Sat GL NC - Le gaulois,3266980566494,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement Barbecue : 4% ', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'sucre', 'fibre de pois et amidon de pois', 'sel', 'huile de tournesol', 'Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",747,179,11,"2,7",17,,,,,,,,,,,,,,,,,,,747 kj(179 kcal),"3,1","1,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
460,Tranche flt canard marine orange lg - Le gaulois,3266980016944,['Le gaulois'],['France'],"['Filets de canard sans peau origine France : 84%', ""marinade à l'orange : 16% "", 'eau', 'huile de colza', ""concentré de jus d'orange 0"", '88%', 'sel', 'sucre', 'jus de citron issu de concentré de jus de citron', 'beurre de karité', 'piment', 'épices', 'herbes', 'oignons', 'ail', 'poudre de tomate', 'dextrose', ""extraits d'épices"", 'arôme naturel', 'sel', ""correcteur d'acidité : acétate de sodium"", 'Traces possibles de Gluten et de Lait']",[],529,126,"5,3","1,6",18,,,,,,,,,,,,,,,,,,,529 kj(126 kcal),1,"1,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,['E262i - Acétate de sodium'],4,,,,,,
461,2 filet plt roti s/skin gaul nc - Le gaulois,3266980041533,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en œuvre', ':Filets de poulet avec peau origine France', 'eau', 'sel', 'huile tournesol', 'sucre roux', 'sirop de glucose de blé', 'protéines de pois', 'fibre de carottes', 'épaississant : carraghénanes', '109g de filets de poulet mis en œuvre pour 100g de produit fini']",[],633,151,"5,8",0,24,,,,,,,,,,,,,,,,,,,633 kj(151 kcal),"1,4",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
462,rôti de poulet fumé au bois de hetre tranche s/at - Le gaulois,3266980782078,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Filets de poulet 89%', 'eau', 'sel', 'sirop de glucose', 'arômes naturels', 'oignon', 'carotte', 'poireau', 'gélifiant : carraghénanes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",458,108,"1,6","0,6",22,,,,,,,,,,,,,,,,,,,458 kj(108 kcal),"0,5","0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,
463,4 broc. dinde paprika sat gaul - Le gaulois (ocb) oui c'est bon,3266980003562,"[""Le gaulois (ocb) oui c'est bon""]",['France'],"['Viande de dinde origine France : 87%', 'poivron : 9 %', 'assaisonnement au paprika : 4% ', 'sel', 'épices et aromates ', 'dont paprika 0', '8%', 'chapelure de BLÉ', 'légume déshydraté', 'arômes naturels', 'Traces possiBLÉ lait']","['Non végétalien', 'Non végétarien']",475,113,"4,2","1,8",17,,,,,,,,,,,,,,,,,,,475 kj(113 kcal),"1,3",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,4,['Gluten'],,,,,
464,Lot 2 etui esc cb extra croust lg - Le gaulois,3266980015046,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en œuvre', ' :Viande de filets de poulet traitée en salaison : 58% ', 'viande de filets de poulet : 49%', 'eau', 'fibres de BLÉ', 'sel', 'dextrose', 'panure : 22% ', 'eau', 'farine de BLÉ', 'sel', 'chapelure ', 'farine de BLÉ', 'ORGE malté', 'épices ', ' paprika', 'curcuma', 'jambon de dinde standard fumé : 10% ', 'Viande de dinde : 8%', 'eau', 'fibre de BLÉ', 'dextrose', 'protéine de BLÉ', 'arômes naturels', 'sel', 'extraits végétaux ', 'bette', 'carotte', 'ferments', 'gélifiant : carraghénanes', 'antioxydant : ascorbate de sodium', 'EMMENTAL fondu : 10 % ', 'EMMENTAL : 5%', 'FROMAGES', 'protéines de LAIT', 'eau', 'BEURRE', 'sels de fonte: citrates de sodium', 'polyphosphates', ' Huile de tournesol']","['Non végétalien', 'Non végétarien']",1016,244,15,12,14,,,,,,,,,,,,,,,,,,,1016 kj(244 kcal),4,"1,5","0,78","0,312",,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",4,"['Gluten', 'Lait']",,,,,
465,cuisses de poulet jaune x2 s/at - Le gaulois (ocb) oui c'est bon,3283440271606,"[""Le gaulois (ocb) oui c'est bon""]",['France'],[],[],975,235,19,0,16,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",+20%,+23%,+53%,-100%,-13%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,975 kj(235 kcal),"5,2",0,"0,21","0,084",19 g,en quantité modérée,5.2 g,en quantité élevée,0 g,en faible quantité,0.21 g,en faible quantité,2,B,+22%,+55%,-100%,-72%,-72%,-43%,-43%,,,,,,,,,,,
