,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,link,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,ingredients_origins,brand_owner,traceability_code,palm_ingredients,origin_detail,producer_info
1500,Gaufrette Noisette - Les Malins Plaisirs,26052366,E,,,['21g×12'],['Les Malins Plaisirs'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']",,,,['France'],"['sucre', 'graisses végétales ', 'palme et coco en proportion variable', 'farine de froment ', 'blé', 'noisettes ', '13%', 'lactosérum doux en poudre', 'poudre de cacao', 'farine de lupin doux', 'amidon de blé', 'émulsifiant ', 'lécithines ', 'soja', ""extrait de malt d'orge"", 'poudre à lever ', 'carbonate acide de sodium', 'sel', 'arôme naturel']","['E322 - Lécithines', 'E500ii - Carbonate acide de sodium']","['Huile de palme', 'Non végétalien']",4,30 g,en quantité élevée,15 g,en quantité élevée,41 g,en quantité élevée,0.36 g,en quantité modérée,?,,524,+1%,2192 kj(524 kcal),+1%,30,+9%,15,-14%,55,-8%,41,+16%,"6,4",+5%,"0,36",+36%,"0,144",+36%,26,+16%,E,+16%,82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,"['Gluten', 'Lupin', 'Lait', 'Fruits à coque', 'Soja']",['Allemagne'],,,,,,
1501,Saint felicien - Destrier - 180g,26065465,B,,180 g,"['Frais', 'Plastique', 'Boîte en plastique']","['Destrier', 'Aldi']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages au lait thermisé', 'Saint-Félicien']","['Point Vert', 'en:lait-francais-french-milk']",,['Aldi'],['France'],"['Lait entier thermisé', 'crème pasteurisée', 'sel', 'présure', 'ferments ', 'lait']",,['Non végétalien'],3,27 g,en quantité élevée,19 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,?,,298,+1%,1247 kj(298 kcal),+1%,27,+1%,19,+1%,"1,7",+79%,1,+116%,12,-5%,"1,3",+2%,"0,52",+2%,13,-3%,D,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lait'],['France'],['France'],,"['FR 38.500.001 CE', 'Têche (Isère, France)']",,,
1502,Panna Cotta - Milsa - 360g (4x90g),26071039,C,,360g (4x90g),['Barquette'],['Milsa'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Panna cottas', 'Panna cottas au coulis de fruits', 'Panna cottas aux fruits rouges']",,,,['France'],"['Lait écrémé 5416%', 'crème ', 'lait', ' 23,3%', 'sucre 1 1,7%', 'purée de fruits rouges 4% ', 'fraise', 'framboise', 'groseifte', 'amidon de maïs', 'poudre de lait écrémé', 'amidon modifié de mais', 'stabilisants pectines gomme xanthanet gélifiant : carraghénanest arôme naturel de vanille', 'correcteurs dtacidité citrates de sodium', 'acide citrique', 'arôme naturel de vanille avec els colorant : carmins']","['E14XX - Amidons modifiés', 'E330 - Acide citrique']","['Non végétalien', 'Non végétarien']",4,8.9 g,en quantité modérée,5.9 g,en quantité élevée,15 g,en quantité élevée,0.14 g,en faible quantité,?,,158,,661 kj(158 kcal),-8%,"8,9",-8%,"5,9",-5%,17,-4%,15,-5%,"2,3",-14%,"0,14",+41%,"0,056",+41%,8,-13%,C,-13%,62.1%,26.2%,4.5%,4.1%,2.5%,0.7%,68,['Lait'],,,,,,,
1503,Sprits - Delice - 130gram,26076133,C,,130 gram,,['Delice'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sprits']","['Agriculture durable', 'en:UTZ Certified']",,,['France'],[],,[],,31 g,en quantité élevée,17 g,en quantité élevée,27 g,en quantité élevée,0.6 g,en quantité modérée,?,,532,+1%,2226 kj(532 kcal),+1%,31,+5%,17,+2%,58,-2%,27,+11%,"5,2",-3%,"0,6",+23%,"0,24",+23%,23,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
1504,Tarte Poireaux - La Cuisine des Saveurs - 400g,26087290,,,400 g,,['La Cuisine des Saveurs'],"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées']",,,,"['France', 'Espagne']",[],,[],,12 g,en quantité modérée,6.2 g,en quantité élevée,2.6 g,en faible quantité,0.9 g,en quantité modérée,?,,0,-100%,0 kj(0 kcal),-100%,12,-12%,"6,2",-3%,23,+5%,"2,6",-9%,0,-100%,"0,9",-18%,"0,36",-18%,9,-22%,C,-22%,,,,,,,,,,,,,,,
1505,Mayonnaise - Regalo - 500ml,27008300,C,,500 ml,"['Bocal', 'Verre']","['Regalo', 'Morvandelles']","['Epicerie', 'Sauces', 'Mayonnaises']",,,['Aldi'],"['Belgique', 'France']","['huile de colza', ""jaune d'œuf 7,5%"", ""vinaigre d'alcool moutarde "", 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'épice', ' béta-carotène', ""épaississant : gomme guai extrait d'épice""]",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,80.2 g,en quantité élevée,6.6 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,730,+19%,3054 kj(730 kcal),+19%,"80,2",+21%,"6,6",+7%,"0,5",-81%,"0,5",-66%,"1,3",+6%,"1,1",-17%,"0,44",-17%,17,-5%,D,-5%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['Œufs', 'Moutarde']",,,,,,,
1506,Vermicelles de chocolat au lait - tartichoc - 350g,27025628,,,350g,['Karton'],['Tartichoc'],,,,,['France'],[],,[],,,,,,,,,,?,,521,,2180 kj(521 kcal),,28,,17,,62,,61,,"5,3",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,
1507,Yaourt à la grecque - Milsani - 500g,27030868,,,500 g,['pot en plastique non recyclable'],"['Milsani', 'Milsana']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,['Aldi'],"['Belgique', 'France', 'Suisse']","['Gemiddeldevoedingswaardel Valeurs nutritionnellesmoyennes PetlPout t PottielPortion Vettenl Matières grasses - wurvan verzadigde retzuren/dont acides 65 g gras saturés ', 'oothydtaten/ Glucides •waarvansutlets/ dont sucres fritten/ Protéines']",,[],,9.4 g,en quantité modérée,6.5 g,en quantité élevée,4.3 g,en faible quantité,0.11 g,en faible quantité,?,,477,+308%,1996 kj(477 kcal),+307%,"9,4",+37%,"6,5",+47%,"4,3",-51%,"4,3",-46%,"3,3",-26%,"0,11",-5%,"0,044",-5%,11,+170%,D,+170%,,,,,,,,,,['en:produit en Allemagne à partir de lait en provenance de l’UE'],,,,,
1508,Biscuits bio à l'avoine - Millville - 200g,27038659,,,200 g,['Plastique'],['Millville'],"['en:Hafer-Cookies', 'en:Imbiss', 'en:Kekse', 'en:Kekse und Kuchen', 'en:Süßwaren']","['Commerce équitable', 'Fairtrade International', 'en:Bio', 'en:Fabriqué en Allemagne', 'en:Fairtrade Cacao']",,['Aldi'],"['Belgique', 'France', 'Luxembourg', 'en:Belgique']",[],,[],,25 g,en quantité élevée,12 g,en quantité élevée,26 g,en quantité élevée,0.71 g,en quantité modérée,?,,496,,2075 kj(496 kcal),,25,,12,,57,,26,,"7,4",,"0,71",,"0,284",,24,,E,,,,,,,,,,,,,,,,
1509,Soy Pro - Aldi - 250g,27050606,,,250 g,,['Aldi'],,,,['Aldi'],"['Belgique', 'France']",[],,[],,,,,,,,,,?,,343,,1435 kj(343 kcal),,38,,10,,0,,0,,0,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,
1510,Boules Praliné Assorties Noisettes Ou Amandes Jacquot,3015497038600,,,,['Boîte en carton'],['Jacquot'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['Fabriqué en France'],,['B i1'],['France'],"['sucre', 'graisses végétales ', 'palme', 'palmiste', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'lactose', 'lactosérum en poudre', 'pâte de noisettes 3,1%', ""pâte d'amandes 3,1%"", 'cacao maigre en poudre', 'émulsifiants lécithines - E476', 'arôme']","['E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,30 g,en quantité élevée,17 g,en quantité élevée,60 g,en quantité élevée,0.15 g,en faible quantité,2251,-0%,539,-0%,2251 kj(539 kcal),-0%,30,-11%,17,-3%,61,+18%,60,+28%,"4,9",-19%,"0,15",+4%,"0,06",+4%,26,+4%,E,+4%,,,,,,,,['Lait'],,,,,,,
1511,Épinards hachés - D'Aucy - 395g,3017800078778,A,,395 g,['Conserve'],"[""D'Aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes-feuilles', 'Épinards', 'Épinards en conserve']",,,"['Cora', 'Carrefour Market']",['France'],"['Epinards', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.9 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,128,-2%,34,+6%,128 kj(34 kcal),-4%,"0,9",+58%,"0,1",+28%,"1,5",-17%,"0,2",-60%,"3,4",+3%,"0,1",-77%,"0,04",-77%,-10,,A,,13.8%,38.4%,18.3%,9.2%,12.9%,7.5%,91,,['France'],['France'],,"['EMB 56251E', 'Theix (Morbihan, France)']",,,
1512,Asperges vertes miniatures - D'aucy - 190g,3017800217269,C,,190 g,"['Bocal', 'Verre']","[""D'aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges en conserve', 'Asperges vertes miniatures']",,http://www.daucy.fr/,"['Leclerc', 'Magasins U']",['France'],"['Asperges vertes', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.1 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.7 g,en quantité modérée,?,,27,+42%,113 kj(27 kcal),+49%,"0,1",-57%,0,-100%,"2,9",+54%,1,-18%,"2,8",+76%,"0,7",-14%,"0,28",-14%,-4,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,['Pérou'],,,,,
1513,les petites sardines - Parmentier - 150g,3019081238209,D,Sprats à l'huile d'olive vierge extra,150g,"['Conserve', 'boîte', 'métal', 'Plastique']","['Parmentier', 'Conserverie Parmentier']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",['Point Vert'],,"['Carrefour', 'Géant', 'Magasins U']",['France'],"['Sprats fumés', ""huile d'olive vierge extra"", 'sel']",,[],3,22 g,en quantité élevée,4.8 g,en quantité modérée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,272,+10%,1138 kj(272 kcal),+10%,22,+24%,"4,8",+25%,0,-100%,0,-100%,19,-11%,"0,9",-1%,"0,36",-1%,5,-11%,C,-11%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,['Sprats'],['Pologne'],"['Atlantique', 'Atlantique Nord-Est']",,['PL 22151811 WE'],,,
1514,Get 27 - Bacardi - 100cl,3020881621108,D,Liqueur,100 cl,"['Bouteille', 'Verre']",['Bacardi'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,
1515,Chili con carne au bœuf - Zapetti - 400g e,3021690018943,D,Chili con Carne,400 g e,"['Conserve', 'Métal']","['Zapetti', 'Raynal et Roquelaure']","['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés en conserve', 'Chili con carne']","['Viande Française', 'Point Vert', 'Fabriqué en France', 'Nutriscore', 'Nutriscore A', 'Viande-bovine-francaise']",,['Carrefour'],['France'],"['Eau', 'haricots rouges précuits 34%', 'viande bovine cuite 10% ', 'origine : France', 'carottes 4,4%', 'maïs 3,5%', 'poivrons 3,5%', 'concentré de tomate', 'oignon en poudre', 'huile de tournesol', 'sel', 'épices', 'ail en poudre', 'arôme naturel', 'épaississants : gomme xanthane', 'gomme guar', 'colorant : extrait de paprika,']","['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E160c - Extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.5 g,en faible quantité,0.8 g,en faible quantité,2.4 g,en faible quantité,0.73 g,en quantité modérée,?,,92,-22%,385 kj(92 kcal),-23%,"2,5",-26%,"0,8",-29%,"8,7",-29%,"2,4",+14%,"6,5",-4%,"0,73",-9%,"0,292",-9%,-5,,A,,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,,['France'],['France'],,"['FR 12.052.003 CE', 'Capdenac-Gare (Aveyron, France)']",,,
1516,Riz au lait rhum raisins - La Laitière - 460g (4 * 115g),3023290170427,B,,460 g (4 * 115 g),"['Plastique', 'Frais', 'Pot']","['La Laitière', 'Nestlé']","['Desserts', 'Puddings', 'Riz au lait', 'Riz au lait rhum raisins']","['Point Vert', 'en:lait-francais-french-milk']",,,['France'],"['Lait entier ', '61,0%', 'sucre', 'eau', 'riz ', '9,0 %', 'raisins macérés ', '2,5 %', 'sirop de glucose-fructose', 'rhum ', '0,30 %', 'sel', 'amidon modifié de maïs', 'stabilisant ', 'carraghénanes', 'arôme', 'colorants ', 'caramel', 'rocou']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150 - Caramel', 'E160b - Rocou']",['Non végétalien'],4,3.1 g,en quantité modérée,2.1 g,en quantité modérée,15.5 g,en quantité élevée,0.2 g,en faible quantité,?,,137,-6%,573 kj(137 kcal),-4%,"3,1",-17%,"2,1",-8%,"24,4",+8%,"15,5",+15%,"2,5",-27%,"0,2",+55%,"0,08",+55%,5,+24%,C,+24%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,['Lait'],['France'],['France'],,"['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",,,
1517,Secret de Mousse Chocolat Noir - La Laitière - 272g (8x59g),3023290630983,D,Mousse au chocolat,272 g (8x59 g),"['Frais', 'Pot plastique et opercule à jeter', 'Etui carton à recycler']","['La Laitière', 'Nestlé', 'Secret de Mousse']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Desserts au chocolat', 'Mousses sucrées', 'Mousses au chocolat', 'Desserts lactés au chocolat', 'Mousses lactées']","['Point Vert', 'Eco-Emballages', 'Nutritional Compass®']",http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-mousses,"['Carrefour', 'Géant Casino', 'Géant', 'Delhaize']","['Belgique', 'France']","['Mousse lactée au chocolat noir ', '92,0 %', ' : Lait écrémé ', '62,6 %', 'sucre', 'chocolat noir ', '4,4 %', ' ', 'pâte de cacao', 'sucre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', 'crème ', 'lait', 'poudre de cacao maigre', 'chocolat en poudre ', '1,9 %', ' ', 'poudre de cacao', 'poudre de cacao maigre', 'pâte de cacao', 'sucre', 'poudre de lait écrémé', 'poudre de cacao', 'gélatine', 'émulsifiant ', 'E471', '\rSauce au chocolat ', '8,0 %', ' : Lait écrémé', 'sucre', 'chocolat noir ', '0,6 %', ' [pâte de cacao', 'sucre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille]', 'poudre de cacao maigre', 'amidon de maïs', 'épaississant ', 'farine de graines de caroube']","['E322i - Lécithine', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,4.3 g,en quantité modérée,2.9 g,en quantité modérée,20.1 g,en quantité élevée,0.19 g,en faible quantité,637,-10%,?,,637 kj(152 kcal),-17%,"4,3",-53%,"2,9",-52%,"21,4",+10%,"20,1",+14%,"5,2",+28%,"0,19",+11%,"0,076",+11%,2,-78%,B,-78%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,"['Lait', 'Soja']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - Boulevard Louis Beauquin - 44330 Vallet', 'Loire-Atlantique', 'Pays de la Loire', 'France']",,,"['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",,,
1518,Rillettes De Poulet Roti en cocotte - Bordeau Chesnel - 220g,3024720026888,C,Rillettes de poulet,220 g,"['Frais', 'Plastique']",['Bordeau Chesnel'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']","['Viande Française', 'Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans conservateurs', 'Brevet déposé']",https://www.bordeau-chesnel.com/products,"['Intermarché', 'Leclerc', 'Carrefour', 'Auchan', 'Magasins U']",['France'],"[""Viande de poulet d'origine France "", '90%', 'graisse de canard', 'carottes', 'sel', 'miel', ""vinaigre d'alcool"", 'épices', 'plantes aromatiques']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,29 g,en quantité élevée,9.2 g,en quantité élevée,0.1 g,en faible quantité,1 g,en quantité modérée,?,,330,+4%,1381 kj(330 kcal),+4%,29,+4%,"9,2",+4%,"0,5",+1%,"0,1",-75%,"16,8",+1%,1,-16%,"0,4",-16%,17,+1%,D,+1%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,"['Sarthe', 'France', ""Yvré L'Evêque""]",['Viande française'],,"['FR 72.386.002 CE', ""Yvré-l'Évêque (Sarthe, France)""]",,,
1519,Croque Emmental - President - 340g,3032220061230,D,,340 g,['Frais'],['President'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",,,['Magasins U'],['France'],"['lait écrémé reconstitué- fromages ', 'fromages ', 'lait', 'sel', 'ferments', ""conservateur: lysozyme d'oeufs"", 'emmental 5%', '- beurre ', 'lait', '- protéines de lait - lactosérum ', 'lait', ' - sels de fonte ', 'E452', 'E450', ' - épaississants ', 'E407', ' - sel- arômes ', 'lait', ' - conservateurs ', 'E202', ' - colorants ', 'E160a']","['E1105 - Lysozyme', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,17 g,en quantité modérée,12 g,en quantité élevée,4.5 g,en faible quantité,2.42 g,en quantité élevée,978,-8%,235,-7%,978 kj(235 kcal),-8%,17,-16%,12,-10%,7,+29%,"4,5",+12%,"13,5",+15%,"2,425",+22%,"0,97",+22%,17,+10%,D,+10%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,['Lait'],,,,,,,
1520,Danonino framboise - Danone,3033490004460,,,,,['Danone'],,,,,['France'],"['lait écrémé ', '76,7%', 'sucre liquide ', 'sucrose : 6,8%', 'framboise ', '5%', 'crème ', 'bit', 'amidon', 'lait écrémé concentré', 'citrates de calcium', 'arômes naturels', 'sucre ', '0,1%', 'concentré de carotte noire', 'jus concentré de citron', 'ferments lactiques ', 'lait', 'vitamine D']",,['Non végétalien'],4,,,,,,,,,?,,70,,293 kj(70 kcal),,"1,6",,1,,"10,9",,"10,5",,"2,9",,"0,1",,"0,04",,,,,,,,,,,,,['Lait'],,,,,,,
1521,Actimel - ActimelDanone,3033490839239,E,,,"['Etui en carton', 'Bouteille en plastique', 'Opercule en métal']",['ActimelDanone'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'en:Boissons', 'en:Boissons fermentées', 'en:Boissons lactées', 'en:Boissons lactées fermentées', 'en:Produits fermentés', 'en:Produits laitiers', 'en:Produits laitiers fermentés', 'en:Yaourts', 'en:Yaourts à boire']",,,,['France'],[],,[],,1.6 g,en quantité modérée,1.1 g,en quantité modérée,10.5 g,en quantité élevée,0.1 g,en faible quantité,?,,71,-18%,297 kj(71 kcal),-17%,"1,6",-49%,"1,1",-47%,"10,5",+4%,"10,5",+11%,"2,8",-17%,"0,1",+11%,"0,04",+11%,18,+590%,E,+590%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,,,,,,
1522,GLORIA Lait Concentré Non Sucré Entier 7.5% 3x20cl - Nestlé - 636g,3033710068500,D,Lait concentré,636 g,"['boîte', 'I', 'Brique']","['Nestlé', 'Gloria']","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits concentrés', 'Laits concentrés non sucrés', 'Laits ESL', 'Laits entiers concentrés']",['en:FSC'],,['Magasins U'],['France'],"['LAIT entier ', 'LAIT origine France', 'stabilisants : phosphate de sodium', 'carraghénanes Extrait sec lactique dégraissé 17,5 %', 'matières grasses 7,5 %', ' *Contient des sucres naturellement présents', 'Contient du LAIT']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,7.5 g,en quantité modérée,4.5 g,en quantité modérée,10 g,en quantité modérée,0.3 g,en quantité modérée,556,+23%,133,+48%,556 kj(133 kcal),+47%,"7,5",+78%,"4,5",+67%,10,+28%,10,+28%,"6,6",+25%,"0,3",+52%,"0,12",+52%,4,+137%,C,+137%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,33,['Lait'],,,,['FSC-C014047'],,,
1523,Soupe à l'oignon - Liebig - 1l,3036811356026,,Soupe à l'oignon,1 l,"['Brique', 'Carton']",['Liebig'],"['Plats préparés', 'Soupes']","['Sans colorants', 'Sans conservateurs']",,"['Carrefour', 'Magasins U']",['France'],"['Eau', 'oignon 35 %,vin blanc', 'amidon transformé de maïs et de pomme de terre,beurre de cuisine', 'sel', 'sucre', 'exhausteur de goût: E621', 'arômes ', 'contient : lait', ""extrait naturels d'épices et d'aromates "", 'poivre,laurier']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1 g,en faible quantité,0.6 g,en faible quantité,1.8 g,en faible quantité,0.88 g,en quantité modérée,?,,31,-46%,130 kj(31 kcal),-45%,1,-48%,"0,6",-1%,"3,8",-34%,"1,8",+4%,1,-55%,"0,88",+2%,"0,352",+2%,2,+22%,B,+22%,,,,,,,,['Lait'],['France'],,,,,,
1524,Soupe de poissons aux aromates - Liebig,3036811366254,E,,,,['Liebig'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,['Magasins U'],"['France', 'Tunisie']","['Fumet de poissons reconstitué ', 'eau', 'poissons 16 %', 'purée de tomates', 'oignon', ""huile de colza et huile d'olive vierge extra"", 'sel', 'ail', ""extraits naturels d'épices et aromates [poivre"", 'thym', 'laurier', 'paprika]', 'extrait de crustacés', 'piment', 'amidon transformé de maïs', 'lait écrémé en poudre', 'exhausteur de goût : glutamate de sodium', ""correcteur d'acidité : acide citrique"", 'arômes ', 'contient : blé', 'céleri']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en faible quantité,0.8 g,en quantité modérée,?,,33,-31%,138 kj(33 kcal),-31%,1,-47%,"0,2",-55%,"3,4",+87%,"0,8",+23%,"2,6",-50%,"0,8",-9%,"0,32",-9%,2,+129%,B,+129%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"['Céleri', 'Crustacés', 'Poisson', 'Gluten', 'Lait']",,,,,,,
1525,Suprême de Volaille aux Morilles - Liebig - 30cl,3036811366469,B,,30 cl,['Briquette'],['Liebig'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes aux champignons', 'Soupe à la volaille et aux champignons']","['Sans colorants', 'Sans exhausteur de goût', 'Sans conservateurs']",,"['Magasins U', 'Market']",['France'],"['Eau', 'chou rave', 'topinambour', 'panais', 'carotte', 'céleri-rave', 'crème', 'viande de volaille cuite saumurée 2,0% ', 'viande de volaille', 'eau', 'sel', 'amidon transformé de maïs', 'morilles réhydratées 1,0%', 'champignons de Paris', 'graisse de poulet ', 'antioxydant: extraits de romarin', 'sel', 'arômes ', 'contient : lait', 'extrait de vin blanc', 'extraits naturels de thym et de laurier', 'Peut contenir des traces de blé ', 'gluten', "" et d'œuf""]","['E14XX - Amidons modifiés', 'E392 - Extrait de romarin']","['Non végétalien', 'Non végétarien']",4,1.6 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en faible quantité,0.68 g,en quantité modérée,?,,39,-36%,163 kj(39 kcal),-40%,"1,6",-29%,"0,7",-7%,"4,6",-58%,"1,3",-60%,"1,2",-48%,"0,68",-66%,"0,272",-66%,2,-8%,B,-8%,59.8%,20.7%,7.6%,4.9%,4.9%,2.0%,90,"['Céleri', 'Lait']",,,,,,,
