,name,bar_code,eco_score,brand,categories,ingredients_origins,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,labels,markets,allergens,traceability_code,palm_ingredients,manufacturing,generic_name,link,brand_owner
70,Before after sport,3770007482242,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Graines de Courges Decortiquées,3760190623515,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",,['France'],[],,[],,47.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,574,+1%,2402 kj(574 kcal),+1%,"47,2",+7%,0,-100%,"2,7",-67%,0,-100%,"30,3",+1%,0,-100%,0,-100%,2,-81%,B,-81%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
72,Jambon a l'ancienne - Tallec,2264757028405,E,['Tallec'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,['France'],[],,[],,79 g,en quantité élevée,29 g,en quantité élevée,0.5 g,en faible quantité,19 g,en quantité élevée,?,,161,+6%,674 kj(161 kcal),+6%,79,+1182%,29,+1103%,"0,5",+1%,"0,5",+3%,22,-1%,19,+874%,"7,6",+874%,22,+125%,E,+125%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,
73,Cuisses de poulet,69163036,,,,,['France'],[],,[],,,,,,,,,,?,,206,,862 kj(206 kcal),,15,,"4,2",,"1,7",,"1,7",,16,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
74,Escalope de dinde - Le Gaulois,0217634015410,D,['Le Gaulois'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,
75,Le cassoulet - Maison Rivière,3375644007966,B,['Maison Rivière'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Cassoulets']",,['France'],[],,[],,9.2 g,en quantité modérée,3.8 g,en quantité modérée,0.4 g,en faible quantité,0.6 g,en quantité modérée,?,,153,+9%,640 kj(153 kcal),+9%,"9,2",+34%,"3,8",+51%,"5,7",-29%,"0,4",-49%,"9,5",+0%,"0,6",-32%,"0,24",-32%,1,+56%,B,+56%,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,,,"['FR 11.076.009 CE', 'Castelnaudary (Aude, France)']",,,,,
76,Nice balls - Soria natural - 250g,8422947805265,,['Soria natural'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250g,,"['Bio', 'Bio européen', 'ES-ECO-016-CL']",,,,,,,,
77,Bierstangerl - Almtaler - 300g,24656481,,['Almtaler'],"['Viandes', 'Charcuteries', 'Saucissons']",,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,300 g,['Tüte'],,,,,,,,,
78,Le flan vanille et caramel -,2606328006502,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",,['France'],[],,[],,6.1 g,en quantité modérée,4.2 g,en quantité modérée,17.9 g,en quantité élevée,0.1 g,en faible quantité,?,,148,-6%,619 kj(148 kcal),-2%,"6,1",+60%,"4,2",+87%,"19,1",-18%,"17,9",+5%,"4,3",+32%,"0,1",-42%,"0,04",-42%,6,+8%,C,+8%,,,,,,,,,,,,,,,,Flan vanille nappé de caramel,,
79,Emmental grand cru,0212224013784,,,,,['France'],[],,[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,"31,5",,"18,8",,1,,1,,29,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,
80,Jus d'orange,3276556799416,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,La fabrik à bonbons,3700994302759,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
82,Spülmittel,8001090510471,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,General,4015000960861,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,L'escaloppe extra-fine - Le Gaulois,0217675011549,,['Le Gaulois'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,
85,Petit Salé à l'Auvergnate et Lentilles Cuisinées - Raynal,3021690026108,,"['Raynal', 'Raynal & Roquelaure']",,,['France'],[],,[],,,,,,,,,,?,,114,,477 kj(114 kcal),,5,,"1,9",,"6,8",,"1,5",,"9,1",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,
86,NÖM Fasten Fruchtjoghurt - 180g,9019100209009,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,
87,NÖM Fasten Fruchtjoghurt Vanille - 180g,9019100209900,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,
88,Sorbet fraise - Maison Pâris - 330g,3760243641381,C,['Maison Pâris'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",,['France'],"['Fraise 60%', 'eau', 'sucre de canne']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,330 g,,,,,,,,,,
89,Tann Jausenplatte - 250g,9100200100126,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,
90,Tomaten passiert,4334011121574,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Black Cheddar Total Eclipse,5014442014476,,,,,['France'],[],,[],,,,,,,,,,?,,411,,1720 kj(411 kcal),,"33,2",,"21,4",,"3,8",,"0,1",,"23,8",,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,
92,Spar Rosinen - 250g,9100000049458,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,
93,Koele Triple Baked Coconut Chips Original 30G,0896719000017,,,,,['France'],[],,[],,,,,,,,,,?,,461,,1929 kj(461 kcal),,33,,13,,36,,20,,"3,3",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,
94,3561422254091,3561422254091,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,
95,Oral t-bol,8588005647021,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Green lentils - 300g,00342803,,,,,['France'],[],,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,"0,7",,"0,1",,"15,2",,"0,5",,"10,3",,"0,03",,"0,012",,,,,,,,,,,,,300 g,,,,,,,,,,
97,Filet de poulet,0219967051950,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
98,Red lentils,00342810,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles rouges']",,['France'],[],,[],,0.6 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.03 g,en faible quantité,?,,113,-66%,473 kj(113 kcal),-66%,"0,6",-62%,"0,1",-60%,"13,8",-71%,"0,6",-63%,"9,1",-63%,"0,03",-8%,"0,012",-8%,-4,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,
99,CITRONS LANIERES,5400197250649,,,,,['France'],[],,[],,,,,,,,,,?,,330,,1381 kj(330 kcal),,"0,2",,"0,13",,81,,68,,1,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
100,CITRONS LANIERES,5400197250649,,,,,['France'],[],,[],,,,,,,,,,?,,330,,1381 kj(330 kcal),,"0,2",,"0,13",,81,,68,,1,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
101,Waitrose Green Thai Chicken Soup,5000169031407,,['Waitrose'],,,"['France', 'Royaume-Uni']",[],,[],,,,,,,,,,?,,76,,318 kj(76 kcal),,"4,4",,"3,2",,"5,9",,"2,2",,"2,7",,"0,38",,"0,152",,,,,,,,,,,,,,,,['Waitrose'],,,,,,,
102,Bruschetta classic,4260098640953,,,,,['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,
103,Mayonnaise,5400606006058,D,,"['Epicerie', 'Sauces', 'Mayonnaises']",,['France'],[],,[],,72 g,en quantité élevée,5.4 g,en quantité élevée,4.1 g,en faible quantité,1.2 g,en quantité modérée,?,,669,+9%,2799 kj(669 kcal),+9%,72,+9%,"5,4",-13%,"4,1",+52%,"4,1",+181%,"1,1",-11%,"1,2",-10%,"0,48",-10%,18,+1%,D,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,
104,Tabula Fettuccine,8014311100122,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Premium Potratna Potica - 500g,24229845,,,,,"['France', 'Italie']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,
106,Griffonia rhodiola,3455540002590,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bio-Camembert Ziege - 100g,20628185,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,
108,Miraculine (Ledidi berry),0868671000220,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
109,Kruidnoten,8711513620334,,,,,['France'],[],,[],,,,,,,,,,?,,445,,1862 kj(445 kcal),,13,,"6,2",,75,,31,,"6,8",,"1,4",,"0,56",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,
110,Sucette,3418011267805,,,,,['France'],[],,[],,,,,,,,,,?,,396,,1657 kj(396 kcal),,0,,0,,99,,69,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
111,Popcorn,0654350554517,B,,"['Snacks', 'Snacks sucrés', 'Popcorn']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,130,-70%,544 kj(130 kcal),-70%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-93%,B,-93%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,['en:gluten-free'],,,,,,,,
112,Panzani,04534259,,['Panzani'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Oumatu,8437000906094,,,,,['France'],[],,[],,,,,,,,,,?,,309,,1293 kj(309 kcal),,"7,4",,"4,6",,52,,3,,"1,6",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,
114,Eau minérale,8000795023897,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
115,Yaourt au lait entier,3330331787095,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3490552940812,3490552940812,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,zucchine a fette - la nicchia - 240g,8004605012224,,['la nicchia'],,,['France'],"['ZUCCHINLSLICES Gouraettes en tranches ihMile Apres ouverture', 'conserver au frais et utliser dans les 30 jours', ' ingrédients', ' Courgettes ', '52%', ""huile d'oive Viergs exira "", '47%', 'persil', 'origan leilve vierae extra Zucohinisohelben in na tlvem Ollvenal extra ririne mn vech dem Offhan m Kahischrank aufbewahre una innarhalb von 30 Tagen verbrauchen', ' tee u taten: Zucchini ', '52%', ' natives Oliven i axtra ', '47%', 'petersilie', 'oregan L', '118/17 m241g 2l oids net/inheit: 240g mi 278 A Consommer de preference 31 0', '2019 vant le/Mindestens haitpar bis: 30', '06', '2019 Frudut et embalé parl/ Hergestelt und varpackt von: t 8e& Maen 14 Pantelleria TP I-91017TAL 1E R']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,240g,,,,,,,,,,
118,Dulce De Leche (frasco 840 Grs),7790244001064,,,,,"['Argentine', 'France']",[],,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,"1,2",,"0,8",,12,,12,,1,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,
119,Assortiment de thes bio,0871561004802,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'en:CN-BIO-154', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,
120,Bananes chips,0200063004926,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,['Bio'],,,,,,,,
121,Kaâk citron vanille - Réginat - 150g,6134504000250,C,['Réginat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sans gluten']",,"['Algérie', 'France']","['Amidon et farine de maïs', 'Farine de riz', 'Fécule de pommes de terre', 'Sucre', 'Huile et margarine végétales ', 'oeufs', 'Protéines de soja', 'Sirop de glucose', 'Arômes identiques aux naturels ', 'citron-vanille', 'additifs alimentaires: SIN 415 ', 'épaississant 20g/kg', 'SIN 330 ', ""régulateur d'acidité BPF"", 'SIN 202 ', 'conservateur 20g/kg', 'SIN 500I BPF', 'SIN 450III ', '2,2g/kg', 'agent levant', 'Sel']","['E415 - Gomme xanthane', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium', 'E450iii - Diphosphate tétrasodique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,14 g,en quantité modérée,,,,,,,?,,430,-8%,1799 kj(430 kcal),-8%,14,-30%,,,73,+13%,,,3,-41%,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,150 g,"['Boite', 'Carton']",['en:gluten-free'],,"['Œufs', 'Soja', 'Mais', 'Maïs']",,,,,http://www.reginat-dietetique.com,
122,Fruit Crisps,5060495750076,,,,,['France'],[],,[],,,,,,,,,,?,,488,,2042 kj(488 kcal),,22,,"10,5",,66,,"49,2",,"4,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
123,Materne,00712638,,['Materne'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
124,Pain aux 2 lins - 0.250kg,3262229009845,,,,,['France'],[],,[],,,,,,,,,,?,,264,,1105 kj(264 kcal),,5,,"0,6",,"40,5",,"3,1",,10,,"1,2",,"0,48",,,,,,,,,,,,,0.250 kg,,,,,,,,,,
125,The vert bio,0871561004741,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'en:CN-BIO-154', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,
126,Tefal - BC 3007 H 0,3168430097360,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Alga Mar Globo Kombu,6930248685353,,,,,['France'],[],,[],,,,,,,,,,?,,232,,971 kj(232 kcal),,1,,"0,6",,"50,9",,"0,2",,4,,5,,2,,,,,,,,,,,,,,,,,,,,,,,
128,Pain au chocolat,0209546014438,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,['France'],[],,[],,21 g,en quantité élevée,13 g,en quantité élevée,13 g,en quantité élevée,0.89 g,en quantité modérée,?,,384,-3%,1607 kj(384 kcal),-3%,21,-4%,13,-2%,41,-3%,13,+8%,"7,7",+7%,"0,89",-1%,"0,356",-1%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,
129,Butlers chocolate truffles,5099466101944,,,,,['France'],[],,[],,,,,,,,,,?,,483,,2021 kj(483 kcal),,27,,17,,53,,51,,"5,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
130,Daifuku mochi,3073338111110,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Mochi']",,['France'],[],,[],,0.5 g,en faible quantité,0 g,en faible quantité,31.2 g,en quantité élevée,0.03 g,en faible quantité,?,,377,+24%,1577 kj(377 kcal),+22%,"0,5",-88%,0,-100%,"91,5",+39%,"31,2",+5%,"1,7",-33%,"0,03",-83%,"0,012",-83%,11,+8%,D,+8%,,,,,,,,,,,,,,,,,,
131,Sapin au chocolat,2019976199999,,,,,['France'],[],,[],,,,,,,,,,?,,503,,2105 kj(503 kcal),,"25,7",,"15,3",,"61,1",,"39,1",,"6,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,
132,Enjoy Pancake - 80g,2209191000990,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,80 g,"['Stück', 'Stück', 'Stück', 'Stück']",,,,,,,,,
133,Tomme de Savoie IGP,0219745029911,,,['Tomme de Savoie IGP'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['IGP'],,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,
134,SALAISONS SAMPIERO,3334450087814,,,,,['France'],[],,[],,,,,,,,,,?,,175,,732 kj(175 kcal),,11,,"4,4",,"0,5",,"0,1",,18,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
135,Mandala - Relax art,4050845002581,,['Relax art'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0203554046313,0203554046313,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Schartner Bombe Himbeer - 330g,9002349038455,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,330 g,['Stück'],,,,,,,,,
138,Schartner Bombe Zitrone - 330g,9002349030206,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,330 g,['Stück'],,,,,,,,,
139,Rillettes,3275341000102,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes']",,['France'],[],,[],,36.2 g,en quantité élevée,12.7 g,en quantité élevée,0.4 g,en faible quantité,1.13 g,en quantité modérée,?,,164,-44%,686 kj(164 kcal),-44%,"36,2",+45%,"12,69",+44%,"0,4",-73%,"0,4",-40%,"17,4",+18%,"1,13",-5%,"0,452",-5%,17,+20%,D,+20%,,,,,,,,,,['en:gluten-free'],,,,,,,,
140,feuillantine,2628713040410,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Payé de campagne - Les recettes de mamie,3760195332023,,['Les recettes de mamie'],,,['France'],[],,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"32,2",,13,,"0,5",,"0,2",,"14,6",,"1,92",,"0,768",,,,,,,,,,,,,,,,,,,,,,,
142,Mélange apéritif salé,2609906037592,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Cuisse de poulet - 0,284kg",0211306012851,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"0,284 kg",,,,,,,,,,
144,Soupe a m oignons,3574315380333,,,,,['France'],[],,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,"0,8",,"0,6",,"5,5",,"0,6",,0,,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,
145,Chocolat au lait caramel - Dolphin - 30g,5413415903609,E,['Dolphin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']",,['France'],[],,[],,33 g,en quantité élevée,20 g,en quantité élevée,51 g,en quantité élevée,0.2 g,en faible quantité,?,,544,-1%,2276 kj(544 kcal),-1%,33,-2%,20,-2%,53,-1%,51,-0%,7,+6%,"0,2",-49%,"0,08",-49%,26,-3%,E,-3%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,30 g,,,,,,,,,,
146,Cuisse de dinde,2600274023682,D,,"['Viandes', 'Volailles', 'Dindes', 'Cuisses de dinde']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,
147,L'instant saucission parmesan - Montagne Noire,3339720431038,,['Montagne Noire'],,,['France'],[],,[],,,,,,,,,,?,,480,,2008 kj(480 kcal),,38,,15,,3,,3,,31,,"4,9",,"1,96",,,,,,,,,,,,,,,,,,,,,,,
148,Eau,3119070444403,,,"['Boissons', 'Eaux']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Spécialité De Pommes Saveur Bonbon Banane - St Mamet,3080920980283,,['St Mamet'],,,['France'],[],,[],,,,,,,,,,?,,66,,276 kj(66 kcal),,0,,0,,"15,5",,"14,3",,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
150,citron,8437017797340,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-002-AN']",,,,,,,,
151,Nestlé,04995618,,['Nestlé'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Savia de Palmera,8438631362037,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Bloc de foie gras de canard du Sud-Ouest - Godard Chambon & Marrel - 70g,3461950020598,B,['Godard Chambon & Marrel'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],"['Fole gras de canard', 'eau', 'sel', 'Porto', 'epices', 'conservateur: sel nitrité']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",[],3,49 g,en quantité élevée,21 g,en quantité élevée,2 g,en faible quantité,1.45 g,en quantité modérée,?,,472,-4%,1975 kj(472 kcal),-3%,49,-3%,21,-2%,2,-6%,2,+50%,6,-2%,"1,45",+19%,"0,58",+19%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,70 g,,,,,,,,,,
154,Filet mignon en croute,0286084060875,,,,,['France'],[],,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,"11,9",,"7,1",,"20,9",,"0,5",,"13,1",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,
155,Chorizo,8437004964762,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,
156,Terrine de canard aux figues,3760257853756,E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,['France'],[],,[],,36.8 g,en quantité élevée,14.3 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,?,,395,+29%,1653 kj(395 kcal),+29%,"36,8",+40%,"14,3",+51%,"0,4",-77%,"0,4",-35%,"15,3",+8%,"1,7",+11%,"0,68",+11%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,
157,Everfresh Natural Foods Organic Sprouted Wheat Bread,5014653025018,,,,,['France'],[],,[],,,,,,,,,,?,,224,,937 kj(224 kcal),,"2,1",,"0,49",,"18,1",,"18,1",,"10,3",,"0,05",,"0,02",,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
