,name,bar_code,eco_score,brand,categories,ingredients_origins,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,labels,markets,allergens,traceability_code,palm_ingredients,manufacturing,generic_name,link,brand_owner
1828,Panettone albicocca,8000295230009,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
1829,Mughetto,2480667017326,,,,,['France'],[],,[],,,,,,,,,,?,,381,,1594 kj(381 kcal),,36,,26,,1,,1,,12,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,
1830,Petits calissons aux fruits - Le Roy René - 130g,3102621007080,B,['Le Roy René'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",,['France'],"['Amandes', 'sucre', 'melons confits Imelons', 'sirop de gluçose-fructose', 'sucre', 'sirop de glucose-fructose', 'figues sèches ', '7%', 'sirop de sucre inverti', 'pâte la framboişe ', '2%] ', 'purée de framboise ', '33%', 'sirop de fructose-glucose', 'humectant: glycérol', 'sirop de glucose', 'purée concentree de pomme', 'sucre', 'matière grasse végétale ', 'huile de palme', 'jus concentré de sureau', ""régulateur d'acidité acide malique"", 'arôme', 'émulsifiant : lécithine de tournesol', ""Blanc d'oeuf"", 'préparation concentrée de citron ', '1%', ' ', 'concentré de citron', ""correcteur d'acidité : acide citrique huile essentielle de citron"", 'sirop de sorbitol', 'écorces de citron confites ', '0,8%', ' ', 'écorces de citron 56%', 'sirop de glucose-fructose', 'sucre', ""écorces d'orange confites "", ""écorces d'oranges"", 'sirop de glucose-fructose', 'sucre', 'billettes de riz ', 'riz', 'sel', 'pajn azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'colorants denrée alimentaire colorante ', 'concentré de spiruline', 'de carthame', 'de pomme', 'de citron', 'carmins', 'arôme naturel de citron', ' Peut contenir des traces de fruits à coque']","['E422 - Glycérol', 'E296 - Acide malique', 'E322i - Lécithine', 'E330 - Acide citrique', 'E420ii - Sirop de sorbitol', 'E120 - Acide carminique']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,16 g,en quantité modérée,1.2 g,en faible quantité,50 g,en quantité élevée,0.12 g,en faible quantité,?,,428,-3%,1791 kj(428 kcal),-3%,16,-11%,"1,2",-25%,61,+0%,50,+1%,7,-9%,"0,12",+135%,"0,048",+135%,15,+3%,D,+3%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,130g,,,,"['Œufs', 'Fruits à coque']",,['Huile de palme'],,,,
1831,Green Ice Tea -,1506435535364,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Thés glacés']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0.03 g,en faible quantité,?,,19,-14%,79 kj(19 kcal),-14%,0,-100%,0,-100%,"4,7",-11%,"4,5",-11%,0,-100%,"0,03",+7%,"0,012",+7%,6,-18%,D,-18%,,,,,,,,,,,,,,,,,,
1832,Collagen Express barre anti-age,3760289220045,,,,,['France'],[],,[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,"10,7",,"8,1",,"19,3",,10,,"32,7",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,
1833,Tomme des Pyrénées,2441812022701,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",,['France'],[],,[],,28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,346,-0%,1448 kj(346 kcal),-0%,28,-1%,20,+1%,"1,5",+17%,"0,5",+54%,22,+2%,"1,7",-5%,"0,68",-5%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1834,"Mango, lime & coconut posset",5060253701081,,,,,['France'],[],,[],,,,,,,,,,?,,214,,895 kj(214 kcal),,11,,"3,2",,28,,25,,"1,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1835,Miel de sapin,3700942501388,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sapin']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Maison pain d'epices,0200030116034,B,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,['France'],[],,[],,16 g,en quantité modérée,8.2 g,en quantité élevée,34 g,en quantité élevée,1.2 g,en quantité modérée,?,,457,+36%,1912 kj(457 kcal),+35%,16,+358%,"8,2",+561%,72,+2%,34,-16%,"5,3",+22%,"1,2",+175%,"0,48",+175%,25,+77%,E,+77%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,
1838,Houmous au chorizo,3760054095779,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,['France'],[],,[],,13.4 g,en quantité modérée,1.5 g,en quantité modérée,0.3 g,en faible quantité,1.4 g,en quantité modérée,?,,133,-49%,556 kj(133 kcal),-49%,"13,4",-34%,"1,5",-39%,"1,3",-88%,"0,3",-78%,"1,3",-80%,"1,4",+35%,"0,56",+35%,8,+60%,C,+60%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,
1839,red bull winter edition,90435096,,['Red Bull'],"['Boissons', 'Boissons énergisantes']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.1 g,en faible quantité,?,,45,+25%,188 kj(45 kcal),+26%,0,-100%,0,-100%,11,+37%,11,+52%,0,-100%,"0,1",-13%,"0,04",-13%,15,+39%,E,+39%,,,,,,,,,,,,,,,,,,
1840,Saucisses de Toulouse,3265980780640,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,['France'],[],,[],,25 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,1.6 g,en quantité élevée,?,,293,+34%,1226 kj(293 kcal),+33%,25,+52%,10,+56%,"1,1",-34%,1,+62%,16,+7%,"1,6",-7%,"0,64",-7%,19,+26%,E,+26%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,
1841,Astra Sweets,5411011004362,,,,,['France'],[],,[],,,,,,,,,,?,,320,,1339 kj(320 kcal),,"0,2",,"0,2",,"73,4",,"51,3",,"5,8",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1842,Assortiment rocs aux amandes,3103220000007,,,,,['France'],[],,[],,,,,,,,,,?,,587,,2456 kj(587 kcal),,"43,8",,"14,8",,33,,"30,8",,"13,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1843,Orange chocolat,6111025060222,,,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,12,,5,,8,,6,,5,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
1844,GlucoPulse,3401545508902,,,,,['France'],[],,[],,,,,,,,,,?,,268,,1121 kj(268 kcal),,"0,1",,"0,1",,"66,8",,"46,7",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1845,Max - Stimorol,54037151,,['Stimorol'],,,['France'],[],,[],,,,,,,,,,?,,178,,745 kj(178 kcal),,"0,3",,"0,1",,70,,"0,1",,"0,4",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
1846,Hot drinking Chocolate 150G,5060280300073,,,,,['France'],[],,[],,,,,,,,,,?,,647,,2707 kj(647 kcal),,"52,4",,"32,5",,"33,7",,0,,"10,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1847,Fromage,3073811070293,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-100%,4 kj(1 kcal),-100%,1,-96%,1,-94%,"6,5",+437%,1,+35%,1,-95%,1,-23%,"0,4",-23%,4,-71%,C,-71%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Sans colorants'],,,,,,,,
1848,Melange moelleux festif,3286790112971,,,,,['France'],[],,[],,,,,,,,,,?,,453,,1895 kj(453 kcal),,24,,15,,53,,34,,6,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
1849,gratin de poisson surgelé,3274470000519,,,,,['France'],[],,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,"6,9",,"2,2",,"9,8",,"1,4",,"7,9",,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,
1850,3701258820071,3701258820071,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Origan - Albert Ménès - 15g,3234750030179,,['Albert Ménès'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,15 g,['Flacon'],,,,,,,,,
1852,0500159363914,0500159363914,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Croustillants caramel au beurre sale - 70g,3281893107077,,,,,['France'],[],,[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,5,,"0,6",,81,,73,,"6,3",,"1,5",,"0,6",,,,,,,,,,,,,70 g,,,,,,,,,,
1854,Christmas chocolates,8715937014724,,,,,['France'],[],,[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,33,,"19,4",,"55,3",,"54,4",,"4,1",,"0,27",,"0,108",,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,
1855,Filet de poulet - La marque des agriculteurs - 2,0213400021845,D,['La marque des agriculteurs'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,104,-21%,435 kj(104 kcal),-20%,"1,3",-55%,"0,4",-46%,0,-100%,0,-100%,23,+1%,"0,11",-85%,"0,044",-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,2,,,,,,,,,,
1856,épices Tandoori - LA CONQUÊTE DES SAVEURS - 100g,3390125003619,,['La Conquête des Saveurs'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100 g,['boîte'],,,,,,,,,
1857,Truffes Fantaisie - Hediard,3418321273657,,['Hediard'],,,['France'],[],,[],,,,,,,,,,?,,600,,2510 kj(600 kcal),,46,,39,,41,,39,,"4,2",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,
1858,"1724 Tonic Water, 20 CL",8437009805251,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique']",,"['France', 'Espagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Jus de citron,3574980094887,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.008 g,en faible quantité,?,,27,0%,113 kj(27 kcal),+1%,0,-100%,0,-100%,2,-44%,2,+20%,"0,4",+19%,"0,008",-11%,"0,003",-11%,-4,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1860,Sushinori roasted seaweed,0073469836015,,,,,['France'],[],,[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,"2,2",,"0,7",,39,,0,,42,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,
1861,Les buchettes,3760258880775,,,,,['France'],[],,[],,,,,,,,,,?,,601,,2515 kj(601 kcal),,43,,"30,8",,"49,5",,"48,6",,"4,1",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,
1862,Véritable crepinette,2415610040540,,,,,['France'],[],,[],,,,,,,,,,?,,179,,749 kj(179 kcal),,12,,"5,2",,"1,1",,"0,5",,17,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,
1863,Schweinefilet,6321332006336,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Boudin blanc à l ancienne,2428123054256,D,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', ""Boudins blanc à l'ancienne""]",,['France'],[],,[],,14 g,en quantité modérée,5.6 g,en quantité élevée,1.4 g,en faible quantité,1 g,en quantité modérée,?,,189,-18%,791 kj(189 kcal),-18%,14,-26%,"5,6",-25%,"5,1",+11%,"1,4",-33%,12,+20%,1,-22%,"0,4",-22%,11,-24%,D,-24%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,
1865,Pâté de canard au magret de canard fumé - Lucien Georgelin,3330740650959,,['Lucien Georgelin'],,,['France'],[],,[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,20,,"7,6",,"0,5",,"0,5",,15,,"1,6",,"0,64",,,,,,,,,,,,,,,['Fabriqué en France'],,,"['FR 47.326.015 CE', 'Virazeil (Lot-et-Garonne, France)']",,,,,
1866,Croquants aux Amandes -  - 200g,3418250320002,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1867,Fleurs de Bach 38 - Biofloral,3760029841387,,['Biofloral'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1868,Fleur De Bach Mustard N°21 - 20 ML - Biofloral,3760029841219,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1869,Karma Kombucha -,3760192499095,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas']",,['France'],[],,[],,,,,,,,,,?,,11,-39%,46 kj(11 kcal),-39%,0,-100%,0,-100%,"2,5",-35%,"2,5",-27%,0,-100%,0,-100%,0,-100%,4,-30%,C,-30%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Bio'],,,,,,,,
1870,Horror acid,8431108010202,,,,,['France'],[],,[],,,,,,,,,,?,,316,,1322 kj(316 kcal),,0,,0,,78,,"73,88",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
1871,Nougat Caramel beurre salé,2001000980468,,,,,['France'],[],,[],,,,,,,,,,?,,443,,1854 kj(443 kcal),,"15,8",,"1,85",,"67,8",,"51,9",,"6,6",,"0,338",,"0,135",,,,,,,,,,,,,,,,,,,,,,,
1872,Ikea,12233317,,['Ikea'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Filet mignon,2209259003475,,,,,['France'],[],,[],,,,,,,,,,?,,128,,536 kj(128 kcal),,4,,"1,3",,0,,0,,23,,"0,15",,"0,06",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,
1874,Healthspan Activ Joint Physio - 87g,5056169108335,,,,,"['France', 'Italie']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,87 g,,,,,,,,,,
1875,Healthspan Multivitality men’s Gummy - 315g,0610079233652,,,,,"['France', 'Italie']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,315 g,,,,,,,,,,
1876,Chocolat,3395328084533,,,,,['France'],[],,[],,,,,,,,,,?,,528,,2209 kj(528 kcal),,35,,21,,47,,41,,"5,1",,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,
1877,Panettone,20196479,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],,[],,11.9 g,en quantité modérée,9.9 g,en quantité élevée,27.2 g,en quantité élevée,0.5 g,en quantité modérée,?,,349,-7%,1460 kj(349 kcal),-6%,"11,9",-21%,"9,9",+10%,54,+5%,"27,2",+5%,"5,1",-25%,"0,5",+13%,"0,2",+13%,21,+13%,E,+13%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
1878,2602601079447,2602601079447,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,"['FR 43.262.001 CE', 'Vieille-Brioude (Haute-Loire, France)']",,,,,
1879,Îles Maurice    thé - 50g,6091010994438,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,
1880,Olimp Premium Peanut Butter,5901330051333,,,,,['France'],[],,[],,,,,,,,,,?,,644,,2694 kj(644 kcal),,52,,10,,20,,"5,1",,25,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,
1881,La vanille - Le palais des thés - 105g,2700728001058,,['Le palais des thés'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,105 g,,,,,,,,,,
1882,Panettone,0029981008638,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
1883,Vanilla coconut milk yoghurt,5060298880390,,,,,['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,236,,987 kj(236 kcal),,23,,20,,5,,"4,3",,"1,9",,"0,28",,"0,112",,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,
1884,Saumon fumé Laponie - Delpierre,3038680809412,,['Delpierre'],,,['France'],[],,[],,,,,,,,,,?,,180,,753 kj(180 kcal),,11,,"1,7",,0,,0,,20,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,
1885,Ricotta and spinach ravioli,5024271111994,,,,,['France'],[],,[],,,,,,,,,,?,,182,,761 kj(182 kcal),,"6,5",,"4,2",,"23,7",,"1,5",,"7,2",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,
1886,6 Oeufs de poules élevées en cage,3273021230009,,,,,['France'],[],,[],,,,,,,,,,?,,142,,594 kj(142 kcal),,9,,0,,0,,0,,"12,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1887,Omega 3 -,2336387053147,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",,['France'],[],,[],,5 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,0.04 g,en faible quantité,?,,48,-90%,201 kj(48 kcal),-90%,5,-90%,"1,4",-90%,0,-100%,0,-100%,0,-100%,"0,04",-93%,"0,016",-93%,4,-64%,C,-64%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,['Omega-3'],,,,,,,,
1888,Bloc de foie gras de canard à l'Armagnac et au poivre doux - Larnaudie,3113010146396,B,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],"['Foie gras de canard', 'sel', 'Armagnac ', '0,5%', 'poivre ', '0,25%', 'sucre', 'antioxydant : acide ascorbique ', 'E300', 'conservateur : nitrite de sodium ', 'E250']","['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,55.9 g,en quantité élevée,24.1 g,en quantité élevée,1.7 g,en faible quantité,0.93 g,en quantité modérée,?,,533,+9%,2230 kj(533 kcal),+9%,"55,9",+10%,"24,1",+12%,"1,7",-20%,"1,7",+28%,"5,7",-7%,"0,93",-24%,"0,372",-24%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1889,Framboise épépinées - Collines en Limousin - 340g,3517830342073,C,['Collines en Limousin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,['France'],"['framboises 60%', 'sucre 40%', 'pectine ', 'gélifiant', "" si les fruits n'en contenaient pas suffisamment""]",['E440 - Pectines'],[],4,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,?,,201,-10%,841 kj(201 kcal),-10%,0,-100%,0,-100%,48,-10%,48,-7%,"0,9",+33%,0,-100%,0,-100%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,340 g,,['Bio'],,,,,,,,
1890,Bloc de foie gras de canard - Auchan,3596710407439,B,['Auchan'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],[],,[],,53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.2 g,en quantité modérée,?,,511,+4%,2138 kj(511 kcal),+5%,53,+5%,23,+7%,2,-6%,"1,6",+20%,"6,4",+5%,"1,2",-2%,"0,48",-2%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,['Auchan'],,,,,,,
1891,"Alpengut Naturjoghurt 0,1% - 250g",20243647,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,
1892,Lidl Bio Bergkäse - 175g,20266738,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,175 g,,['Bio'],['Lidl'],,,,,,,
1893,Cuillère pour chocolat chaud,3368952498113,,,,,['France'],[],,[],,,,,,,,,,?,,603,,2523 kj(603 kcal),,44,,25,,44,,43,,7,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,
1894,GGE Wheat crackers,4710144109595,,,,,['France'],[],,[],,,,,,,,,,?,,501,,2096 kj(501 kcal),,26,,"12,2",,"59,4",,2,,"7,4",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,
1895,"Café Décafeine, Le Paquet de 250g - San Marco",3259234238001,,['San Marco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés décaféinés']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,''Genmai mochi'',4905903000903,,,,,['France'],[],,[],,,,,,,,,,?,,241,,1008 kj(241 kcal),,"1,8",,0,,"51,5",,0,,"4,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1897,Terrine au piment d'Espelette - 180g,3261830002078,,,,,['France'],[],,[],,,,,,,,,,?,,349,,1460 kj(349 kcal),,32,,12,,"1,9",,"0,5",,13,,"1,7",,"0,68",,,,,,,,,,,,,180 g,,,,,"['FR 22.225.001 CE', ""Ploumagoar (Côtes-d'Armor, France)""]",,,,,
1898,Poulet surgelé,3499150315558,,,,,['France'],[],,[],,,,,,,,,,?,,203,,849 kj(203 kcal),,15,,"4,9",,0,,0,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1899,Sauerrahm,20028060,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Poulet surgelé,3499150315558,,,,,['France'],[],,[],,,,,,,,,,?,,203,,849 kj(203 kcal),,15,,"4,9",,0,,0,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1901,Sauerrahm,20028060,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Käseaufschnitt,9006020061503,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Petit Reblochon de Savoie -,2215186008926,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1904,Filet mignon fumé - Bahier,3180050137165,,['Bahier'],,,['France'],[],,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,2,,"0,8",,"0,5",,"0,5",,24,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,
1905,Noix de cajou grillée et salée,3760149995496,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],,[],,40.5 g,en quantité élevée,8.19 g,en quantité élevée,5.66 g,en quantité modérée,3 g,en quantité élevée,?,,545,-9%,2280 kj(545 kcal),-9%,"40,52",-12%,"8,19",-4%,"30,416",+19%,"5,66",-13%,"17,08",-9%,3,+378%,"1,2",+378%,15,+98%,D,+98%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,
