,name,bar_code,quantity,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,ingredients_origins,manufacturing,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,link,brand_owner
1690,Bebida Espirituosa,8480000285270,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Rapunzel,006040271659,,['Bio'],['France'],[],[],?,?,?,?,?,,,,['Rapunzel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Grenache Rosé de Brignac,3443660112275,,,['France'],[],[],?,?,?,?,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,,,,,,,,,,
1693,Oignons jaunes x4 - cat.1 - Jardins Du Midi - 500g,3363297329931,500 g,,['France'],[],[],?,?,?,?,?,,,B,['Jardins Du Midi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais']",,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,['France'],['France'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,
1694,Punch Goyave 18° 70 Clément,3107460003750,,,['France'],[],[],?,?,?,?,?,,,,['Clément'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Douceur Coco sur lit de mangue passion - Nat & Vie,3564706531444,,,['France'],[],[],?,192,13,17,"1,3","0,03","0,012",,"['Nat & Vie', 'Marque Repère']",,,,,,,,,,,,,,,,,803 kj(192 kcal),13,12,,,,"['EMB 33448B', ""Saint-Médard-d'Eyrans (Gironde, France)""]",['Leclerc'],,,,,,,,,,,,,,,,,,,,,
1696,Nutri + - Apta - 300ml,3250390340119,300ml,,['France'],[],[],?,?,?,?,?,,,,['Apta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Lungo Regular,8718537551071,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,3435030019116,3435030019116,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Sirop d'érable,09713895,,,['France'],[],[],?,266,"0,5","66,4","0,5","0,026","0,01",,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,,,-3%,+735%,-3%,+927%,,,,,,,,1113 kj(266 kcal),"0,5",58,,,,,,0.5 g,en faible quantité,0.5 g,en faible quantité,58 g,en quantité élevée,0.026 g,en faible quantité,-2%,+1487%,-5%,-83%,-83%,13,-2%,D,-2%,,,,
1700,"""70CL Creme Pamplemousse Giffard 16 °"" - 70cL",3180290023839,70 cL,,['France'],[],[],?,0,?,?,?,0,0,,['Giffard'],,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Thai sweet chilli chickpeas,5060235310409,,,['France'],[],[],?,135,2,"23,8","10,1",0,0,,,,,,,,,,,,,,,,,,,565 kj(135 kcal),"0,46","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Exquis Mochi -  - 160g,3770014397010,160 g,,['France'],[],[],?,203.11,"0,65","47,88","1,81","0,06","0,024",,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,,,,-14%,-90%,+14%,-13%,,,,,,,,850 kj(203 kcal),"0,12","32,38",,,,,,0.65 g,en faible quantité,0.12 g,en faible quantité,32.4 g,en quantité élevée,0.06 g,en faible quantité,-13%,-97%,+19%,-29%,-29%,8,-29%,C,-29%,,,,
1703,Oignon rouge tube,3760208290029,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Boursin Nature 42 %,3175460000895,,,['France'],[],[],?,?,?,?,?,,,,['Boursin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Terrible au Beaufort,3760153800021,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,317,29,"3,4","15,6",0,0,,,,,,,,,,,,,,,,,,,1326 kj(317 kcal),"10,4",3,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Fine dark chocolate just jinger - Seed and Bean,5060137140371,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'GB-ORG-05']",['France'],[],"['Végétalien', 'Végétarien']",?,551,"37,2",44,"5,9","0,07","0,028",,['Seed and Bean'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,-0%,+2%,-5%,-19%,,,,,,,,2305 kj(551 kcal),"22,5","41,1",,,,,,37.2 g,en quantité élevée,22.5 g,en quantité élevée,41.1 g,en quantité élevée,0.07 g,en faible quantité,+0%,+7%,0%,-50%,-50%,25,+6%,E,+6%,,,,
1707,Compte de voraguet,3531380080711,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,"Pierre Chanau Lalande de Pomerol 12,5°",3254563627588,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Château de portets,3480331164010,,,['France'],[],[],?,?,?,?,?,0,0,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,-100%,-100%,,,,,,,,
1710,Lipton ice tea lemon,8712100558825,,,['France'],[],[],?,19,"0,5","4,6","0,5","0,03","0,012",,"['Lipton', 'Unilever']",,,,,,,,,,,,,,,,,79 kj(19 kcal),"0,1","4,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Cordon bleu volaille - 400g,3383240255742,400 g,,['France'],[],[],?,209,"11,4","12,2","14,1","1,68","0,672",D,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",,,,,-19%,-30%,-13%,+17%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,874 kj(209 kcal),"2,4","1,6",,,,"['FR 22.147.001 CE', ""Merdrignac (Côtes-d'Armor, France)""]",,11.4 g,en quantité modérée,2.4 g,en quantité modérée,1.6 g,en faible quantité,1.68 g,en quantité élevée,-18%,-44%,+7%,+29%,+29%,11,-4%,D,-4%,,,,
1712,Nice! Organic Honey,0049022947917,,,"['France', 'États-Unis']",['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,305,0,"80,95","0,48","0,012","0,005",B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,2,,+5%,-100%,+5%,+47%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,1276 kj(305 kcal),0,"80,95",,,,,,0 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0.0125 g,en faible quantité,+5%,-100%,+16%,-23%,-23%,,,,,,,,Walgreens Co.
1713,Crème Fraîche (épaisse) légère - Yoplait - 550g,3329770062894,550 g,['Fabriqué en France'],['France'],"['CREME légère à 12% de matières grasses - Amidon transformé de maïs - Ferments LACTIQUES ', 'LAIT', "" LAIT d'origine France""]",['Non végétalien'],592,143,"11,9",6,"2,8","0,11","0,044",,"['Yoplait', 'Cfr yoplait']",,['E14XX - Amidons modifiés'],['Lait'],4,,,,,,,,,,,,,592 kj(143 kcal),8,"3,6",,,,,,,,,,,,,,,,,,,,,,,,Crème Fraîche (épaisse) légère,,
1714,Confiture extra 4 agrumes - Lucien Georgelin,3330720225139,,['Fabriqué en France'],['France'],[],[],?,216,"0,5",53,0,"0,03","0,012",C,['Lucien Georgelin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes""]",,,,,-5%,+105%,-4%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,904 kj(216 kcal),"0,1",53,['Pot en verre'],,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.03 g,en faible quantité,-5%,+123%,+1%,+49%,+49%,11,+10%,D,+10%,,,,
1715,Miel d'Acacia - Les deux gourmands - 500g,3770003262336,500 g,,['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,,,B,['Les deux gourmands'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,2,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,['pot verre'],['78121 Crespière'],['78121 Crespière'],,,,,,,,,,,,,,,,,,,,,,,
1716,Pains choco pur beurre,0256830018047,,,['France'],[],[],?,383,22,39,"6,6","0,8","0,32",,,,,,,,,,,,,,,,,,,1602 kj(383 kcal),14,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Ail semoule - Marius - 70g,3183811058884,70 g,,['France'],['ail semoule'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0,0,0,0,0,A,['Marius'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail', 'Ail semoule']",,['Anhydride sulfureux et sulfites'],1,,-100%,-100%,-100%,-100%,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,0 kj(0 kcal),0,,"['Verre', 'Flacon']",,,,,0 g,en faible quantité,0 g,en faible quantité,,,0 g,en faible quantité,-100%,-100%,,-100%,-100%,,,,,,,,
1718,Miel du Rouergue - 250g,3554690000064,250 g,,['France'],[],[],?,?,?,?,?,0,0,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
1719,10 petit pain - 500g,3222475746208,500 g,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,
1720,Blenbeb Scotch Whisky,5010103944007,,,['France'],[],[],?,?,?,?,?,0,0,C,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky écossais']",,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Magret de canard du sud ouest - Monoprix Gourmet,0206024048282,,,['France'],[],[],?,365,33,"0,6",16,"0,1","0,04",E,['Monoprix Gourmet'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,,,,+7%,+13%,-52%,-11%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,1527 kj(365 kcal),11,"0,6",,,,,['Monoprix'],33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,+8%,+10%,-10%,-94%,-94%,14,-24%,D,-24%,,,,
1722,Mini galette frangipane - Carrefour - 120g,0200005009187,120g,,['France'],[],[],?,?,?,?,?,,,D,['Carrefour'],"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,
1723,Infusion Rooibos saveur miel - nu - 100g,3564884021980,100g,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Préparafion aronmalisée pour infuslon hgrédients: rooibos 98%', 'aôme naturel miel 2%', "" produit issu de l'agriculture biologique"", ' Traces de fruits à coque']",[],?,?,?,?,?,,,A,['Nu'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos']",,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,['boite cartonnée'],,['France'],['FR-BIO-12'],['marché au liel'],,,,,,,,,,,,,,,,,,,,,
1724,Mission Pale Ale - Deck & Donohue,3760296730018,,['Bio'],['France'],[],[],?,?,?,?,?,0,0,,['Deck & Donohue'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Tee Rose Berry Blues Pickwick Slow Tea,8711000307854,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Flan entremets saveur citron - Chocolaterie Monbana,3474340019256,,,['France'],[],[],?,384,"0,5",95,"0,5","0,19","0,076",,['Chocolaterie Monbana'],,,,,,,,,,,,,,,,,1607 kj(384 kcal),"0,1",82,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Pâtes torsades - Casino Bio,3222477364387,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,353,"1,2",73,11,0,0,,['Casino Bio'],,,,,,,,,,,,,,,,,1477 kj(353 kcal),"0,2","3,2",,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,
1728,3760056670271,3760056670271,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,3265960403545,3265960403545,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 76399', 'Lucy (Seine-Maritime, France)']",,,,,,,,,,,,,,,,,,,,,,
1730,Vacherin  Vanille Framboise,3760074975303,,"['en:gluten-free', 'Sans lactose']",['France'],[],[],?,229,"7,1","39,22","2,1","0,33","0,132",,,,,,,,,,,,,,,,,,,958 kj(229 kcal),"5,84","38,01",,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Coulis de mangue bio - Culinat,3278584922033,,['Bio'],['France'],[],[],?,145,"0,6",33,"0,7",0,0,,['Culinat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de mangue']",,,,,+16%,+27%,+20%,+12%,,,,,,,,607 kj(145 kcal),"0,2",32,,,,,,0.6 g,en faible quantité,0.2 g,en faible quantité,32 g,en quantité élevée,0 g,en faible quantité,+16%,+50%,+23%,-100%,-100%,3,+6%,C,+6%,,,,
1732,Sucres décoratifs - 148g,10195109,148 g,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Bourgogne,3332418007140,,,['France'],[],[],?,?,?,?,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bourgogne']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,,,,,,,,,,
1734,Muesli sale croq'in salade,3760194213859,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Curry du Sri Lanka 35g,3760162880748,,,['France'],[],[],?,?,?,?,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Grandes escalopes de dinde,0213566035229,,,['France'],[],[],?,112,"1,2",0,25,"0,18","0,072",D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,-7%,-9%,-100%,+9%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,469 kj(112 kcal),"0,3",0,,,,,,1.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,-7%,-26%,-100%,-68%,-68%,-4,,A,,,,,
1737,Protéines de soja hachées bio - L'Aliment Sain - 200g,3398240030787,200 g,['Bio'],['France'],[],[],?,345.2,"6,8","10,8",45,"0,03","0,012",,"[""L'Aliment Sain""]",,,,,,,,,,,,,,,,,1444 kj(345 kcal),1,"10,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Pays d Oc,3443660512341,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Café Ristretto Auchan,3245678152225,,"['Agriculture durable', 'en:UTZ Certified', 'Café certifié UTZ']",['France'],[],[],?,?,?,?,?,0,0,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,
1740,Tazo Zen Thé Vert 24 Sachets,0794522200603,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,13412812,13412812,,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 79017', 'Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,,,,,,
1742,Muscadet sèvre et maine sur lie,3211200132225,,,['France'],[],[],?,?,?,?,?,0,0,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,-100%,-100%,,,,,,,,
1743,Counties 4 wiskeys,29015818,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Earth Balance European style - 10oz,0033776112011,10 oz,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,7,11,0,0,0,0,,['Earth Balance'],,,,,,,,,,,,,,,,,29 kj(7 kcal),3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Soupe courgettes / estragon,3760240570158,,,['France'],[],[],41,10,"6,2",?,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,,,-76%,-76%,+258%,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,41 kj(10 kcal),0,,,,,,,6.2 g,en quantité modérée,0 g,en faible quantité,,,,,-76%,-100%,,,,,,,,,,,
1746,Yaourt de brebis,3000002019106,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Coeur Liqueur Mirabelle,3374600014536,,,['France'],[],[],?,?,?,?,?,0,0,E,,"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,
1748,Rohan confiserie,3273071001413,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Zedernüsse (Noix de cèdre)p,4260106871966,,,['France'],[],[],?,699,"62,3","7,5","19,1","0,1","0,04",,,,,,,,,,,,,,,,,,,2925 kj(699 kcal),"4,2","6,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Diamoniak,3070900051171,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Aubrac bière vivante ambrée,3760065700181,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Confiture De Framboises,3540860003706,,,['France'],[],[],?,239,"0,1","58,2","0,6","0,7","0,28",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,+7%,-63%,+9%,-11%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,1000 kj(239 kcal),"0,1","56,2",,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,56.2 g,en quantité élevée,0.7 g,en quantité modérée,+6%,+116%,+9%,+3186%,+3186%,14,+58%,D,+58%,,,,
1753,Mijote de mouton aux flageolets - La Belle Chaurienne,3245360002197,,,['France'],[],[],?,58.095238095238,"1,143","13,429","15,81","2,857","1,143",,['La Belle Chaurienne'],"['Conserves', 'Plats préparés', 'Plats préparés en conserve']",,,,,-46%,-76%,+73%,+158%,,,,,,,,243 kj(58 kcal),"0,381","1,81",,,,,,1.14 g,en faible quantité,0.381 g,en faible quantité,1.81 g,en faible quantité,2.86 g,en quantité élevée,-45%,-74%,+15%,+217%,+217%,5,+342%,C,+342%,,,,
1754,Tea selection box organic - Pukka,5060519145215,,['Bio'],['France'],[],[],?,?,?,?,?,,,,['Pukka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Morgon,3395940520808,,,['France'],[],[],?,?,?,?,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Morgon']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,,,,,,,,,,
1756,miettes de thon - leader price - 104g,3263868280312,104g,"['Labels de distributeurs', 'Testé par le panel test Carrefour']",['France'],"['poisson', 'tomate ,E123,E510,E513,E527,E131,E110,E637,E127']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,234,95,4,34,67,"26,8",,['leader price'],"['Non alimentaire', 'Terrines', 'Terrines de poisson', 'en:Tests']","['E123 - Amarante', ""E510 - Chlorure d'ammonium"", 'E513 - Acide sulfurique', ""E527 - Hydroxyde d'ammonium"", 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E637 - Éthyl-maltol', 'E127 - Érythrosine']",['Poisson'],,,+13%,+919%,-81%,+418%,,,,,,,,979 kj(234 kcal),78,,['boîte de conserves'],['Norvège'],['France'],,['leader price'],95 g,en quantité élevée,78 g,en quantité élevée,,,67 g,en quantité élevée,+13%,+2474%,,+10006%,+10006%,,,,,,,,
1757,Jambon a l'ancienne - Le porc de nos villages,2602657030119,,,['France'],[],[],?,123,"3,1","0,5",23,2,"0,8",E,['Le porc de nos villages'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,-7%,-35%,-25%,+9%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,515 kj(123 kcal),"1,4","0,5",,,,,['Picard'],3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-6%,-24%,-16%,+7%,+7%,5,-29%,C,-29%,,,,
1758,Complexe de pousse,3701026304963,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Cafe Bolivie Grains,3483981000981,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Flash pop,3587361043817,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Valeriane,8718481587843,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,pelure d'oignon,3450970135634,,,['France'],[],[],?,1,21,23,12,0,0,,,,,,,,,,,,,,,,,,,4 kj(1 kcal),12,22,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,KAMBLY,7614800256029,,,['France'],[],[],?,?,?,?,?,,,,['Kambly'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,give me five,3608770002452,,"['Bio', 'Sans sucre ajouté']",['France'],[],[],?,328,"2,4","67,2","4,5","0,09","0,036",,,,,,,,,,,,,,,,,,,1372 kj(328 kcal),"0,4","8,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Pâte à tartiner St mamet,3080920993559,,"['Sans huile de palme', 'Nutriscore', 'Nutriscore D']",['France'],"['sucre', 'huile de tournesol', 'noisettes 13%', 'cacao maigre en poudre 7,2%', 'lait écrémé en poudre', 'protéines de lait', ' lactose', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arômes', "" Peut contenir des traces d'autres fruits à coque"", ' Sans huile de palme', 'sans huile de coton', 'sans huile de coco']",['Non végétalien'],?,?,?,?,?,0,0,,['St Mamet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['E322i - Lécithine'],"['Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,['Pot en plastique'],,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
1766,Pastilles Digestives Boites Metal - Leone - 42g,8005028012037,42 g,['en:gluten-free'],['France'],[],[],?,390,0,97,0,4,"1,6",,['Leone'],,,,,,,,,,,,,,,,,1632 kj(390 kcal),0,97,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Prado Magnum Pastis De Marseille 45º,3014400012959,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Milk Chocolate - Ethiquable,5420051401512,,,['France'],[],[],?,579,"41,7","37,7","11,3","0,2","0,08",,['Ethiquable'],,,,,,,,,,,,,,,,,2423 kj(579 kcal),"20,2","33,7",,,,,,,,,,,,,,,,,,,,,,,,,,
