,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,nova_score,additives,allergens,palm_ingredients,generic_name,origin_detail,producer_info,link,brand_owner
1515,La Bouillabaisse - Le Vallon des Auffes,3251870006365,,,,['Le Vallon des Auffes'],"['Plats préparés', 'Plats préparés au poisson', 'Bouillabaisses']",,,['France'],[],[],3.1 g,en quantité modérée,0.8 g,en faible quantité,0.1 g,en faible quantité,0.75 g,en quantité modérée,?,,73,+9%,305 kj(73 kcal),+9%,"3,1",+21%,"0,8",+50%,"0,1",-96%,"0,1",-85%,10,+24%,"0,75",-2%,"0,3",-2%,-2,,A,,,,,,,,,,,,,,,,,,,,
1516,"Sardine du pêcheur à l'huile d'olive, citron, ail, persil bio",3251870006747,C,,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,,['France'],[],[],13 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.85 g,en quantité modérée,?,,222,-10%,929 kj(222 kcal),-10%,13,-27%,"3,3",-14%,"0,5",+56%,0,-100%,26,+22%,"0,85",-6%,"0,34",-6%,3,-47%,C,-47%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,
1517,"Sardine à l'huile d'olive et aux paillettes d'or. La ""Saint-Trop"" - La Bonne Mer",3251870006914,D,,,['La Bonne Mer'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,,['France'],"['SARDINES Depuis de#hnitlénaires', 'Ifor est consommé Dete fait', 'nous avons aloufté quelques pour le plaisir des yeux Ingrédients Sardines ', 'Sardina pilchardus', ' dolive vietge extra', 'sel', 'alimentaire le 24 carats Zone de pèche voit']","['Non végétalien', 'Non végétarien']",13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.85 g,en quantité modérée,?,,222,-10%,929 kj(222 kcal),-10%,13,-27%,"3,3",-14%,"0,5",+56%,"0,5",+138%,26,+22%,"0,85",-6%,"0,34",-6%,3,-47%,C,-47%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,['Poisson'],,,,,,
1518,Tapenade verte,3251870006976,C,,,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,,['France'],[],[],28 g,en quantité élevée,3.8 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en quantité élevée,?,,265,+20%,1109 kj(265 kcal),+20%,28,+29%,"3,8",+18%,"0,5",-77%,"0,5",+30%,"1,7",+4%,"3,5",+22%,"1,4",+22%,16,+18%,D,+18%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,['Bio'],,,,,,,,,,,
1519,Sardines - Cap Dinec,3251870007300,,,,['Cap Dinec'],,,,['France'],"[""Recette ou Fromage CAP DINEC Oardines d'olive olijjolig SANS PEAO ARÊTES""]",[],,,,,,,,,?,,229,,958 kj(229 kcal),,13,,"3,4",,1,,"0,5",,27,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1520,Tagliatelles - Pasta Del Mondo - 1kg,3252090000706,,1 kg,"['Sachet', 'Plastique']",['Pasta Del Mondo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes aux œufs', 'Pâtes fraîches', 'Nouilles aux oeufs', 'Tagliatelles aux œufs', 'Tagliatelles', 'Tagliatelles fraîches']",,['Carrefour'],['France'],"['Semoule de blé dur de qualité supérieure', 'eau', 'oeufs frais 10,8% ', 'soit 140 g par kg de semoule']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.8 g,en faible quantité,0.4 g,en faible quantité,2.1 g,en faible quantité,0.06 g,en faible quantité,1119,-4%,?,,1119 kj(267 kcal),-3%,"1,8",-17%,"0,4",-30%,49,-6%,"2,1",+36%,"10,2",+1%,"0,06",-53%,"0,024",-53%,-2,,A,,,,,,,,,,['France'],"['EMB 13042M', 'Gémenos (Bouches-du-Rhône, France)']",1,,"['Œufs', 'Gluten']",,Pâtes alimentaires aux oeufs frais,,,,
1521,3252160181373,3252160181373,,,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,
1522,Saucisse aux lentilles - Latiur Montreal,3252190000323,C,,,['Latiur Montreal'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']",,,['France'],"[""CUISINfES 'Œ"", 'IFÀTS : Sauce : eau', 'de blé', 'sel', ""cc 'Centré de tomate"", 'arôme naturel', ' Lendllespré', 'ìtel porc', 'maigre de tête de porc', 'r{daülle séparée méamquement', 'eau', 'gra déshydraté', 'épices et plantes s', 'stabilisant : E451', 'arôme de Irüdnunatelier uflisant : céleli', 'lait', 'moutar œuf', 'poisson', 'cmstacés et mollusques']","['Non végétalien', 'Non végétarien']",4.5 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en faible quantité,1.1 g,en quantité modérée,?,,104,-25%,435 kj(104 kcal),-24%,"4,5",-32%,"1,4",-43%,"8,2",+2%,"0,8",-1%,"6,8",-15%,"1,1",+17%,"0,44",+17%,2,+12%,B,+12%,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,,4,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition']","['Poisson', 'Gluten', 'Lait', 'Mollusques']",,,,,,
1523,Lait demi-écrémé - Lactel,3252210329014,D,,,['Lactel'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,,['France'],[],[],1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,45,-4%,188 kj(45 kcal),-5%,"1,5",-11%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,1",-10%,"0,04",-10%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Enrichi en vitamines'],,,,,,,,,,,
1524,Yaourt Aux Fruits Lait Entier - Lactel,3252215101837,,,,['Lactel'],,,,['France'],[],[],,,,,,,,,?,,94,,393 kj(94 kcal),,"2,6",,1,,14,,14,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1525,Crozet - Alpina,3252231585857,,,,['Alpina'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Crozets']",,,['France'],"[""Spécialité céréalière Cereal speciality Ingrédients Semoule do blé dur' de quairté supéneure"", 'farine de blé tendre des pays de ', 'Savoiej œu/t frais France', 'sel', ""'issu de la Filliète Alpina Savoie"", 'Peul contenir des traces de fruits* coque et soja', ' wtservateur', 'Ome', 'colorait affciel']",[],3 g,en quantité modérée,0.8 g,en faible quantité,2 g,en faible quantité,0.25 g,en faible quantité,?,,365,+4%,1527 kj(365 kcal),+5%,3,+29%,"0,8",+63%,70,+2%,2,-5%,13,+6%,"0,25",+44%,"0,1",+44%,-3,,A,,,,,,,,,,,,,,,,,,,,
1526,2 pavés marinés aux 2 poivres - Jean Rozê,3252376330114,,,,['Jean Rozê'],,,['Intermarché'],['France'],"['viande bovine ', 'Origine : France', ' 90%', 'eau', 'matières grasses detournesol et de karité', 'sel', 'poivres 0,5%', 'légumes ', 'poivron rouae', 'ail', 'coriandre', 'piment doux', ""extraits d'épices"", ""correcteurs d'acidité : E262-E321"", 'antioxydant : E300', ""arômes naturels d'échalote et de poivre"", ' A conserver entre OOC et +4 C']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,116,,485 kj(116 kcal),,"3,6",,1,,"0,5",,"0,5",,20,,"1,1",,"0,44",,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,4,"['E262 - Acétates de sodium', 'E321 - Butylhydroxytoluène', 'E300 - Acide ascorbique']",,,,,,,
1527,Boite a gros sel - Cérébos,3252377444933,,,,['Cérébos'],,,,['France'],"['sel', ' Iodure de sodium : 15 à 20 mg / kg ', 'exprimés en élément iode', 'Anti-agglomérant : E 535']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"98,2",,"39,28",,,,,,,,,,,,,,,,,['E535 - Ferrocyanure de sodium'],,,,,,,
1528,Sel fin iodé - Cérébos,3252377448610,,,,['Cérébos'],,,,['France'],"['Iodure de sodium 15 20 rng/kg ', '{exprimés en élément iode', ' A conserver au sec']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"98,2",,"39,28",,,,,,,,,,,,,,,,,,,,,,,,
1529,Sel fin iodé,3252378001104,,,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,39,,"15,6",,,,,,,,,,,,,,,,,,,,,,,,
1530,Sel fin de Bayonne - Esco - 500g,3252378001166,A,500g,['sachet en papier'],"['Esco', 'Cérébos']","['Epicerie', 'Condiments', 'Sels']",,,['France'],"['Sel', 'antiagglomérant E535 ou E536']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Charte Qualité du Sel Alimentaire'],['Union européenne'],,2,"['E535 - Ferrocyanure de sodium', 'E536 - Ferrocyanure de potassium']",,,Sel fin,,,,
1531,Sel fin de Bayonne,3252378001517,,,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1532,Sel - Cérébos,3252378002750,,,,['Cérébos'],,,,['France'],"['Chlorure de sodium ', '50 0%', 'Chlorure de potassium ', '44', '5 0%', 'Sulfate de magnésium', 'Carbonate de calcium', 'Carbonate acide de magnésium', 'Anti-agglomérant E 535 Déconseillé aux personnes suivant un régime pauvre en potassium']",[],,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,"49,1",,"19,64",,,,,,,,,,,,,,,,,"['E504ii - Carbonate acide de magnésium', 'E535 - Ferrocyanure de sodium']",,,,,,,
1533,Sel fin - Cérébos - 100g,3252378004044,,100g,,['Cérébos'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Sel fin de table - Cedo,3252378007021,,,,['Cedo'],,,,['France'],"['Sel/', 'Antiagglomérant : E535 ou E536']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,100,,40,,,,,,,,,,,,,,,,,"['E535 - Ferrocyanure de sodium', 'E536 - Ferrocyanure de potassium']",,,,,,,
1535,Sel fin,3252378444628,,,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"98,2",,"39,28",,,,,,,,,,,,,,,,,,,,,,,,
1536,Sel fin,3252387444602,B,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,-100%,0,-100%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,
1537,Sel fin,3252388444014,B,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,98.2 g,en quantité élevée,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"98,2",+28%,"39,28",+28%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,
1538,Bouchon de chevre - Schoepper,3252540919039,,,,['Schoepper'],,,,['France'],"['LflIT de chèvre', 'ferments', 'sel', 'présure', ' Les informations en MRJIISCULE sont destinées aux personnes intolérantes ou allergiques']",[],,,,,,,,,?,,337,,1410 kj(337 kcal),,27,,20,,"2,6",,"0,5",,21,,"1,3",,"0,52",,,,,,,,,,,,,,,"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,
1539,Gouda Cumin (31 % MG)  - Ets Schoepfer - 200g,3252540944833,B,200 g,"['Frais', 'Film plastique']",['Ets Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Fromages pasteurisés', 'Goudas', 'Goudas au cumin', 'Fromages industriels', ""Fromages de vache Prim'Holstein""]",['Pays-Bas'],['Dia'],['France'],"['Lait', 'sel', 'cumin ', '1%', 'présure', 'conservateur : E251']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",31 g,en quantité élevée,,,,,,,?,,?,,,,31,+5%,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Point Vert', 'Eco-Emballages', 'Fabriqué en Hollande']","['Ets Schoepfer - 7 Avenue Fontcouverte - Zone Industrielle - 84000 Avignon', 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']","['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",3,"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],,"Fromage industriel des Pays-Bas, à pâte pressée non cuite, au lait pasteurisé de vache",,,,
1540,Tomme des Pyrénées - Ets Schoepfer - 195g,3252540949562,B,195 g,"['Frais', 'Plastique']",['Ets Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Fromages pasteurisés', 'Tommes', 'Tomme des Pyrénées']",['France'],['Leclerc'],['France'],"['LAIT vache', 'sel', 'présure', 'ferments LACTIQUES', ' Croûte non consommable']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,346,-0%,1448 kj(346 kcal),-0%,28,-1%,20,+1%,"1,5",+17%,"0,5",+54%,22,+2%,"1,7",-5%,"0,68",-5%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['IGP', 'Point Vert', 'Fabriqué en France', 'en:lait-francais-french-milk']",['France'],"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",3,,['Lait'],,,,,,
1541,Tomme de montagne - Schoepfer - 175g,3252540949593,D,175 g,['Frais'],['Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Fromages pasteurisés', 'Tommes']",,,['France'],"['84035 flVlGHON CEOEX 3 ETS SCHOEPFER CS 20156 lait pasteurisé 15220 ST Mamet fromage au lait pasteurise: origine France Ingrédients', 'LfllT de set', 'présurey fBrments [BCTIŒIJES,']",[],27 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,345,-4%,1443 kj(345 kcal),-4%,27,-8%,19,-6%,1,-15%,"0,5",+64%,25,+11%,"1,7",+5%,"0,68",+5%,16,+3%,D,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,
1542,Cantal entre deux - Ets Schoepfer,3252540949609,,,,['Ets Schoepfer'],,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,29,,20,,"0,8",,"0,8",,26,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,
1543,Brie De Meaux Aop - Ets Schoepfer,3252540949623,D,,,['Ets Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,['France'],[],[],21 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,276,-1%,1155 kj(276 kcal),-1%,21,-3%,15,-2%,"2,5",+426%,"0,5",+98%,20,-3%,"1,8",+1%,"0,72",+1%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1544,Pur Brebis (30 % MG) - Ets Schoepfer - 150g,3252540949739,D,150 g,"['Frais', 'Film plastique']",['Ets Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de France', 'Fromages pasteurisés', 'Fromages de brebis']",,['Dia'],['France'],"['Lait du brebis', 'sel', 'chlorure de calcium', 'présure', 'ferments lactiques', 'Levures', ' pénicillium']","['Sans huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['Point Vert', 'Eco-Emballages']","['Ets Schoepfer - 7 Avenue Fontcouverte - Zone Industrielle - 84000 Avignon', 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']","['FR 84.007.011 CE', 'Avignon (Vaucluse, France)', 'EMB 84007AV', 'Avignon (Vaucluse, France)']",3,,['Lait'],,Fromage au lait pasteurisé de brebis,,,,
1545,Saint felicien - Ets Schoepfer,3252540969041,D,,,['Ets Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Félicien']",,,['France'],[],[],24 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,267,-9%,1117 kj(267 kcal),-9%,24,-10%,18,-5%,1,+5%,"0,5",+8%,12,-5%,"1,5",+17%,"0,6",+17%,14,+4%,D,+4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1546,Tomme de brebis,3252540974175,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits de montagne', 'Fromages de montagne', 'Fromages de brebis', 'Tommes', 'Tomme de brebis']",,,['France'],[],[],31 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,377,-4%,1577 kj(377 kcal),-4%,31,-7%,21,-3%,"2,6",+86%,"0,5",+128%,22,-2%,"2,1",+22%,"0,84",+22%,18,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1547,Saint Felicien Bio,3252540975134,C,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Félicien']",,,['France'],[],[],24 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,268,-9%,1121 kj(268 kcal),-9%,24,-10%,18,-5%,1,+5%,"0,5",+8%,12,-5%,"1,5",+17%,"0,6",+17%,14,+4%,D,+4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,
1548,Crème de mûres sauvages - Gabriel Boudier - 70cl,3252560007051,,70 cl,"['Bouteille', 'Verre']",['Gabriel Boudier'],"['Boissons', 'Boissons alcoolisées']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Point Vert', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,
1549,Caille prête à cuire avec tête - Fineplume - 1kg,3252662000196,,1 kg,"['Barquette', 'Plastique']",['Fineplume'],"['Viandes', 'Volailles', 'Caille']",['France'],,['France'],['Cailles'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['France'],"['FR 79.329.005 CE', 'Thouars (Deux-Sèvres, France)']",1,,,,,,,,
1550,Puree de pommes de terre - Flavora,3252760017768,B,,,['Flavora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",,,['France'],[],[],,,,,,,,,?,,339,+8%,1418 kj(339 kcal),+7%,"0,5",-69%,"0,5",-46%,76,+21%,1,-62%,"7,5",+7%,,,,,,,,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,,,,,,,,,,,
1551,Pommes Noisettes,3252760054022,,,,,"['Chips et frites', 'Pommes noisettes']",,,['France'],[],[],6 g,en quantité modérée,0.6 g,en faible quantité,1 g,en faible quantité,0.8 g,en quantité modérée,?,,178,-1%,745 kj(178 kcal),-2%,6,-16%,"0,6",-34%,27,+8%,1,+75%,"2,5",+2%,"0,8",-13%,"0,32",-13%,4,+5%,C,+5%,,,,,,,,,,,,,,,,,,,
1552,Pommes frites,3252760066018,,,,,,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,5,,"2,5",,18,,"0,5",,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1553,Pom'a,3252760066025,,,,,,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,5,,"2,5",,18,,"0,5",,2,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1554,Lait frais entier,3252770004192,,,,,,,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"3,6",,"2,2",,"4,8",,"4,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1555,Poitrine fumée cuite porc Francilin KELLER barquet.6tr.x90g,3252830818110,,,,,,,,['France'],[],[],,,,,,,,,?,,224,,937 kj(224 kcal),,17,,"6,5",,"0,7",,"0,7",,17,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
1556,Poitrine fumée cuite,3252830818165,,,['Tranche'],,,,,['France'],[],[],,,,,,,,,?,,224,,937 kj(224 kcal),,17,,"6,5",,"0,7",,"0,7",,17,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
1557,Rôti cuit ficelle Francilin KELLER 2 tranches - Charles Keller,3252830844126,,,,['Charles Keller'],['Viandes'],,,['France'],"['viande de porc ', '92%', 'eau', 'sel', 'deytrose', 'arômes naturels', 'antioxydant: E301', 'oignons', 'hertes de provence', 'poivre blanc', 'colorant: caramel I Atelier utilisant', ' lactose,gluten', 'lait', 'su!fites', 'pistache Produit']","['Non végétalien', 'Non végétarien']",2.8 g,en faible quantité,1.1 g,en faible quantité,1 g,en faible quantité,2.2 g,en quantité élevée,?,,119,-47%,498 kj(119 kcal),-47%,"2,8",-81%,"1,1",-79%,1,-39%,1,+42%,23,+20%,"2,2",+21%,"0,88",+21%,11,-4%,D,-4%,,,,,,,,,,"['FR 95.018.022 CE', ""Argenteuil (Val-d'Oise, France)""]",4,"['E301 - Ascorbate de sodium', 'E150 - Caramel']",,,,,,,
1558,Rôti cuit ficelle Francilin KELLER 4 tranches 140g - Charles Keller,3252830844133,,,,['Charles Keller'],,,,['France'],"['viande de porc ', '92%', 'eau', 'sel', 'conservateurs: E250 dextrose', 'arômes naturels', 'antioxydant:E301', 'colorant: caramel ordinaire', ' Atelier utilisant: lactose,gluten,lait,sulfites', 'pistache']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,119,,498 kj(119 kcal),,"2,8",,"1,1",,1,,1,,23,,"2,24",,"0,896",,,,,,,,,,,,,,,"['FR 95.018.022 CE', ""Argenteuil (Val-d'Oise, France)""]",4,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E150a - Caramel E150a']",,,,,,,
1559,Saucisse cocktail nature - Charles Keller,3252831306043,E,,,['Charles Keller'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,['France'],"['viandes de porc ', '46%', 'eau', 'gras de porc', 'sel conservateurs:E250', 'E223', 'dextrose', 'plasma de porc', 'épices', ' exhausteur de goût:E621', 'arômes naturels', 'stabilisant : E451', 'protéines de LAIT', 'oignons,ail', 'SULFITES', 'anti-oxydant:E330,piment de Cayenne Viande origine UE', ' Enveloppe: collagène ', 'eau', 'cellulose', 'colorant E160b']","['Non végétalien', 'Non végétarien']",35 g,en quantité élevée,13 g,en quantité élevée,12 g,en quantité modérée,22 g,en quantité élevée,?,,368,+48%,1540 kj(368 kcal),+48%,35,+62%,13,+62%,12,+627%,12,+1539%,13,+10%,22,+1058%,"8,8",+1058%,26,+47%,E,+47%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,"['EMB 95018', ""Argenteuil (Val-d'Oise, France)""]",4,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E460 - Cellulose', 'E160b - Rocou']","['Lait', 'Anhydride sulfureux et sulfites']",,,,,,
