,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,nova_score,additives,allergens,palm_ingredients,generic_name,origin_detail,producer_info,link,brand_owner
899,Portion de filet de morue - Odyssee,3250392001209,,,,['Odyssee'],,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"0,5",,"0,1",,"0,5",,"0,5",,13,,"1,82",,"0,728",,,,,,,,,,,,,,,,,,,,,,,,
900,Tartare de saumon cru,3250392007973,,,,,,,,['France'],[],[],,,,,,,,,?,,209,,874 kj(209 kcal),,15,,"4,6",,"0,5",,"0,5",,18,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,,
901,Maxi batonnet 4x100ml vanille caramel enrobage chocolat - Netto - 273g,3250392009533,B,273 g,"['Carton', 'Plastique', 'boîte', 'surgelé']",['Netto'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Cônes et batonnets surgelés']",,['Netto'],['France'],"['Eau ', ' enrobage chocolat au lait ', '31%', ' ', 'cacao : 40% minimum', ' ', 'sucre', 'beurre et pâte de cacao', 'poudre de lait écrémé', 'matière grasse du _lait,_ matière grasse végétale ', 'coprah', 'émulsifiants : lécithines ', ' soja ', 'E476', 'arôme', ' ', ' sucre ', ' matière grasse végétale ', 'coprah', ' ', ' lactose* et protéines de lait ', ' amandes hachées grillées ', '4,3%', ' ', ' sirop de glucose ', ' caramel au beurre* salé ', '3,3%', ' ', 'sirop de glucose', 'sucre', 'beurre* ', '11%', 'eau', 'crème*', 'sel ', '1,4%', ' ', ' émulsifiant: E471 ', ' stabilisants : gomme guar', 'farine de graines de caroube ', ' arôme nature de vanille ', ' sel ', ' gousses de vanille épuisées broyées ', ' colorants : E150c', 'E160a', ' *dont lait ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",15.1 g,en quantité modérée,10.1 g,en quantité élevée,29.9 g,en quantité élevée,0.18 g,en faible quantité,1213,+8%,?,,1213 kj(290 kcal),-2%,"15,1",-11%,"10,1",-6%,"34,9",+8%,"29,9",+17%,"2,8",-18%,"0,18",-3%,"0,072",-3%,18,+10%,D,+10%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Point Vert'],,"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",4,"['E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés']","['Lait', 'Fruits à coque', 'Soja']",,"Glace goût Chantilly, sorbet fruits rouges,",,,,
902,Monique Ranou - 250g,3250392024017,,250 g,,['Monique Ranou'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",,,,,,,,,,,
903,Salade de pâtes poulet rôti Mon Snack la barquette de 250 g + fourchette - Monique Ranou,3250392032340,D,,,['Monique Ranou'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,['Intermarché'],['France'],"['Pâtes cuites 45% ', 'eau', 'semoule de blé dur légumes grillés 19,2% ', 'courgettes', 'poivrons jaunes', 'aubergines ', 'poulet cuit rôti traité salaison 18% ', 'poulet 16%*', 'huile de tournesol ', ' acidifiants : E 261', 'E 326 ', ' sel ', ' stabilisants : E 407a', 'E 451i ', ' dextrose', 'amidon de pomme de terre', 'sucre brun', 'antioxydant : E 301', 'tomates mi-séchés', 'huile de colza', 'jus concentré de citron', 'eau', ""vinaigre d'alcool"", 'herbes de Provence', 'sel', 'curry', 'ail', 'curcuma', 'conservateur : E 202', ' *Pourcentage exprimé sur le produit fini', ' : céleri', 'oeufs', 'moutarde', 'lait', 'soja', 'Traces éventuelles de crustacés', 'poissons', 'fruits à coques', 'sésame']","['Non végétalien', 'Non végétarien']",12.3 g,en quantité modérée,1.1 g,en faible quantité,5.9 g,en quantité modérée,1.86 g,en quantité élevée,?,,329,+101%,1377 kj(329 kcal),+102%,"12,3",+47%,"1,1",-26%,"34,3",+147%,"5,9",+185%,"16,6",+156%,"1,86",+142%,"0,744",+142%,14,+1561%,D,+1561%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,"['EMB 61181D', 'Gacé (Orne, France)']",4,"['E261 - Acétates de potassium', 'E326 - Lactate de potassium', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E451i - TPP', 'E301 - Ascorbate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Lait', 'Moutarde', 'Soja']",,,,,,
904,Mon snack Salade de pâtes jambon mozzarella - Monique ranou  - 250g,3250392032371,,250g,,['Monique ranou'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['EMB 61181D', 'Gacé (Orne, France)']",,,,,,,,,
905,Compote pomme coing - Pommette - 400g (4 * 100g),3250392033439,B,400 g (4 * 100 g),,['Pommette'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Aliments pour bébé', 'Goûters et desserts pour bébé', 'Compotes', 'Dès 4 mois', 'Compotes de pomme', 'Dès 6 mois', 'Compotes pommes coing', 'Compotes pour bébé']",,['Intermarché'],['France'],"['purée de pommes ', '72%', 'purée de coings ', '28%', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,46,-26%,192 kj(46 kcal),-27%,"0,5",+110%,"0,1",+79%,"9,7",-27%,"9,7",-11%,"0,5",+54%,"0,01",+78%,"0,004",+78%,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Labels de distributeurs', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Sélection Intermarché']",,,1,['E300 - Acide ascorbique'],,,,,,,
906,Itinéraire des Saveurs Véritable andouillette de Troyes,3250392034672,E,,,['Itinéraire des Saveurs'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,,['France'],[],[],17.4 g,en quantité modérée,8.6 g,en quantité élevée,0.5 g,en faible quantité,1.96 g,en quantité élevée,?,,233,-1%,975 kj(233 kcal),0%,"17,4",-1%,"8,6",+5%,"0,5",+15%,"0,5",+44%,"18,9",+3%,"1,96",+9%,"0,784",+9%,18,+3%,D,+3%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,,
907,Jambon Emmental - Netto - 140g,3250392038175,C,140 g,"['Barquette', 'Plastique']",['Netto'],"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', ""Sandwichs à l'emmental"", 'Sandwichs Jambon Fromage']",['France'],['Netto'],['France'],"['Pain de mie complet 51,4% : farine complète de blé', 'eau', 'huile de colza', 'sucre', 'sel', 'gluten de blé', 'dextrose', 'levure', 'farine de blé', 'émulsifiant : E471', 'conservateur: E282', 'agent de traitement de la farine : E300', '\rGarniture 48,6% : jambon cuit standard 58,8% ', 'jambon de porc origine France', 'eau', 'dextrose', 'plasma de porc', 'sel', ' stabilisants: E450', 'E451', ' conservateurs: E316', 'E250', ' arômes', 'emmental ', 'dont lait', ' 20,6%', 'mayonnaise allégée ', 'eau', 'huile de colza', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'conservateur: E222', 'sucre', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidons modifiés', 'sel', 'épaississant : E415']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",14.1 g,en quantité modérée,7.7 g,en quantité élevée,2.5 g,en faible quantité,1.8 g,en quantité élevée,1144,+10%,?,,1144 kj(273 kcal),+10%,"14,1",+32%,"7,7",+129%,"22,7",-11%,"2,5",-23%,"12,1",+8%,"1,8",+22%,"0,72",+22%,17,+86%,D,+86%,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,"['Viande-francaise', 'Viande Porcine Française']","['Bretagne', 'France']","['EMB 56251C', 'Theix (Morbihan, France)']",4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Lait', 'Moutarde']",,Sandwiches au pain de mie complet garnis de jambon cuit standard et d'emmental,,,,
908,Poulet rôti crudités - Netto - 140g,3250392038205,C,140 g,"['Barquette', 'Plastique']",['Netto'],"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet', 'en:raw-vegetable-sandwiches']",,['Netto'],['France'],"['Pain de mie complet 51,4% : farine complète de blé', 'eau', 'huile de colza', 'sucre', 'sel', 'gluten de blé', 'dextrose', 'levure', 'farine de blé', 'émulsifiant : E471', 'conservateur : E262', 'agent de traitement de la farine : E300', '\rGarniture 40,6% : poulet rôti traité en salaison décongelé 42,6% ', 'viande de poulet', 'eau', 'sel', 'amidon de tapioca', 'dextrose de maïs', 'crudités 30,9% ', 'tomate décongelée', 'salade', 'mayonnaise allégée ', 'eau', 'huile de colza', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'conservateur : E222', 'sucre', ""vinaigre d'alcool"", ""jaune d'oeuf"", 'amidons modifiés', 'sel', 'épaississant : E415']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",5.5 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en faible quantité,1.17 g,en quantité modérée,789,-12%,?,,789 kj(189 kcal),-13%,"5,5",-31%,"0,5",-66%,"23,2",-7%,"1,4",-56%,"9,7",+5%,"1,17",-3%,"0,468",-3%,2,-7%,B,-7%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,['Point Vert'],"['Theix', 'Morbihan', 'Bretagne', 'France']","['EMB 56251C', 'Theix (Morbihan, France)']",4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E262 - Acétates de sodium', 'E300 - Acide ascorbique', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Moutarde']",,2 sandwiches au pain de mie complet garnis de poulet rôti et de crudités,,,,
909,Odyssée Tarama aux œufs de cabillaud Allégé en MG 100 g,3250392041328,,,,['Odyssee'],,,,['France'],"['huile de colza ', ' œufs de cabillaud* salés et fumés ', 'œufs de cabillaud 27%', 'sel', ' ', ' ', 'faine de blé', 'eau', 'levure', 'sel', ' ', ' poudre de lait ', ' a ', 'jus de concentré ', 'contient?', ' de jucose ', ' colorants : carmins', 'extrait depapfla', ' cs : sorbate de potassium', 'acétates desdLÜ sodium', ' *tarama allégé de 30% demajèM h entre OOC et wveftjre à consommer uns ks 2']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,359,,1502 kj(359 kcal),,"33,5",,"2,9",,"6,9",,"1,9",,7,,"1,44",,"0,576",,,,,,,,,,,,,,,,4,"['E120 - Acide carminique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],,,,,,
910,Les pates au poulet et légumes au curry vert - Monique Ranou - 300g,3250392041809,,300 g,"['Box', 'Carton', 'Plastique', 'Fourchette']",['Monique Ranou'],"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés à réchauffer au micro-ondes', 'Box de nouilles', 'Box']",,['Intermarché'],['France'],"['Pâtes cuites 48 % ', 'eau', 'semoule de blé dur', 'oeuf', 'eau', 'morceaux de filet de poulet traité en salaison 14 % ', 'filet de poulet 13 %', 'sel', 'amidon', 'dextrose', 'carotte 3 %', ""châtaigne d'eau 3 %"", 'oignon préfrit 3 % ', 'oignon', 'huile de tournesol', 'pois gourmand 3 %', 'ciboule', 'huile de tournesol', 'sauce soja ', 'eau', 'graine de soja', 'sel', 'farine de blé', 'arôme naturel ', 'contient lait', 'huile de sésame grillé', 'amidon transformé de pomme de terre', 'ail en poudre', 'gingembre', 'sucre', 'sel', 'conservateur : sorbate de potassium', 'épaississant : gomme xanthane', 'poivre']","['Non végétalien', 'Non végétarien']",3.6 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en faible quantité,0.98 g,en quantité modérée,?,,129,+22%,540 kj(129 kcal),+12%,"3,6",-24%,"0,6",-68%,"15,7",+8%,"0,8",-38%,"5,8",+49%,"0,98",+21%,"0,392",+21%,2,-39%,B,-39%,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",,"['EMB 84007W', 'Avignon (Vaucluse, France)', 'FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",4,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Lait', 'Graines de sésame', 'Soja']",,Pâtés et morceaux de filet de poulet traité en salaison aux légumes,,,,
911,Les Créations Paquito Le Gourmand sirop fraise des bois au sucre de canne la bouteille de 50,3250392041908,,,,['Paquito'],"['Boissons', 'Boissons avec sucre ajouté']",,['Intermarché'],['France'],"['Sucre de canne,jus de fruits à base de concentrés 35% ', 'fraise des bois 20%', 'sureau', 'eau', 'acidifiant : acide citrique', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,85 g,en quantité élevée,0.01 g,en faible quantité,?,,352,+314%,1473 kj(352 kcal),+298%,"0,5",+33%,"0,1",-40%,88,+344%,85,+364%,"0,5",-7%,"0,01",-73%,"0,004",-73%,20,+68%,E,+68%,,,,,,,,,,,4,['E330 - Acide citrique'],,,,,,,
912,Sirop cerise griotte - Paquito,3250392041939,,,,"['Paquito', 'Les Créations']",['Boissons'],,,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,85 g,en quantité élevée,0.01 g,en faible quantité,?,,352,+529%,1473 kj(352 kcal),+511%,"0,5",+44%,"0,1",-15%,88,+679%,85,+800%,"0,5",+1%,"0,01",-76%,"0,004",-76%,20,+161%,E,+161%,,,,,,,,,,,,,,,,,,,
913,Aix Les Bains - Intermarché - 50cl,3250392044251,,50 cl,"['Bouteille', 'Plastique']",['Intermarché'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles']",['France'],['Intermarché'],['France'],['Eau minérale naturelle'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,0.00229 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,"0,002",-95%,"0,001",-95%,0,-100%,A,-100%,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",['France'],,1,,,,,,,,
914,Cream & Crousty goût Toffee & brownies - Chabrior,3250392052454,,,,['Chabrior'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",,,,,,,,,,,
915,", Mélange catalan, le sachet de 250 g - Saint eloi",3250392052737,,,,['Saint eloi'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,?,,"0,06",,?,,9,,"2,8",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
916,Surimi,3250392053208,,,,,,,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,24,,"1,9",,"7,7",,"3,6",,"6,9",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,
917,Longanize,3250392053611,,,,,,,,['France'],[],[],,,,,,,,,?,,417,,1745 kj(417 kcal),,"31,5",,"11,3",,"4,5",,"4,3",,"28,9",,"4,34",,"1,736",,,,,,,,,,,,,,,,,,,,,,,,
918,Baguette,3250392054274,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,['France'],[],[],1 g,en faible quantité,0.2 g,en faible quantité,1.9 g,en faible quantité,1.62 g,en quantité élevée,?,,286,+11%,1197 kj(286 kcal),+11%,1,-57%,"0,2",-55%,"58,6",+20%,"1,9",-16%,"9,1",+10%,"1,62",+33%,"0,648",+33%,5,+64%,C,+64%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,['Sans conservateurs'],,,,,,,,,,,
919,Pain campagne - Netto,3250392054335,,,,['Netto'],,,['Netto'],['France'],"['Farine de blé', ' eau', ' farine seigle', 'levure', 'levain de blé dévitalisé', 'gluten de blé', 'farine de blé malté', 'agent de traitement de la farine : acide ascorbique', ' 0 800 550 018']",[],,,,,,,,,?,,264,,1105 kj(264 kcal),,"1,6",,"0,3",,"51,9",,"3,8",,"8,5",,"1,45",,"0,58",,,,,,,,,,,,,,,,4,['E300 - Acide ascorbique'],['Gluten'],,,,,,
920,Saucisse de toulouse brasse,3250392054557,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,,['France'],[],[],19 g,en quantité modérée,7.5 g,en quantité élevée,0.8 g,en faible quantité,1.65 g,en quantité élevée,?,,240,+10%,1004 kj(240 kcal),+9%,19,+16%,"7,5",+17%,1,-40%,"0,8",+30%,15,0%,"1,65",-4%,"0,66",-4%,16,+6%,D,+6%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",,,,,,,,,
921,Bœuf Bourguignon et Pommes de Terre - Monique Ranou - 300g e,3250392055226,E,300 g e,"['Carton', 'Plastique']","['Monique Ranou', 'Intermarché']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Plats préparés à réchauffer au micro-ondes', 'Bœufs bourguignons']",['France'],['Intermarché'],['France'],"['Pommes de terre 29,2 %', 'bœuf cuit viande de bœuf origine France 22,7 %', 'eau', 'vin rouge 1,7 % champignons réhydratés 0,4 % ', 'bolets', 'pleurotes', 'champignons noirs', 'sucre', 'sel', 'oignon', 'jus de viande bovine', 'poivre', 'thym', 'laurier carottes rouges 16,6 %', 'vin rouge 10,5 %', 'champignons de Paris et champignons de Paris déshydratés 5 %', 'eau oignons préfrits oignons huile de tournesol farine de blé', 'huile de colza', 'fécule de manioc', 'sucre', 'sel', 'concentré de tomates', 'persil 0', '3 %', 'extrait de malt ', 'gluten', 'poivre', 'thym', 'épaississant : gomme xanthane', ' Contient des sulfites', ' Pourcentages exprimés sur le poids net total']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2.5 g,en faible quantité,1 g,en faible quantité,1.5 g,en faible quantité,0.79 g,en quantité modérée,?,,87,-9%,364 kj(87 kcal),-8%,"2,5",-14%,1,+0%,"7,3",+26%,"1,5",+1%,8,-21%,"0,79",-2%,"0,316",-2%,0,,B,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,"['Nutriscore', 'Viande-francaise', 'en:palm-oil-free', 'Viande-bovine-francaise']",['France'],,4,['E415 - Gomme xanthane'],"['Gluten', 'Anhydride sulfureux et sulfites']",,Bœuf Bourguignon et Pommes de Terre,,,,
922,Vin Bordeaux Rouge AOP Expert Club - 3L,3250392055929,C,3 L,"['Carton', 'sachet plastique']","['Expert Club', 'Intermarché']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux']",['France'],['Intermarché'],['France'],['Médoc AOP'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['AOP'],['France'],['33 N 13'],,,,,Vin Bordeaux Rouge AOP,,,,
923,Yaourt au Lait Entier saveur Fraise des Bois - Pâturages - 4 * 125g (500g),3250392057756,A,4 * 125 g (500 g),"['Pot', 'Verre', 'Carton']",['Pâturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sucrés', 'Yaourts entiers']",['France'],"['Noz', 'Intermarché']",['France'],"['Lait entier', 'lait écrémé concentré', 'sucre ', '8,5%', 'arôme frais des bois', 'ferments lactiques']",['Non végétalien'],3 g,en quantité modérée,2 g,en quantité modérée,14.5 g,en quantité élevée,0.11 g,en faible quantité,417,+11%,?,,417 kj(100 kcal),+9%,3,-16%,2,-13%,"14,5",+33%,"14,5",+41%,"3,5",0%,"0,11",-1%,"0,044",-1%,3,+20%,C,+20%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"['Labels de distributeurs', 'Sélection Intermarché', 'en:lait-francais-french-milk']",['France'],"['FR 35.288.001 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",3,,['Lait'],,"Yaourt au lait entier pasteurisé, sucré, aromatisé, à la fraise des bois",,,,
924,Bûchettes à la Fourme d'Ambert - Sélection - 120g,3250392061609,C,120 g,"['Barquette', 'Plastique']","['Sélection', 'Salaisons du Lignon']","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],['Intermarché'],['France'],"['Viande de porc', ""Fourme d'Ambert "", '4,5 %', ' ', 'dont lait', 'sel', 'lactose', 'saccharose', 'dextrose', 'épices ', ' conservateurs : nitrate de potassium', 'nitrite de sodium', ' Ferments', ' Enveloppe : collagène', 'cellulose']","['Non végétalien', 'Non végétarien']",45 g,en quantité élevée,18.5 g,en quantité élevée,2.3 g,en faible quantité,4.76 g,en quantité élevée,?,,534,+33%,2234 kj(534 kcal),+32%,45,+42%,"18,5",+50%,"3,1",+39%,"2,3",+68%,"29,4",+7%,"4,76",+2%,"1,904",+2%,26,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Viande-francaise', 'Viande-porcine-francaise']",['France'],"['FR 43.211.009 CE', 'Saint-Maurice-de-Lignon (Haute-Loire, France)', 'EMB 43211B', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",4,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose']",['Lait'],,Saucisson sec supérieur,,,,
925,Notre savoir faire charcutier Bûchettes saucisson sec nature le saucisson de 120 g - Intermarché,3250392061630,D,,,['Intermarché'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,['Intermarché'],['France'],"['Viande de porc ', 'Origine : France', 'sel', 'lactose', 'dextrose', 'épices', 'conservateurs : nitrate potassium', 'nitrite de sodium', ' Ferments', ' Enveloppe : collagène', 'cellulose', ' 180 g de viande de porc ont été utilisés pour élaborer 100 g de produit fini']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",43.7 g,en quantité élevée,17 g,en quantité élevée,2.5 g,en faible quantité,4.96 g,en quantité élevée,?,,527,+31%,2205 kj(527 kcal),+30%,"43,7",+38%,17,+38%,"2,8",+26%,"2,5",+82%,"30,5",+11%,"4,96",+6%,"1,984",+6%,26,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,"['EMB 43211B', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",4,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose']",['Lait'],,,,,,
926,Buchettes aux noix,3250392061661,,,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['EMB 43211', 'Saint-Maurice-de-Lignon (Haute-Loire, France)', 'FR 43.211.009 CE', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",,,,,,,,,
927,Mini saucissons secs aux noix - Salaison du Lignon - 120g,3250392061722,C,120 g,['Plastique'],"['Salaison du Lignon', 'Intermarché']","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],"['Intermarché Express', 'Intermarché']",['France'],"['Viande de porc ', 'origine : France', 'noix concassées ', '15 %', 'sel', 'lactose', 'sucre', 'dextrose', 'épices', 'conservateurs : nitrate de potassium', 'nitrite de sodium', ' Ferments', ' Enveloppe : collagène', 'cellulose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",45 g,en quantité élevée,16.2 g,en quantité élevée,0.7 g,en faible quantité,4.09 g,en quantité élevée,2212,+28%,?,,2212 kj(529 kcal),+31%,45,+42%,"16,2",+32%,"3,8",+70%,"0,7",-49%,"28,3",+3%,"4,09",-12%,"1,636",-12%,26,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Viande-francaise', 'Viande-porcine-francaise']",['France'],"['FR 43.211.009 CE', 'Saint-Maurice-de-Lignon (Haute-Loire, France)', 'EMB 43211B', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",4,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose']","['Lait', 'Fruits à coque']",,,,,,
928,Hachis parmentier - 800g,3250392062613,E,800 g,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",,,['France'],[],['Sans huile de palme'],6.9 g,en quantité modérée,4.1 g,en quantité modérée,1.4 g,en faible quantité,0.63 g,en quantité modérée,?,,138,+10%,577 kj(138 kcal),+11%,"6,9",+13%,"4,1",+41%,"12,8",+28%,"1,4",-13%,"5,4",-13%,"0,63",-14%,"0,252",-14%,4,+38%,C,+38%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,['en:palm-oil-free'],,,,,,,,,,,
