,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,labels,ingredients_origins,traceability_code,manufacturing,markets,additives,palm_ingredients,link,producer_info,brand_owner,origin_detail
43,Veau fermier façon blanquette - 12 Bistrot - 300g,3456700250288,,300g,['12 Bistrot'],['Plats préparés'],['France'],"['Riz cuit 33,4%', 'crème', 'eau', 'champignons de Paris', 'veau fermier origine France 8,3%', 'carottes 6%', 'huile de tournesol', 'vin blanc', 'Parmigiano reggiano', 'farine de blé', 'oignons', 'fond de volaille ', 'viande et jus de cuisson de volaille', 'sel', 'sel', 'ail en poudre', 'poivre', 'persil', ' \rTraces éventuelles de : oeufs', 'gluten', 'fruits à coques', 'crustacés', 'mollusques', 'poissons', 'soja', 'céleri', 'moutarde', 'graines de sésame']","['Non végétalien', 'Non végétarien']",?,,170,+6%,"10,2",+43%,"13,9",+4%,"5,4",-23%,,,,,,,,,"['Gluten', 'Lait']",3,10.2 g,en quantité modérée,5.2 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,711 kj(170 kcal),+6%,"5,2",+128%,1,-52%,"0,8",-15%,"0,32",-15%,7,+78%,C,+78%,['Boite carton'],,,"['FR 44.131.008 CE', 'Pornic (Loire-Atlantique, France)']",['Pornic'],['Netto'],,,,,,
44,Saumon fumé Norvège - Auchan - 280g,3596710465781,D,280 g,['Auchan'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",['France'],[],[],?,,188,-2%,11,-1%,"0,5",+1%,22,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,11 g,en quantité modérée,1.5 g,en quantité modérée,0.4 g,en faible quantité,3 g,en quantité élevée,787 kj(188 kcal),-1%,"1,5",-30%,"0,4",+12%,3,+4%,"1,2",+4%,13,-4%,D,-4%,,"['Nutriscore', 'Jamais congelé', 'Nutriscore D']",['Norvège'],,,['Auchan'],,,,,,
45,Yaourt de brebis sur lit de mirabelles - Auchan,3596710461431,B,,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la prune', 'Yaourts au lait de brebis', 'Yaourts à la mirabelle']",['France'],"['Lait partiellement écrémé de brebis 80%', 'mirabelle 8,8%', 'sucre 6,4%', 'amidon modifié de mais', 'arôme naturel ', ' stabilisants : carraghenanes', 'gomme guar ', ' jus de citron concentré', 'ferments lactiques', ' Elaboré à partir de lait origine France']",[],?,,89,-5%,"2,4",-16%,13,+5%,"4,4",+22%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,['Lait'],4,2.4 g,en faible quantité,1.5 g,en quantité modérée,12 g,en quantité modérée,0.15 g,en faible quantité,372 kj(89 kcal),-6%,"1,5",-20%,12,+7%,"0,15",+39%,"0,06",+39%,2,-4%,B,-4%,['Carton'],['en:lait-francais-french-milk'],,,,['Auchan'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar']",,,,,
46,Cacahuètes salé Peanuts Salted - snacks of the world - 400g,8711299020441,,400g,['snacks of the world'],"['Snacks', 'Snacks salés']",['France'],['95% cacahuèteshuile de tournesolsel'],[],?,,618,+34%,"50,9",+110%,"11,1",-77%,"24,7",+190%,,,,,,,,,,,50.9 g,en quantité élevée,7.9 g,en quantité élevée,5.3 g,en quantité modérée,0.8 g,en quantité modérée,2586 kj(618 kcal),+34%,"7,9",+87%,"5,3",+62%,"0,8",-48%,"0,32",-48%,18,+48%,D,+48%,,,,,,,,,,,,
47,Bière de Garde Ambrée - Castelain - 25cl,3272460110187,C,25 cl,['Castelain'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées']",['France'],"['eau', ""malt d'orge"", 'sucre', 'houblons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,['France'],['Match'],,,http://brasseriecastelain.com/,,,
48,Café - Jacobs,8711000399330,,,"['Jacobs', 'Senseo']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,
49,novanuit - Sanofi - 30gélules,3582910089506,,30 gélules,['Sanofi'],,['France'],"[""PRECAUTIONS D'UE INGREDIENTS: Extrait de parties aériennes de Passiflore "", 'Passiflora', 'incarnata', "" Dans le cadre d'u "", 'supports: maltodextrine de mais', 'dioxyde de silicium [nano]', ' - variée', 'équilibrée amidon de maïs prégélatinisé ', 'agent de charge', '- gélatine ', ""agent d'enrobage"", ' - extrait de feuilles de Mélisse ', 'Melissa officinalis', ' ', 'support : maltodextrine de blé', ' - talc', 'stéarate de magnésium ', 'anti-agglomérants', ' - extrait de fleurs de Pavot de médical', 'les femr Californie ', 'Eschscholzia californica', ' ', 'support: maltodextrine de allaitant doivent maïs', 'silice anhydre', ' - dioxyde de titane', 'noir brillant ', 'colorants', ' - Mélatonine - Vitamine B6 - triglycérides à chaîne complément alim moyenne ', 'huile végétale ', 'Elaeis guineensis', ' sain', ' Tenir hors de Ne pas dépasser conseillée', ' Les pe leur médecin ava alimentaire réser']","['Non végétalien', 'Non végétarien']",?,,?,,?,,?,,?,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E553b - Talc', 'E572 - Stéarate de magnésium', 'E171 - Oxyde de titane', 'E151 - Noir brillant BN', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,,,,
50,"Galettes créatives ricotta, miel & romarin - Soy - 2x 100g",3259011239917,,2 x 100g,['Soy'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', ""Plats préparés d'origine végétale""]",['France'],[],[],?,,249,+53%,13,+104%,19,+22%,11,+77%,,,,,,,,,,,13 g,en quantité modérée,1.7 g,en quantité modérée,4.7 g,en faible quantité,1.1 g,en quantité modérée,1042 kj(249 kcal),+56%,"1,7",+70%,"4,7",+93%,"1,1",+21%,"0,44",+21%,-1,-526%,A,-526%,"['sous blister', 'sous atmosphère protectrice']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE']",['France'],,['France'],,,,,,,
51,Coquillettes - Casino - 500g,3222477013285,C,500 g,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Coquillettes', 'Coquillettes de blé dur']",['France'],['Semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1531,+1%,361,+1%,2,+14%,72,+1%,12,0%,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires de qualité supérieure,['Gluten'],1,2 g,en faible quantité,0.4 g,en faible quantité,3.7 g,en faible quantité,0 g,en faible quantité,1531 kj(361 kcal),+2%,"0,4",+18%,"3,7",+15%,0,-100%,0,-100%,-4,,A,,['Sachet plastique'],['Qualité supérieure'],,,,['Casino'],,,,,,
52,Galettes Poireaux coco & curry - Soy - 200g,3259011246748,,200 g,['Soy'],"['Snacks', 'Snacks salés', 'Plats préparés', 'Légumes préparés', 'Galettes de légumes']",['France'],"['Poireaux* 35,5%', 'riz brun* cuit 28,4%', 'lentilles corail * cuites 14,2%', 'huile de tournesol oléique""', 'noix de coco* rapée 4,8%', 'raisins secs""', 'huile de tournesol""', 'épaississant : carraghénanes', 'sel', 'curry""']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,255,+61%,15,+110%,23,+73%,"4,4",-21%,,,,,,,,,,4,15 g,en quantité modérée,4.3 g,en quantité modérée,5.2 g,en quantité modérée,1.1 g,en quantité modérée,1067 kj(255 kcal),+66%,"4,3",+313%,"5,2",+86%,"1,1",+20%,"0,44",+20%,6,,C,,['sous plastique'],"['Bio', 'Bio européen', 'ES-ECO-019-CT', 'Agriculture UE/Non UE', 'Fabriqué en Espagne']",,,['Espagne'],['Eau vive'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,
53,Granola - Jordans - 400g,5010477355119,B,400g,['Jordans'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Belgique', 'France']","[""Flocons d'AVOINE Complète* "", '75%', 'Sucre*', 'Huile de Tournesol*', 'Baies de Goji séchées* ', '3%', 'Graines de Courge* ', '2%', 'Baies Entières de Cassis Lyophilisées* ', '1% ', 'Arôme Naturel', "" *ingrédients issus de l'agriculture biologique""]",[],1807,+6%,429,+8%,12,+13%,"68,6",+12%,"9,1",-5%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"Flocons d'avoine complète dorés avec baies de goji séchées, graines de courge et baies entières de cassis lyophilisées issus de l'agriculture biologique",['Avoine'],4,12 g,en quantité modérée,1.6 g,en quantité modérée,21 g,en quantité élevée,0.05 g,en faible quantité,1807 kj(429 kcal),+8%,"1,6",-41%,21,+17%,"0,05",-66%,"0,02",-66%,0,-100%,B,-100%,['Plastique'],"['Bio', 'Ecocert', 'Bio européen']",,,,,,,,,,
54,Double concentré de tomate - Savino,3580282110392,,,['Savino'],,['France'],[],[],?,,91,,1,,15,,"4,8",,,,,,,,,,,,,,,,,,,,381 kj(91 kcal),,"0,2",,15,,1,,"0,4",,,,,,,,,,,,,,,,,
55,Harina de trigo - Aragonesa - 1kg,8437001893027,B,1 kg,['Aragonesa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']","['France', 'Espagne', 'Suisse']","['harina de trigo', 'gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,346.18,+1%,"1,31",-2%,"73,11",+5%,"10,3",-6%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,['Gluten'],4,1.31 g,en faible quantité,0.15 g,en faible quantité,0.59 g,en faible quantité,0.017 g,en faible quantité,1448 kj(346 kcal),+1%,"0,15",-36%,"0,59",-61%,"0,017",-29%,"0,007",-29%,-1,,A,,['Paquete'],,,,['12590 Almenara (Castellón)'],['Mercadona'],,,http://www.harinadelmar.es,,,
56,Chapatón -,8420622012243,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['France', 'Espagne']",[],[],?,,267,+0%,4,-11%,"46,3",+1%,"9,9",+18%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,4 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en faible quantité,1.1 g,en quantité modérée,1117 kj(267 kcal),-0%,"1,1",+70%,"1,4",-73%,"1,1",-4%,"0,44",-4%,1,-31%,B,-31%,,,,,,['Alcampo'],,,,,,
57,Rapsöl - Dm Bio,4010355519931,C,,"['Dm Bio', 'DmBio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",['France'],[],"['Végétalien', 'Végétarien']",?,,819,-6%,91,-6%,0,-100%,0,-100%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,91 g,en quantité élevée,6 g,en quantité élevée,0 g,en faible quantité,0.03 g,en faible quantité,3427 kj(819 kcal),-6%,6,-16%,0,-100%,"0,03",+2652%,"0,012",+2652%,5,-1%,C,-1%,,"['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en Allemagne']",,,,,,,,,,
58,Sirop de citron au sucre de canne bio - Monoprix,3350033564800,B,,['Monoprix'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron']",['France'],[],[],?,,31,-85%,"0,2",+61%,"7,7",-85%,"0,2",+57%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,130 kj(31 kcal),-85%,0,-100%,"7,7",-84%,0,-100%,0,-100%,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans colorants']",,"['EMB 49099K', 'Cholet (Maine-et-Loire, France)']",,['Monoprix'],,,,,,
59,Mini brownies chocolat noisettes - Cora,3257986122562,D,,['Cora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],[],[],?,,457,+1%,27,+5%,45,-6%,7,+18%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,27 g,en quantité élevée,4.8 g,en quantité modérée,36 g,en quantité élevée,0.25 g,en faible quantité,1912 kj(457 kcal),+1%,"4,8",-42%,36,+5%,"0,25",-35%,"0,1",-35%,17,-11%,D,-11%,,,,,,['Cora'],,,,,,
60,Radis rond bio,3250392590598,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
61,Mayonnaise Pita,20475178,D,,,"['Epicerie', 'Sauces', 'Mayonnaises']","['Belgique', 'France']",[],[],?,,609,-1%,64,-3%,"6,7",+149%,"1,5",+22%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,64 g,en quantité élevée,4.8 g,en quantité modérée,5.6 g,en quantité modérée,1.4 g,en quantité modérée,2548 kj(609 kcal),-0%,"4,8",-22%,"5,6",+284%,"1,4",+5%,"0,56",+5%,18,+1%,D,+1%,,,,,,,,,,,,
62,Yaourt a la grecque - Auchan Bio - 300g (2x 150g),3596710457816,,300 g (2 x 150 g),"['Auchan Bio', 'Auchan']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque', 'Yaourts au lait de brebis']",['France'],"['Lait de brebis', 'crème de lait de brebis', 'ferments lactiques']",['Non végétalien'],?,,125,+19%,10,+96%,4,-58%,"4,8",-1%,,,,,,,,,['Lait'],3,10 g,en quantité modérée,7.5 g,en quantité élevée,2.8 g,en faible quantité,0.11 g,en faible quantité,523 kj(125 kcal),+19%,"7,5",+125%,"2,8",-65%,"0,11",+3%,"0,044",+3%,6,+132%,C,+132%,"['Carton', 'Pots', 'Plastique']","['Bio', 'Bio européen', 'FR-BIO-01', 'Produit en braille', 'AB Agriculture Biologique']",,,,['Auchan'],,,,,,
63,NICARAGUA - boni - 100g,5400141213324,E,100 g,['Boni'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Belgique', 'France']","['Chocolat noir Pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'E322', 'contient du soja', ' arôme naturel de vanille', ' Cacao: 72 % minimum', ' Contient du soja', ' Peut contenir des traces de gluten', 'de lait et de fruits à coque']",[],?,,562,+1%,42,+7%,32,-17%,"8,3",+8%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Soja'],4,42 g,en quantité élevée,26 g,en quantité élevée,27 g,en quantité élevée,0.01 g,en faible quantité,2351 kj(562 kcal),+1%,26,+13%,27,-15%,"0,01",-79%,"0,004",-79%,17,-20%,D,-20%,,"['Agriculture durable', 'en:UTZ Certified']",,,,['Colruyt'],['E322 - Lécithines'],,,,,
64,perle de coco - comptoir et compagnie - 250ml,3760123182102,,250 ml,['comptoir et compagnie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco', 'Huiles vierges de coco']",['France'],['C2H PERLE DE COCO Huile de coco vierge biologique PREMIERE PRESSION A FROID 100% PURE ET NATURELLE VISAGE CORPS1 CHEVEUX CO2'],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['plastique recyclable'],"['Bio', 'Bio européen', 'Commerce équitable', 'Ecocert', 'FR-BIO-01', 'AB Agriculture Biologique']",['Philippines'],,['France'],['Monoprix'],,,,,,
65,chouchou,2609848038701,,,,,['France'],[],[],?,,532,,28,,55,,15,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,19,,44,,1,,"0,4",,,,,,,,,,,,,,,,,
66,Riz basmati - Leader Price,3263850620461,C,,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",['France'],[],[],?,,353,+7%,"1,3",+25%,77,+8%,"8,2",+9%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,1.3 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1477 kj(353 kcal),+6%,"0,5",+108%,0,-100%,0,-100%,0,-100%,-1,,A,,,,,,,['Leader Price'],,,,,,
67,Chocolat noir aux noisettes entières - Château - 100g,26031910,E,100 g,['Château'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']",['France'],"['sucre', 'pâte de cacao', 'noisettes', 'beurre de cacao', 'matière graisse butyrique ', 'lait', 'émulsifiant : lécithines ', 'soja', 'extrait de vanille', ""\rTraces éventuelles d'amandes"", ""d'arachides et d'autres fruits à coque""]",['Non végétalien'],?,,594,+4%,41,0%,42,+9%,"8,9",+11%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Lait', 'Fruits à coque', 'Soja']",4,41 g,en quantité élevée,16 g,en quantité élevée,36 g,en quantité élevée,0.01 g,en faible quantité,2485 kj(594 kcal),+4%,16,-14%,36,+7%,"0,01",-69%,"0,004",-69%,24,+14%,E,+14%,,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,['Allemagne'],['Aldi'],['E322i - Lécithine'],,,,,
68,Biscômes - Migros - 170g,7616700013481,B,170 g,['Migros'],"['Biscuits et gâteaux', ""Pains d'épices""]","['France', 'Suisse']","[""farine d'ÉPEAUTRE"", 'sirop de sucre inverti', 'farine de BLÉ', 'sucre', 'miel', 'œuf entier ', ""d'élevage au sol"", 'sirop de sucre caramélisé', 'épices', 'poudre à lever: E 503', 'protéines végétales ', 'petits pois', 'pommes de terre', ',huile de tournesol', 'sel de cuisine', ""farine de malt d'ORGE"", 'glucose', 'maltodextrine', 'amidon de mais cireux', ' Peut contenir fruits à coque', 'sésame', 'lait', 'soja']",['Non végétalien'],1470,0%,?,,1,-71%,74,+5%,9,+107%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,['Gluten'],4,1 g,en faible quantité,0.5 g,en faible quantité,32 g,en quantité élevée,0.03 g,en faible quantité,1470 kj(351 kcal),+4%,"0,5",-60%,32,-21%,"0,03",-93%,"0,012",-93%,11,-22%,D,-22%,,,,,,['Migros'],"[""E503 - Carbonates d'ammonium""]",,,,,
69,Flan patissier leclerc,0259109016737,B,,['Leclerc'],"['Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",['France'],[],[],?,,173,-17%,"4,4",-43%,29,-0%,4,+9%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,4.4 g,en quantité modérée,2.5 g,en quantité modérée,20 g,en quantité élevée,0.18 g,en faible quantité,724 kj(173 kcal),-18%,"2,5",-46%,20,+13%,"0,18",-26%,"0,072",-26%,6,-38%,C,-38%,,,,,,['Leclerc'],,,,,,
70,Aiguillettes de poulet - Maître Coq,0215293037651,D,,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],[],[],?,,112,-11%,"1,8",-3%,0,-100%,24,+6%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,1.8 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.14 g,en faible quantité,469 kj(112 kcal),-10%,"0,2",-58%,0,-100%,"0,14",-68%,"0,056",-68%,-4,,A,,,,,,,,,,,,,
71,Gaufrettes vanille sans gluten - Chaque Jour Sans Gluten - 125g,3564706514898,C,125 g,"['Chaque Jour Sans Gluten', 'Marque Repère']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées à la vanille']",['France'],"['Sucre', 'farine de maïs', 'graisses végétales ', 'palme', 'palmiste', 'amidon de pomme de terre', 'émulsifiant: lécithines ', 'soja', 'sel', 'arôme naturel de vanille', 'épaississant: gomme de guar', 'poudre à lever: E503', 'antioxydant: acide ascorbique']","['Huile de palme', 'Végétalien', 'Végétarien']",2193,,?,,26,-2%,70,+12%,"1,9",-57%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,['Soja'],4,26 g,en quantité élevée,18 g,en quantité élevée,38 g,en quantité élevée,0.2 g,en faible quantité,2193 kj(524 kcal),+1%,18,+14%,38,+18%,"0,2",-15%,"0,08",-15%,23,+2%,E,+2%,['Plastique'],['en:gluten-free'],,,,['Leclerc'],"['E322i - Lécithine', 'E412 - Gomme de guar', ""E503 - Carbonates d'ammonium"", 'E300 - Acide ascorbique']",,,,,
72,Coco nature - Auchan - 240g,3596710461462,,240 g,['Auchan'],['Spécialité végétale au Lait de Coco'],['France'],"['Lait de coco 87 1% sucre', 'amidon de riz', 'amidon de manioc', ' gélifiant: pectines', ' jus de citron à base de concentré', 'arôme naturel  de noix de coco']",[],?,,192,,15,,13,,"1,2",,,,,,,,,Yaourt,,4,15 g,en quantité modérée,14 g,en quantité élevée,9.2 g,en quantité modérée,0.04 g,en faible quantité,803 kj(192 kcal),,14,,"9,2",,"0,04",,"0,016",,14,,D,,"['Plastqiue', 'Carton']",,,['334488'],,['Auchan'],['E440 - Pectines'],,,,,
73,Cannelloni ricotta epinard,3366760041279,B,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Cannelloni préparés', 'Cannelloni végétariens', 'Cannelloni aux légumes cuits et au fromage de chèvre', 'Cannelloni à la ricotta et aux épinards', 'en:vegetarian-canelloni']",['France'],[],[],?,,118,-20%,"5,8",-17%,12,-8%,4,-31%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,,,,5.8 g,en quantité modérée,3 g,en quantité modérée,3.9 g,en faible quantité,0.97 g,en quantité modérée,494 kj(118 kcal),-20%,3,-15%,"3,9",+44%,"0,97",+15%,"0,388",+15%,5,+2%,C,+2%,,,,,,,,,,,,
74,Panier de yoplait Bio - 440g (4x 110g),3329770062320,B,440 g (4 x 110 g),['Yoplait'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la mûre']",['France'],"['Yaourt sucré* ', 'Lait entier* 73', '7% - Sucre de canne* 7', '1% - Poudre de lait écrémé* - Ferments lactiques ', 'lait', ' - Préparation de fruits* ', 'Mûre* 10% - Sucre de canne* 2', '2% - Amidon de maîs* - Arôme naturel - Epaississant : Pectine', ""\r Lait d'origine France"", ' ', ""*issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,98,-5%,"2,7",-18%,14,+4%,"3,2",-4%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"Yaout bio sucré aux fruits, aromatisé",['Lait'],4,2.7 g,en faible quantité,1.7 g,en quantité modérée,13 g,en quantité élevée,0.12 g,en faible quantité,410 kj(98 kcal),-4%,"1,7",-17%,13,+2%,"0,12",+11%,"0,048",+11%,3,0%,C,0%,['Frais'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['France'],,['E440 - Pectines'],,,,,
75,Ptite pomme - Leaderprice,3263851994516,,,['Leaderprice'],,['France'],[],[],?,,170,,"3,7",,31,,"2,1",,,,,,,,,,,,,,,,,,,,711 kj(170 kcal),,"2,1",,17,,"0,28",,"0,112",,,,,,,,,,,,,,,,,
76,Perrier,7613035870598,,,['Perrier'],"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux gazeuses']","['France', 'Espagne']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,,,,,,
77,Col de la Serre - Saint Chinian - 750ml,3379431111713,C,750 ml,['Saint Chinian'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Saint-Chinian']",['France'],['vin'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,,?,,?,,?,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,3,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,['France'],,,,,,,,,
78,Purée déshydraté - Mousline,7613036699655,,,['Mousline'],,['France'],[],[],?,,350,,"0,5",,75,,"7,4",,,,,,,,,,,,,,,,,,,,1464 kj(350 kcal),,0,,"2,5",,"0,06",,"0,024",,,,,,,,,,,,,,,,,
