,name,bar_code,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,manufacturing,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,traceability_code,ingredients_origins,brand_owner
1596,Sazonador de paella,8412666999994,,,,,['France'],[],,,[],,,,,,,,,,?,,261,,1092 kj(261 kcal),,"1,3",,"1,2",,59,,"0,9",,"8,4",,"20,3",,"8,12",,,,,,,,,,,,,,,,,,,,,,
1597,Frutos secos - Frumesa - 200g,8412669012560,200 g,['bolsa de plástico'],['Frumesa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']","['France', 'Espagne']",[],,,[],,53 g,en quantité élevée,4.1 g,en quantité modérée,4.9 g,en faible quantité,2 g,en quantité élevée,?,,667,+6%,2791 kj(667 kcal),+7%,53,+3%,"4,1",+2%,21,+60%,"4,9",+25%,21,-6%,2,+8447%,"0,8",+8447%,11,,D,,,E,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,
1598,Rellenas -,8412674104496,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['France', 'Espagne']",[],,,[],,27 g,en quantité élevée,11 g,en quantité élevée,41 g,en quantité élevée,0.75 g,en quantité modérée,?,,123,-75%,515 kj(123 kcal),-75%,27,+15%,11,-7%,54,-13%,41,+26%,6,-9%,"0,75",+36%,"0,3",+36%,23,+7%,E,+7%,,D,,,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,
1599,Cacaolat - 1l,8412700720461,1 l,"['Botella', 'Plástico', 'UHT', 'Ampolla', 'Plàstic']",['Cacaolat'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]","['France', 'Espagne']","['AGUA', 'AVENA ', '16%', ' AZÚCAR', 'CACAO DESGRASADO ', '1,5%', ' FIBRA', 'AROMAS']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,10.8 g,en quantité élevée,0.04 g,en faible quantité,?,,67,+40%,280 kj(67 kcal),+39%,"0,5",-61%,"0,1",-52%,"13,7",+74%,"10,8",+110%,"1,5",+96%,"0,04",-58%,"0,016",-58%,2,+275%,B,+275%,"['Végétarien', 'Sans gluten', 'Végétalien', '100% naturel', '100% végétal', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'Point Vert']",B,Bebida de avena con cacao UHT,,https://www.cacaolat.es/productos/#veggie,"['Carrefour', 'El Corte Inglés', 'Hipercor', 'Eroski', 'Bonpreu', 'Esclat']",9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,,,
1600,Cacahuétes grillées salées Plis Plas pot,8412805022606,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes grillées', 'Cacahuètes salées']",['France'],[],,,[],,50 g,en quantité élevée,3.8 g,en quantité modérée,6.71 g,en quantité modérée,0.4 g,en quantité modérée,?,,624,+3%,2611 kj(624 kcal),+3%,50,+3%,"3,8",-47%,"14,7",+19%,"6,71",+27%,"25,5",+0%,"0,4",-66%,"0,16",-66%,2,-67%,B,-67%,,D,,,,,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,
1601,Cacahuète jumbo,8412805112055,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Pipas grillées salée,8412805996174,,,,,['France'],[],,,[],,,,,,,,,,?,,3,,13 kj(3 kcal),,"42,3",,4,,"11,2",,"3,8",,30,,"1,2",,"0,48",,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,
1603,Cocktail frutos secos - Tarrina,8412805996259,,,['Tarrina'],,['France'],"['Cocktail FRUTOS SECOS Ingredlentes: Malz frtto', 'cacahuete fdt0', ' maiz sabor barbacoe [me12', 'B3 ecelte palma ', '13%', 'sabor barbacoe ', 'meltotodextdne', 'hierbas especle', 'tomate seco', 'sal', 'aroma', 'humo', 'potenclador ', 'E-621 almendra frite', 'hebas frites', 'cacahuete caremellzado taz0car ', '52%', ' cacahuete pesas', 'acelte glrasol', ' aguag sal,']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Fruits à coque'],[],4,,,,,,,,,?,,451,,1887 kj(451 kcal),,21,,"3,8",,"44,6",,"12,2",,"14,4",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,
1604,"Buckler Cerveza 0,0% Lata 33 CL",8413041318768,33 cl,,,,['France'],[],,,[],,,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,3",,"1,9",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
1605,Olives Blai Arbequines - Blai Peris,8413062000116,,,['Blai Peris'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']","['France', 'Espagne']","['Olives', 'eau', 'sel et herbes']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,19.8 g,en quantité modérée,4.9 g,en quantité modérée,0.1 g,en faible quantité,1.2 g,en quantité modérée,?,,195,+19%,816 kj(195 kcal),+20%,"19,8",+23%,"4,9",+88%,"0,7",-54%,"0,1",-53%,"2,3",+78%,"1,2",-65%,"0,48",-65%,7,-42%,C,-42%,,B,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,
1606,Panecillos de ajo y perejil -,8413080001379,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']","['France', 'Espagne']","['farine de blé', 'huile de tournesol oléïque ', '11%', ""huile d'olive vierge extra "", '5%', 'sucre', ""extrait de malt d'orge et de maïs"", 'sel', 'ail ', '0,7%', 'levure', 'persil', '0,2%', 'agent de traitement de la farine: acide ascorbique', 'contient gluten']",['E300 - Acide ascorbique'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,23 g,en quantité élevée,2.6 g,en quantité modérée,2.9 g,en faible quantité,1.18 g,en quantité modérée,?,,493,+22%,2063 kj(493 kcal),+21%,23,+173%,"2,6",+60%,62,-8%,"2,9",-50%,"8,2",-22%,"1,175",+2%,"0,47",+2%,13,+143%,D,+143%,,B,,,,,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,,,
1607,Tomate frito - Gourmet - 350g,8413080083405,350 g,,['Gourmet'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']","['France', 'Espagne']",[],,,[],,3.3 g,en quantité modérée,0.4 g,en faible quantité,6.1 g,en quantité modérée,0.8 g,en quantité modérée,?,,303,+248%,1268 kj(303 kcal),+258%,"3,3",-18%,"0,4",-18%,"8,7",-6%,"6,1",-12%,"1,3",+2%,"0,8",-28%,"0,32",-28%,7,+34%,C,+34%,,B,,,,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,
1608,Champiñones laminados - 185g,8413080085355,185 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve', 'Champignons de Paris émincés en conserve']","['France', 'Espagne']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,?,,76,+280%,318 kj(76 kcal),+288%,0,-100%,0,-100%,1,+23%,0,-100%,"2,4",+5%,"0,6",-2%,"0,24",-2%,-4,,A,,,B,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,
1609,Lupinen In Salzlake Altramuces - 420g,8413080452881,420 g,['Produkt'],,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,"2,5",,"0,1",,11,,"0,2",,"9,6",,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,
1610,Pipas gigantes con sal - Leika,8413111008605,,,['Leika'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']","['France', 'Espagne']",[],,,[],,49.8 g,en quantité élevée,5.2 g,en quantité élevée,2.7 g,en faible quantité,0.92 g,en quantité modérée,?,,604,+6%,2527 kj(604 kcal),+6%,"49,8",+9%,"5,2",+5%,"15,1",+14%,"2,7",+12%,"19,3",-12%,"0,92",-49%,"0,368",-49%,16,+20%,D,+20%,,C,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,
1611,Leika - 200g,8413111010974,200 g,['Papel'],['Leika'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Fruits']","['France', 'Espagne']",[],,,[],,0.5 g,en faible quantité,0.04 g,en faible quantité,59.1 g,en quantité élevée,0.005 g,en faible quantité,?,,284,+56%,1188 kj(284 kcal),+59%,"0,5",-31%,"0,04",-74%,"64,5",+77%,"59,1",+110%,"3,4",+118%,"0,005",-84%,"0,002",-84%,1,+22%,B,+22%,,,,,,,,,,,,,,,,['Tunez'],
1612,Pipas g - Grefusa,8413164009468,,,['Grefusa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol grillées', 'Graines de tournesol en coque', 'Graines de tournesol en coque grillées']","['France', 'Espagne']",[],,,[],,22 g,en quantité élevée,2 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,?,,3,-99%,13 kj(3 kcal),-99%,22,-46%,2,-52%,1,-91%,0,-100%,13,-32%,0,-100%,0,-100%,-4,-129%,A,-129%,,C,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,
1613,Vinagre Balsámico de Módena - 250ml,8413176918017,250 ml,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,?,,68,-54%,285 kj(68 kcal),-54%,0,-100%,0,-100%,12,-62%,11,-62%,"0,6",-10%,0,-100%,0,-100%,,,,,,B,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,
1614,Vidal Mega Sweet Mix Candy Fruit (100 G),8413178123327,,,['Vidal'],,['France'],[],,,[],,,,,,,,,,?,,341,,1427 kj(341 kcal),,0,,0,,81,,62,,4,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,
1615,Palmiers -,8413385020211,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés', 'Palmiers']",['France'],[],,,[],,35 g,en quantité élevée,19 g,en quantité élevée,23 g,en quantité élevée,0.79 g,en quantité modérée,?,,556,+8%,2326 kj(556 kcal),+8%,35,+28%,19,+21%,55,-8%,23,+5%,"4,5",-24%,"0,79",-22%,"0,316",-22%,24,+3%,E,+3%,,C,,,,,79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,,,,
1616,Miel - Miel Las Abejas,8413524100026,,,['Miel Las Abejas'],,['France'],[],,,[],,,,,,,,,,?,,330,,1381 kj(330 kcal),,0,,0,,"82,45",,"76,15",,"0,2",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,
1617,Beignets de crevettes -,8413575300116,,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc', 'Chips de manioc à la crevette']",['France'],[],,,[],,31 g,en quantité élevée,3.5 g,en quantité modérée,8 g,en quantité modérée,1.5 g,en quantité modérée,?,,527,+5%,2205 kj(527 kcal),+6%,31,+22%,"3,5",+50%,"67,1",+4%,8,+3%,2,+18%,"1,5",-24%,"0,6",-24%,16,-3%,D,-3%,,C,,,,,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,,,,
1618,Patates fregides,8413575400007,,,,,['France'],[],,,[],,,,,,,,,,?,,572,,2393 kj(572 kcal),,"38,4",,"4,7",,0,,0,,"5,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,
1619,Pimentón dulce - Carmencita - 75g e,8413700023156,75 g e,"['Boîte', 'métal', 'Plastique']",['Carmencita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika']",['France'],['Paprika doux'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['en:gluten-free', 'ES-015-002']",B,Paprika doux,['Espagne'],,['Intermarché'],41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,
1620,Margarina De Artua - 250g,8413800010001,250 g,['Tarrina'],['Artua'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']","['France', 'Espagne']","['Aceites y grasa vegetales ', 'aceite de germen de maiz ', '51%', 'palma y girasol', ' ', '55%', 'agua', 'sal ', '0,5%', 'emulgentes ', 'mono y diglicéridos de ácidos grasos', 'lecitina de girasol', 'conservador ', 'sorbato potásico', 'acidulante ', 'ácido láctico', 'aromas', 'vitaminas ', 'A', 'riboflavina', 'D']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",,['Huile de palme'],4,55 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.51 g,en quantité modérée,?,,491,-4%,2054 kj(491 kcal),-3%,55,-2%,19,+17%,"0,5",+24%,"0,5",+107%,"0,5",+121%,"0,51",-10%,"0,204",-10%,13,+12%,D,+12%,,C,,,,,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,
1621,Refresco Schweppes Limon Original 1L,8414100301042,,,['Schweppes'],"['Boissons', 'Boissons gazeuses']",['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0.03 g,en faible quantité,?,,27,+8%,113 kj(27 kcal),+9%,0,-100%,0,-100%,"6,2",+2%,6,+2%,0,-100%,"0,03",+76%,"0,012",+76%,8,-3%,D,-3%,,,,,,,,,,,,,,,,,
1622,Tónica & hibiscus - Schweppes,8414100323044,,,['Schweppes'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,7.9 g,en quantité élevée,0.03 g,en faible quantité,?,,34,+21%,142 kj(34 kcal),+22%,0,-100%,0,-100%,"7,9",+20%,"7,9",+25%,0,-100%,"0,03",+228%,"0,012",+228%,11,+23%,E,+23%,,,,,,,,,,,,,,,,,
1623,Refresco de infusión de té negro y melocotón bajo calorías - May Tea,8414100363842,,,['May Tea'],,['France'],[],,,[],,,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,7",,"4,7",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,
1624,Sunny delight waikiki,8414100366041,,,['Sunny Delight'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']","['France', 'Espagne']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,1.9 g,en faible quantité,0.1 g,en faible quantité,?,,10,-78%,42 kj(10 kcal),-78%,0,-100%,0,-100%,"1,9",-82%,"1,9",-80%,0,-100%,"0,1",+852%,"0,04",+852%,4,-41%,C,-41%,['Sans conservateurs'],C,,,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,
1625,Lolita,8414126012311,,,,,['France'],[],,,[],,,,,,,,,,?,,541,,2264 kj(541 kcal),,34,,"5,1",,50,,"0,5",,"6,2",,"0,6",,"0,24",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,
1626,Jamón Serrano - Carsodo,8414169100518,,,['Carsodo'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",['France'],"['O SŒRkKO', ' : ', 'EOI', ' 33', '7 Sa']",,,[],,8.7 g,en quantité modérée,3.6 g,en quantité modérée,0.5 g,en faible quantité,5.8 g,en quantité élevée,?,,215,-10%,900 kj(215 kcal),-10%,"8,7",-31%,"3,6",-23%,"0,5",-30%,"0,5",+12%,"33,7",+11%,"5,8",+24%,"2,32",+24%,15,-9%,D,-9%,,E,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,
1627,Chorizo BBQ - carsodo,8414169150162,,,['Carsodo'],,['France'],[],,,[],,,,,,,,,,?,,324,,1356 kj(324 kcal),,"26,6",,"10,6",,"2,5",,"0,5",,"18,2",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,
1628,Chorizo asturiano - juntamar - 90g,8414389019386,90 g,,['Juntamar'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']","['France', 'Allemagne', 'Espagne']",[],,,[],,39.9 g,en quantité élevée,14.6 g,en quantité élevée,0 g,en faible quantité,3.14 g,en quantité élevée,?,,454,+12%,1900 kj(454 kcal),+11%,"39,9",+17%,"14,6",+13%,"1,9",-35%,0,-100%,"21,8",-5%,"3,14",-16%,"1,256",-16%,25,+5%,E,+5%,['Sans lactose'],D,,,,,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,
1629,Manzanares Almendra Cruda Con Piel - 300g,8414485781408,300 g,,['Manzanares'],,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,588,,2460 kj(588 kcal),,52,,"4,5",,0,,0,,20,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,
1630,Barra Rústica Multicereal -,8414509100482,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains de mie aux céréales']","['France', 'Espagne']",[],,,[],,5.3 g,en quantité modérée,0.8 g,en faible quantité,3.7 g,en faible quantité,1.4 g,en quantité modérée,?,,285,+3%,1192 kj(285 kcal),+3%,"5,3",-14%,"0,8",-6%,"45,9",+7%,"3,7",-19%,"11,6",+19%,"1,4",+31%,"0,56",+31%,4,,C,,,B,,,,,62.5%,19.4%,11.5%,5.8%,0.8%,0.0%,91,,,,
1631,Pan payés 5 cereales y semillas - Ruipan,8414509110061,,,['Ruipan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['France', 'Espagne']",[],,,[],,4.8 g,en quantité modérée,0.8 g,en faible quantité,3.9 g,en faible quantité,1.2 g,en quantité modérée,?,,288,-12%,1205 kj(288 kcal),-13%,"4,8",-22%,"0,8",-32%,47,-14%,"3,9",-1%,12,+26%,"1,2",-6%,"0,48",-6%,3,-41%,C,-41%,,,,,,,,,,,,,,,,,
1632,Plum - La Vieja Fábrica - 350g,8414555011008,350g,['Cristal'],['La Vieja Fábrica'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes']","['France', 'Espagne']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0 g,en faible quantité,?,,220,+0%,920 kj(220 kcal),-0%,0,-100%,0,-100%,54,+1%,54,+5%,"0,3",-26%,0,-100%,0,-100%,7,-27%,C,-27%,['Sans gluten'],B,,['Sevilla'],,['Carrefour'],38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,['Espagne'],
1633,Galletas con chocolate blanco - Consum - 150g,8414807539984,150 g,,['Consum'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits tablette de chocolat']","['France', 'Espagne']",[],,,[],,24 g,en quantité élevée,16 g,en quantité élevée,34 g,en quantité élevée,0.5 g,en quantité modérée,?,,500,-0%,2092 kj(500 kcal),-0%,24,0%,16,+9%,64,+1%,34,-6%,7,+4%,"0,5",-8%,"0,2",-8%,25,+5%,E,+5%,,D,,,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,
1634,Orange a jus - Salustuana car.i - 2000g,8414870625508,2000g,,['Salustuana car.i'],,['France'],[],,,[],,,,,,,,,,?,,6,,25 kj(6 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Pimientos Rojos - Auchan,8414960009027,,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Poivrons', 'Poivrons en conserve', 'Poivrons rouges en conserve']","['France', 'Espagne']",[],,,[],,0.4 g,en faible quantité,0.1 g,en faible quantité,5.1 g,en quantité modérée,0.2 g,en faible quantité,?,,32,-18%,134 kj(32 kcal),-15%,"0,4",+21%,"0,1",+60%,"5,2",-5%,"5,1",+15%,"1,2",+34%,"0,2",-67%,"0,08",-67%,-4,,A,,,B,,,,['Auchan'],67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,,,,
1636,Moritz Ampolla - 33cl,84107268,33 cl,"['Bouteille', 'Verre']",['Moritz'],"['Boissons', 'Boissons alcoolisées', 'Bières']","['France', 'Espagne']","['Eau', ""malt d'orge"", 'riz', 'houblon']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Déconseillé aux femmes enceintes'],C,,['Espagne'],,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,
1637,Préparation pour guacamole,84198853,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices"", ""Mélange d'épices pour guacamole""]",['France'],[],,,[],,0.8 g,en faible quantité,0.1 g,en faible quantité,3.3 g,en faible quantité,4.35 g,en quantité élevée,?,,39,-83%,163 kj(39 kcal),-84%,"0,8",-70%,"0,1",-69%,"6,2",-86%,"3,3",-81%,"0,9",-84%,"4,35",-71%,"1,74",-71%,,,,,,B,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,
1638,Zanahorias - Tierra Verde - 1kg,8420254001103,1 kg,,['Tierra Verde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Carottes', 'Légumes frais', 'Carottes fraîches']","['France', 'Espagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,B,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,
1639,Piments forts qualité première - Sarasa - 295g (100g égoutté),8420403054752,295 g (100 g égoutté),"['Bocal', 'Verre']",['Sarasa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', 'Piments verts']",['France'],"['Piments', 'eau', 'sel', 'vinaigre', 'acidifiant ', 'E330', ' et antioxydant ', 'E300', ' Contient des sulfites']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.7 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2.2 g,en quantité élevée,"132,1",-44%,?,,"132,1 kj(32 kcal)",-63%,"0,7",-83%,0,-100%,"4,5",-38%,0,-100%,"1,7",-44%,"2,2",-33%,"0,88",-33%,,,,,,B,,['Espagne'],,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,,
1640,Guindillas piparras frasco 150 g - Sarasa,8420403090194,,,['Sarasa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Poivrons au vinaigre', 'en:Pickled guindilla peppers']","['France', 'Suisse']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,
1641,Olives Verte - Sarasa,8420403090538,,,['Sarasa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",['France'],[],,,[],,19.8 g,en quantité modérée,2.8 g,en quantité modérée,0 g,en faible quantité,3.2 g,en quantité élevée,?,,196,+20%,820 kj(196 kcal),+20%,"19,8",+23%,"2,8",+7%,"1,3",-15%,0,-100%,"1,6",+24%,"3,2",-6%,"1,28",-6%,11,-8%,D,-8%,,B,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,
1642,Tortas - Maritoñi,8420428000017,,,['Maritoñi'],"['Biscuits et gâteaux', 'Pâtisseries']","['France', 'Espagne']",[],,,[],,8.63 g,en quantité modérée,3.96 g,en quantité modérée,8.75 g,en quantité modérée,0.72 g,en quantité modérée,?,,244,-35%,1021 kj(244 kcal),-35%,"8,63",-49%,"3,96",-51%,"37,5",-22%,"8,75",-70%,"4,1",-24%,"0,72",+74%,"0,288",+74%,8,-53%,C,-53%,['Sans lactose'],,,,,,,,,,,,,,,,
