,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,origin_detail,producer_info,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,link,brand_owner
23,Olives noires denoyautées boîte 180g pne - Rustica - 387g,3564700579930,A,,387 g,"['Rustica', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires dénoyautées']",['Point Vert'],,,['Maroc'],"['EMB 34301B', 'Sète (Hérault, France)']",['Leclerc'],['France'],"['Saumure ', 'eau', 'sel', 'olives noires', 'stabilisant : gluconate ferreux', 'Olives dénoyautées mécaniquement', 'pouvant contenir exceptionnellement un noyau ou fragment de noyau']",['E579 - Gluconate de fer'],,,[],3,14 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,132,-39%,552 kj(132 kcal),-39%,14,-34%,"2,2",-21%,0,-100%,0,-100%,"0,5",-60%,"1,5",-58%,"0,6",-58%,6,-51%,C,-51%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['Conserve', 'Métal']",,,
24,Noix de cajou grillées et salées - Tokapi - 125g,3564700644195,E,,125 g,"['Tokapi', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']",,,,['Belgique'],,['Leclerc'],['France'],"['Noix de cajou 94 %', 'huile de tournesol', 'sel 0,8 %', ""Traces d'arachides""]",,,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,48 g,en quantité élevée,8.8 g,en quantité élevée,6.6 g,en quantité modérée,0.8 g,en quantité modérée,2553,+1%,?,,2553 kj(610 kcal),-0%,48,-0%,"8,8",-4%,23,-3%,"6,6",+4%,20,+5%,"0,8",-10%,"0,32",-10%,4,-51%,C,-51%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,"['Sachet', 'Plastique', 'Sous atmosphère protectrice', 'Sachet']",,,
25,Fromage à tartiner nature allégé - Les Croisés - 150g,3564700697689,D,"Spécialité fromagère nature au lait pasteurisé, allégé en matières grasses",150 g,"['Les Croisés', 'Marque Repère']","['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,,['Danemark'],['DK M198 EC'],['Leclerc'],['France'],"['Babeurre', 'crème', 'sel', 'ferments lactiques', "" Fabriqué à partir de lait d'origine UE""]",,,['Lait'],['Non végétalien'],3,11 g,en quantité modérée,7 g,en quantité élevée,3.6 g,en faible quantité,0.5 g,en quantité modérée,631,-40%,?,,631 kj(151 kcal),-36%,11,-47%,7,-50%,"3,6",+7%,"3,6",+22%,"9,6",+15%,"0,5",-57%,"0,2",-57%,4,-67%,C,-67%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Plastique', 'Frais']","['Union européenne', 'Lait origine UE']",,
26,Sirop de grenadine zéro sucres - Frucci - 75cl,3564700785614,B,,75 cl,"['Frucci', 'Marque Repère']","['Boissons', 'Sirops', 'Boissons édulcorées', 'Sirops aromatisés', 'Sirops de grenadine', 'Sirops aromatisés sans sucre']","['Peu ou pas de sucre', 'Contient une source de phénylalanine', 'Sans sucre']",,,,,['Leclerc'],['France'],"['Eau ', ' jus de fruits à base de concentrés 11,8 % ', 'cassis 7,1 %', 'sureau 2 %', 'citron', 'framboise 0,5 %', ' ', ' agent de charge : polydextrose ', 'fibres', ' ', ' acidifiant : acide citrique ', ' arôme naturel ', ' épaississant : gomme xanthane ', ' édulcorants : sucralose', 'aspartame', 'acésulfame-K ', ' conservateur : E202 ', ' arôme naturel de vanille', ' Contient une source de phénylalanine']","['E1200 - Polydextrose', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E955 - Sucralose', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,['Sans huile de palme'],4,,,,,,,,,67,+26%,?,,67 kj(16 kcal),+20%,"0,5",+545%,"0,1",+652%,"2,5",+121%,"0,8",+14%,"0,5",+461%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['Bidon', 'métal', 'Plastique']",,,
27,Jus multifruits partiellement à base de concentré - Jafaden - 2l,3564700791158,C,Jus de fruits,2 l,"['Jafaden', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus multifruits', 'Jus multifruits à base de jus concentré']","['en:FSC', 'Sans sucre ajouté']",,,['Ivry-syr-seine France'],['FSC C020428'],['Leclerc'],['France'],"['Jus de fruits à base de concentrés ', 'pomme', 'raisin', 'orange', 'fruit de la passion', 'citron', 'ananas', 'kiwi', 'purées de fruits à base de concentrés ', 'pêche', 'mangue', 'goyave', 'abricot', 'purées de fruits ', 'banane', 'pomme', 'vitamine C']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,185,-7%,?,,185 kj(44 kcal),-6%,"0,5",+227%,"0,1",+376%,10,-9%,10,-4%,"0,6",+70%,0,-100%,0,-100%,4,-8%,C,-8%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['carton 2l'],,,
28,Fromage frais 20 % Mat. Gr. - Bio Village - 500g,3564707000901,B,Fromage blanc,500 g,"['Bio Village', 'Marque Repère']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Lait Français', 'Fabriqué en France', 'Agriculture France']",,,,"['FR 89.209.001 CE', 'Jouy (Yonne, France)']",['Leclerc'],['France'],"['Lait écrémé pasteurisé* ', 'origine France', 'crème pasteurisée*', 'origine France', 'ferments lactiques', ""*Ingrédients issus de l'agriculture biologique""]",,,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.2 g,en quantité modérée,2.1 g,en quantité modérée,4.3 g,en faible quantité,0.1 g,en faible quantité,314,-16%,?,,314 kj(75 kcal),-17%,"3,2",-21%,"2,1",-20%,"4,3",-34%,"4,3",-29%,"7,2",+11%,"0,1",-7%,"0,04",-7%,-2,-797%,A,-797%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['pot plastique', 'couvercle plastique', 'à jeter', 'opercule métal', 'à recycler']",['France'],,
29,Chips croustillantes & dorées - Bio Village - 125g,3564707091848,B,Chips issues de l'agriculture biologique,125 g,"['Bio Village', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,['Leclerc'],['France'],"['Pommes de terre', 'huile de tournesol 36%', 'sel']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,36 g,en quantité élevée,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.07 g,en quantité modérée,2320,+5%,554,+4%,2320 kj(554 kcal),+4%,36,+8%,"3,5",+18%,51,+0%,"0,5",-61%,5,-15%,"1,075",-19%,"0,43",-19%,8,-27%,C,-27%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['Sachet', 'Plastique']",,,
30,Pur jus de tomate - Bio Village - 1021.67g,3564707095686,,100% Pur Jus de Tomates,1021.67 g,"['Bio Village', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates', 'Boissons sans sucre ajouté']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",,,['France'],,['Leclerc'],['France'],"['Jus de tomate*', 'sel', ""* Ingrédient issu de l'agriculture biologique""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,3 g,en quantité modérée,0.4 g,en quantité modérée,71,-12%,?,,71 kj(17 kcal),-13%,"0,5",+181%,"0,1",+248%,3,-19%,3,-7%,"0,8",+7%,"0,4",-6%,"0,16",-6%,-4,,B,,,,,,,,,"['Brique', 'Carton', 'Plastique']",,,
31,Sel fin de Camargue - Nos regions ont du talent - 250g,3564709016931,A,Sel alimentaire,250 g,['Nos regions ont du talent'],"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sel de Camargue', 'Sels fins']",,,,"[""Compagnie des Salins du Midi et de l'Est - 30220 Aigues-Mortes""]",,['Leclerc'],['France'],"['Sel marin', 'anti-agglomérants : carbonate acide de magnésium', 'oxyde de magnésium']",['E504ii - Carbonate acide de magnésium'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,98.4 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"98,425",+47%,"39,37",+47%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Boîte carton'],['France'],,
32,Tofu lactofermenté Pesto - Sojami - 2x100g,3576566004006,B,Tofu Lactofermenté au Pesto,2x100g,['Sojami'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Substituts de viande', 'Tofu']","['Bio', 'Ecocert', 'Bio européen', 'en:gluten-free', 'Omega-3', 'Agriculture UE', 'FR-BIO-01', 'Riche en Oméga-3', 'Riche en protéines', 'Fabriqué en France', 'Sans OGM', 'AB Agriculture Biologique', 'Soja Français', 'Soja Français sans OGM']",,,"['France', 'AGEN']","['EMB 47091K', 'Estillac (Lot-et-Garonne, France)']","['Naturalia', 'Biocoop', 'Biomonde']",['France'],"['Tofu lactofermenté 87,7 % ', 'eau filtrée', 'graines de soja dépelliculées', 'ferments sélectionnés', 'pesto 12,3% ', 'basilic', 'huile de colza', ""huile d'olive 1ère pression à froid"", 'sel non raffiné', 'ail']",,,['Soja'],[],3,16 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,0.62 g,en quantité modérée,?,,226,+53%,946 kj(226 kcal),+52%,16,+83%,"1,9",+33%,1,-54%,0,-100%,20,+44%,"0,62",-10%,"0,248",-10%,0,,B,,15.9%,34.2%,17.4%,15.8%,9.7%,7.0%,97,"['Frais', 'Plastique', 'Sachet']","['France', 'Union européenne']",https://www.lesojami.com/produit-tofu-lactofermente-pesto,
33,Emmental râpé - Auchan - 200g,3596710385294,C,Emmental français râpé. Fromage à pâte pressée cuite. - Emmental Râpé (28 % MG),200 g,"['Auchan', 'Auchan Production', 'Groupe Auchan']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages pasteurisés', 'Fromages râpés', 'Emmentals râpés', 'Fromages industriels']","['Point Vert', 'en:lait-francais-french-milk']",,,"['Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné', 'Mayenne', 'Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron', 'Loire-Atlantique', 'Pays de la Loire', 'France']","['FR 53.061.001 CE', 'Charchigné (Mayenne, France)', 'FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)']",['Auchan'],['France'],"['Lait pasteurisé de vache', 'sel', 'ferments', 'coagulant']",,,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,369,-1%,1544 kj(369 kcal),-1%,29,+0%,21,+7%,0,-100%,0,-100%,27,-1%,"0,8",+6%,"0,32",+6%,12,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Frais', 'Sachet plastique à jeter', 'Sous atmosphère protectrice']",['France'],,
34,Gom's - La pie qui chante - 265g,3664346303149,E,Confiseries gélifiées aromatisées.,265 g,"['La pie qui chante', ""Gom's""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,['ZMB 1182842'],"['Magasins U', 'Carrefour']",['France'],"['Sirop de glucose', 'sucre', 'gélifiant ', ""gomme d'acacia 6%"", 'gélatine', 'amidon', 'arômes', 'colorants ', 'E161b', 'E120', 'E153', 'E133', 'mélasse', 'extrait de réglisse']","[""E414 - Gomme d'acacia"", 'E428 - Gélatine', 'E161b - Lutéine', 'E120 - Acide carminique', 'E153 - Charbon végétal médicinal', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.1 g,en faible quantité,0.1 g,en faible quantité,52 g,en quantité élevée,0.16 g,en faible quantité,1424,-8%,336,-6%,1424 kj(336 kcal),-5%,"0,1",-95%,"0,1",-91%,77,-8%,52,-10%,"4,5",+112%,"0,16",+32%,"0,064",+32%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Sachet'],,,
35,Café Bio En Grains - Naturela - 1kg,3700110003713,E,,1 kg,['Naturela'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Café Arabica', 'Grains de café', 'Grains de café arabica']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,['France'],"['Café** en grains', ""** issu de l'agriculture biologique""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,
36,Brioche tranchée - Bien - 400g,3700679606035,C,Briochée tranchée bio,400 g,['Bien'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tranchées']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique', 'Agri-Éthique France']",,,['France'],,"['Bio14', 'Biocoop']",['France'],"['Farine de blé* 55%', 'œufs entiers* 14%', 'sucre roux*', 'huile de colza*', 'levain* ', 'eau', 'levures', 'farines de seigle* et de blé malté*', 'levure', 'sel', 'gluten de blé', 'arôme naturel ', 'contient alcool', 'extrait de vanille*', 'levure désactivée', '\rTraces de lait et de soja', ""\r* Ingrédients issus de l'Agriculture Biologique""]",,,"['Œufs', 'Gluten']",['Non végétalien'],4,10.5 g,en quantité modérée,1.1 g,en faible quantité,12.7 g,en quantité élevée,1.2 g,en quantité modérée,?,,349,-1%,1460 kj(349 kcal),-1%,"10,5",-15%,"1,1",-82%,"54,3",+5%,"12,7",-5%,8,0%,"1,2",+20%,"0,48",+20%,10,-33%,C,-33%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['Sachet plastique'],,,
37,Karéléa chocolat noir - 100g,3760020506599,E,"Chocolat noir sans sucres, avec édulcorant.",100 g,"['Karéléa', 'Léa Nature']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants']","['Peu ou pas de sucre', 'Point Vert', 'Sans sucre', 'Avec édulcorants']",,,,,['Auchan'],['France'],"['Pâte de cacao ', ' édulcorant : maltitols ', ' beurre de cacao ', ' cacao maigre en poudre ', ' inuline ', ' émulsifiant : lécithines ', 'tournesol', ' ', ' arôme naturel de vanille']","['E965 - Maltitol', 'E322i - Lécithine']",,['Soja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,42 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,?,,513,+3%,2146 kj(513 kcal),+3%,42,+8%,25,+9%,26,-30%,0,-100%,"7,6",+4%,"0,1",+160%,"0,04",+160%,11,-17%,D,-17%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Tablette', 'Carton', 'Aluminium']",,,
38,Nouilles aux œufs - Jardin Bio - 250g,3760020508722,B,Nouilles aux oeufs,250 g,"['Jardin Bio', 'Léa Nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes sèches', 'Nouilles aux oeufs']","['Bio', 'Ecocert', 'Bio européen', '1% pour la planète', 'AB Agriculture Biologique', 'BE-BIO-01', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,['Belgique'],,['Naturéo'],['France'],"['farine de blé tendre*', 'œufs* ', '15%', 'sel', 'correcteurs d’acidité : carbonate de potassium et bicarbonate de sodium']","['E501i - Carbonate de potassium', 'E500ii - Carbonate acide de sodium']",,"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3 g,en quantité modérée,0.7 g,en faible quantité,3.5 g,en faible quantité,1.6 g,en quantité élevée,?,,362,+17%,1515 kj(362 kcal),+17%,3,+10%,"0,7",-2%,70,+20%,"3,5",+82%,"12,5",+8%,"1,6",+789%,"0,64",+789%,9,,C,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['sachet plastique'],['UE / non UE'],,
39,Goûters fourrés au cacao - Biocoop - 300g,3760121210265,C,Biscuits fourrés au cacao,300g,['Biocoop'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']","['Bio', 'Fabriqué en France', 'Farine de blé français']",,,"['Biscuits Bouvard', '49120 Saint Georges des Gardes']",,['Biocoop'],['France'],"['Farine de grand épeautre ', 'blé', ' 35% ', 'France', 'sucre de canne roux', 'farine de blé 15% ', 'France', 'chocolat noir 14% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'extrait de vanille', 'huile de tournesol', 'amidon de blé', 'poudre de cacao maigre 2%', 'poudre de lait écrémé*', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'acidifiant ', 'acide citrique', 'sel de mer', 'arôme naturel de vanille']","['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E330 - Acide citrique']",,"['Gluten', 'Lait']",['Non végétalien'],4,17 g,en quantité modérée,4.7 g,en quantité modérée,30 g,en quantité élevée,0.7 g,en quantité modérée,?,,457,-3%,1912 kj(457 kcal),-3%,17,-11%,"4,7",-45%,67,+0%,30,-9%,"7,6",+31%,"0,7",+26%,"0,28",+26%,14,-29%,D,-29%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Paquet', 'Plastique', 'Film en plastique']",,,
40,Ratatouille 1kg - Biocoop - 1kg,3760121210371,A,,1 kg,['Biocoop'],"['Plats préparés', 'Légumes préparés', 'Ratatouilles']","['Peu ou pas de sucre', 'Bio', 'Bio européen', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans additifs', 'AB Agriculture Biologique']",,,"['France', 'Bages']",,"['Biocoop', 'Biocoop Caluire']",['France'],"['Courgettes* 26,5%', 'aubergines* 23,5%', 'eau', 'oignons* 8,9%', 'pulpe de tomate* 7,5%', 'concentré de tomate* 7,5%', 'huile de tournesol* désodorisée', 'poivrons* 3,75%', 'sel marin', ""huile d'olive* vierge extra"", 'jus concentré de citron*', 'ail* en poudre', 'thym*', 'basilic*', 'romarin*', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,8.1 g,en quantité modérée,0.9 g,en faible quantité,3 g,en faible quantité,0.6 g,en quantité modérée,?,,95,+40%,397 kj(95 kcal),+42%,"8,1",+116%,"0,9",+67%,4,-22%,3,-23%,"0,85",-28%,"0,6",-16%,"0,24",-16%,0,-100%,B,-100%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,"['Verre', 'Couvercle en métal']","['France', 'Languedoc-Roussillon']",,
41,Lait noisettes entières - Ritter Sport - 100g,4000417700001,E,Chocolat au lait aux noisettes entières (25%) - Voll-Nuss,100 g,"['Ritter Sport', 'Ritter Sport Nuss Klasse']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",['Point Vert'],,,"['Deutschland', 'Waldenbuch']",,"['Norma', 'Colruyt', 'Delhaize']","['Autriche', 'Belgique', 'France', 'Allemagne', 'Suisse']","['Sucre', 'noisettes', 'beurre de cacao', 'pâte de cacao', 'poudre de lait entier', 'lactose', 'lait écrémé en poudre', 'beurre concentré', 'émulsifiant: lécithine ', 'de soja']",['E322 - Lécithines'],,"['Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,39 g,en quantité élevée,15 g,en quantité élevée,44 g,en quantité élevée,0.1 g,en faible quantité,2394,+2%,575,+1%,2394 kj(575 kcal),+1%,39,+3%,15,-14%,46,-1%,44,0%,"8,7",+4%,"0,1",-47%,"0,04",-47%,26,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Kunststoff', 'Plastique', 'Green-dot', 'Plastic', 'Schlauchbeutel']",,,
