,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,link,markets,additives,allergens,nova_score,palm_ingredients,origin_detail,producer_info,brand_owner
20,Couscous Lentilles Corail Pois Chiches sans gluten - Markal - 400g,3329486000159,B,400 g,['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Pois chiches', 'Lentilles', 'Lentilles décortiquées', 'Lentilles rouges', 'Couscous', 'Lentilles corail', 'Couscous de légumineuses']","['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-01', 'Riche en fibres', 'Riche en protéines', 'IT-BIO-009', 'Riche en protéines végétales', 'AB Agriculture Biologique', 'Agriculture Italie', 'Filière Italie']",,['France'],"['Farine de pois chiches* ', '50%', 'farine de lentilles corail* ', '50%', 'eau', "" \r*Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3.7 g,en quantité modérée,0.6 g,en faible quantité,2 g,en faible quantité,0.02 g,en faible quantité,?,,353,+20%,1477 kj(353 kcal),+18%,"3,7",+46%,"0,6",+14%,52,-2%,2,-26%,22,+108%,"0,02",-90%,"0,008",-90%,-6,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,"semoule de couscous de Lentilles Corail et Pois Chiches, produit précuit et séché","['Sec', 'Plastique', 'Sachet en plastique']",['Italie'],,https://www.markal.fr/produit/COULPCSGC400-couscous-lentilles-corail-pois-chiches,['Naturalia'],,,3,,,,
21,Sauce tomate de marmande - Lucien Georgelin - 300g,3330720536907,A,300g,['Lucien Georgelin'],"['Epicerie', 'Sauces', 'Sauces tomate']","['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'AB Agriculture Biologique']",,['France'],"['Tomates', '* 81,3g*', ""oignons'"", ""sucre'"", ""amidon de tapioca'"", ' ', 'huile de tournesol', ""jus de citron concentré'"", ""poivre'""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,0.1 g,en faible quantité,4 g,en faible quantité,1 g,en quantité modérée,?,,32,-64%,134 kj(32 kcal),-62%,"0,6",-72%,"0,1",-71%,"5,3",-55%,4,-59%,"0,8",-49%,1,-22%,"0,4",-22%,4,-22%,C,-22%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,"['Pot en verre', 'Couvercle en fer']",['France'],,,,,,3,,,,
22,Le beurre moulé doux - Leduc - 500g,3332771110013,E,500 g,['Leduc'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",['Point Vert'],"['FR 59.547.030 CE', 'Saint-Vaast-en-Cambrésis (Nord, France)']",['France'],"['Beurre pasteurisé ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",82 g,en quantité élevée,57 g,en quantité élevée,0.9 g,en faible quantité,0.02 g,en faible quantité,3061,+2%,744,+2%,3061 kj(744 kcal),+0%,82,+1%,57,+3%,"0,9",+28%,"0,9",+40%,"0,7",+1%,"0,02",-64%,"0,008",-64%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,"['Frais', 'Plastique']",['Union européenne'],,,,,['Lait'],2,,,,
23,10 œufs Bio - Pleine Forme,3332930400092,B,10 Œufs,['Pleine Forme'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Oeufs biologiques', 'Oeufs labellisés', 'Produits labellisés']","['Bio', 'Bio européen', 'Pondu en France', 'FR-BIO-10', 'AB Agriculture Biologique']","['FR 22.071.008 CE', ""Guitté (Côtes-d'Armor, France)"", 'FR 51.237.002 CE', 'Esternay (Marne, France)', '0FRPBW01BIO', '0FRGBT01BIO']",['France'],"[""Œufs de poules issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.325 g,en quantité modérée,?,,145,+1%,607 kj(145 kcal),+2%,"10,3",+2%,"2,7",+8%,"0,7",+18%,"0,7",+27%,"12,3",-2%,"0,325",+18%,"0,13",+18%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,Œuf de poule issu de l'agriculture biologique (Calibres différents supérieurs à 53 g) - 10 Œufs Bio,"['Boîte', 'Carton']","['France', 'Agriculture France']","[""Conditionnement Distribution et Production d'Oeufs - CDPO - 22350 Guitté"", ""Côtes-d'Armor"", 'Bretagne', 'PGH Holding - 5 Rue des Noues - ZA des Portes de Champagne - 51310 Esternay', 'Marne', 'Champagne-Ardenne', 'France']","http://www.cdpo.fr/page_cdpo,production,elevage,conditionnement,distribution,d,oeufs_PLEINE-FORME_6.html",,,['Œufs'],1,,,,
24,Lentilles Vertes Bio Cuisinées aux Petits Légumes - Prosain - 345g (poids net égoutté : 230g),3335880004716,A,345 g (poids net égoutté : 230 g),['Prosain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Lentilles', 'Lentilles préparées']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Point Vert']",,"['France', 'Suisse']","['Lentilles vertes* 60%', 'eau', 'légumes* 4% minimum ', 'oignon* 1,5%', 'poireau*', 'carotte* 1%', 'sel de mer', 'échalote poudre*', 'ail poudre*', 'poivre*', 'thym*', ""\r*Ingrédients issus de l'agriculture biologique""]",[],0.3 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0.55 g,en quantité modérée,317,-19%,75,-21%,317 kj(75 kcal),-21%,"0,3",-82%,0,-100%,13,+10%,"0,2",-76%,5,-23%,"0,55",-26%,"0,22",-26%,-1,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,Lentilles vertes biologiques cuisinées aux petits légumes,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,http://www.prosain.fr/fr/legumineuses/92-lentilles-vertes-cuisinees-aux-petits-legumes.html,,,,3,,,,
25,100% pur jus de grenade - MAISON PROSAIN - 50cl,3335880007823,C,50 cl,['MAISON PROSAIN'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de grenade']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],"['Jus de grenade*', "" * issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.03 g,en faible quantité,248,+6%,59,+5%,248 kj(59 kcal),+6%,"< 0,5",+162%,"< 0,1",+255%,14,+5%,12,-2%,"< 0,5",+22%,"0,03",+124%,"0,012",+124%,7,+1%,D,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Jus biologique de grenade,"['Bouteille', 'Verre', 'Bouteille en verre']",,,http://www.prosain.fr/fr/jus-de-fruits/168-pur-jus-de-grenade-.html,['Biocoop Caluire'],,,1,,,,
26,"Chips ondulées Vico, saveur Paprika - 120g",3336971605027,B,120 g,"['Vico', 'Intersnack']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips au paprika', ""Chips de pommes de terre à l'huile de tournesol""]","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,['France'],"['Pommes de terre', 'huile de tournesol', 'arôme naturel', 'sucre', 'sel', 'dextrose de maïs', 'paprika', 'piment', 'oignon', 'ail', 'poivre blanc', 'piment de Cayenne']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",32 g,en quantité élevée,2.8 g,en quantité modérée,3 g,en faible quantité,1.4 g,en quantité modérée,2144,-1%,514,-2%,2144 kj(514 kcal),-3%,32,-0%,"2,8",-5%,48,-6%,3,+21%,"6,1",+2%,"1,4",-11%,"0,56",-11%,9,-29%,C,-29%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,Chips ondulées de pommes de terre saveur paprika,"['Sachet', 'Plastique']",,['France'],http://www.vico.fr/products/chips-aromatisees-ondulees-paprika/,,,,4,,,,
27,Tartiflette - Carrefour Frais - 800g,3338310000951,C,800 g,"['Carrefour Frais', 'Maison Tino']","['Plats préparés', 'Frais', 'Gratins', 'Plats préparés frais', 'Gratins de pomme de terre', 'Tartiflettes']",['AOP'],"['FR 12.004.007 CE', 'Almont-les-Junies (Aveyron, France)']",['France'],"['Pommes de terre 44%', 'Reblochon de Savoie AOP 15% ', 'colorant de croûte : rocou', 'crème 30% de matière grasse', 'lait écrémé', 'lardons fumés ', 'poitrine de porc', 'eau', 'sel', 'sirop de glucose', 'acidifiants acétate de sodium et lactate de potassium', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'oignons', 'vin blanc', 'amidon modifié de maïs', 'sel', 'ail', 'poivre']","['Non végétalien', 'Non végétarien']",9.4 g,en quantité modérée,5.7 g,en quantité élevée,1.1 g,en faible quantité,0.87 g,en quantité modérée,591,+3%,?,,591 kj(141 kcal),-1%,"9,4",+15%,"5,7",+24%,"8,4",-21%,"1,1",+9%,6,+9%,"0,87",+19%,"0,348",+19%,6,+9%,C,+9%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,Tartiflette,"['Sous atmosphère protectrice', 'Barquette', 'Film en plastique']",,,,['Carrefour'],"['E160b - Rocou', 'E262i - Acétate de sodium', 'E326 - Lactate de potassium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Lait', 'Anhydride sulfureux et sulfites']",4,,,,
28,Yaourt à la Grecque au Lait Entier - Laiterie du Périgord - 400g,3339526272040,,400 g,"['Laiterie du Périgord', 'Laiterie du Périgord', 'Laiterie du Périgord']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque', 'Yaourts entiers']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']","['FR 24.396.002 CE', 'Saint-Cyprien (Dordogne, France)']",['France'],"['Lait entier* 88 % - crème* 10,3 % - lait écrémé en poudre* - ferments lactiques du yaourt', ' *ingrédients biologiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",7.3 g,en quantité modérée,4.8 g,en quantité modérée,4 g,en faible quantité,0.1 g,en faible quantité,?,,95,+4%,397 kj(95 kcal),+4%,"7,3",+105%,"4,8",+110%,4,-63%,4,-61%,"3,5",0%,"0,1",-10%,"0,04",-10%,3,+20%,C,+20%,,,,,,,,,"['Frais', 'Pot', 'Plastique']","['France', 'Dordogne']","['France', 'Périgord', 'Dordogne']",,,,['Lait'],3,,,,
29,Chocolat Noir aux noisettes entières - INGRID COSMETICS - 100g,3347437001383,D,100 g,['INGRID COSMETICS'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']","['EMB 67249A', 'Krautwiller (Bas-Rhin, France)']",['France'],"['Pâte de cacao*', 'sucre de canne* ', 'beurre de cacao*', 'noisettes entières* ', '15%', ' Cacao*: 74% dans le chocolat', ' Peut contenir des traces de gluten', 'fruits à coque et lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",49.1 g,en quantité élevée,23.6 g,en quantité élevée,19.6 g,en quantité élevée,0.02 g,en faible quantité,?,,605,+6%,2531 kj(605 kcal),+6%,"49,1",+20%,"23,6",+28%,"27,2",-30%,"19,6",-41%,"9,6",+20%,"0,02",-39%,"0,008",-39%,16,-24%,D,-24%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Carton'],,,,,,,3,,,,
30,Mozzarella (19% MG) - Monoprix Bio - 125g égoutté,3350030109721,C,125 g égoutté,"['Monoprix Bio', 'Monoprix']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella', 'Fromages pasteurisés']","['Bio', 'Bio européen', 'Agriculture UE', 'IT-BIO-007', 'en:it-bio-001']",['IT 03274 CE'],['France'],"['Lait pasteurisé de vache', 'sel', 'coagulant', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",17 g,en quantité modérée,12 g,en quantité élevée,1 g,en faible quantité,0.4 g,en quantité modérée,?,,225,-13%,941 kj(225 kcal),-13%,17,-18%,12,-14%,1,-3%,1,+33%,17,+1%,"0,4",-41%,"0,16",-41%,8,-22%,C,-22%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Fromage à pâte filée en saumure au lait pasteurisé de vache issu de l'agriculture biologique,['Sachet plastique'],['Agriculture UE'],['Italie'],,['Monoprix'],,['Lait'],3,,,,
31,Yaourt à la Grecque Nature - Monoprix - 600g (4x 150g),3350030128265,B,600 g (4 x 150 g),"['Monoprix', 'Monoprix Exploitation', 'Groupe Casino']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts nature', 'Yaourts brassés', 'Yaourts à la grecque', 'Yaourts brassés nature', 'Yaourts entiers']","['Point Vert', 'Eco-Emballages']","['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']",['France'],"['Lait entier', 'crème', 'ferments lactiques', 'protéines de lait', 'lactose']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",8.8 g,en quantité modérée,6.1 g,en quantité élevée,3 g,en faible quantité,0.08 g,en faible quantité,?,,108,+35%,452 kj(108 kcal),+37%,"8,8",+90%,"6,1",+102%,"4,6",-3%,3,-32%,"2,8",-30%,"0,08",-34%,"0,032",-34%,6,+320%,C,+320%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,Yaourt brassé nature,"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton']",,"['Novandie (Filiale Groupe Andros) - 11 Rue du Centre - 62240 Vieil-Moutier', 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']",,['Monoprix'],,['Lait'],4,,,,
32,Yaourt de brebis à la grecque - Monoprix Bio - 300g (2x 150g),3350030201913,B,300 g (2 x 150 g),"['Monoprix Bio', 'Monoprix']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts brassés', 'Yaourts à la grecque', 'Yaourts brassés nature', 'Yaourts au lait de brebis']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Agriculture France', 'Au lait de brebis']","['EMB 33448B', ""Saint-Médard-d'Eyrans (Gironde, France)"", 'FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)""]",['France'],"['Lait de brebis pasteurisé à 10% de matière grasse - ferments lactiques ', 'contient lait', "" * Ingrédient issu de l'agriculture biologique""]",[],10 g,en quantité modérée,7.5 g,en quantité élevée,2.8 g,en faible quantité,0.11 g,en faible quantité,?,,125,+56%,523 kj(125 kcal),+59%,10,+116%,"7,5",+148%,4,-15%,"2,8",-37%,"4,8",+20%,"0,11",-9%,"0,044",-9%,6,+320%,C,+320%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,Yaourt brassé à la grecque au lait de brebis issu de l'agriculture biologique,"['Plastique', 'Carton', 'métal', 'Opercule en métal', 'Etui en carton', 'Pot en plastique']",,['France'],http://www.monoprix.fr,['Monoprix'],,['Lait'],3,,,,
33,Mayonnaise bio à la moutarde de Dijon - MONOPRIX BIO ! - 238g,3350031458187,C,238 g,['MONOPRIX BIO !'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon']","['Bio', 'Bio européen', 'BE-BIO-01', 'FR-BIO-01', 'AB Agriculture Biologique']",['EMB B-00736'],['France'],"[""Huile de tournesol* -  jaune d'œufs* - eau -  moutarde de Dijon* 3% [vinaigre de cidre* [dont [ail]"", 'graines de moutarde*', 'eau', 'sel', ""acidifiant : E330] -  vinaigre d'alcool* - sucre de canne* - sel - arômes naturels -  épaississant : gomme de xanthane"", ""\r*  ingrédients issus de l'agriculture biologique""]",['Non végétalien'],79 g,en quantité élevée,8.2 g,en quantité élevée,1.7 g,en faible quantité,1.4 g,en quantité modérée,?,,723,+11%,3025 kj(723 kcal),+12%,79,+12%,"8,2",+29%,"1,7",-26%,"1,7",+18%,"1,3",-6%,"1,4",-5%,"0,56",-5%,23,+22%,E,+22%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,Mayonnaise bio,"['Bocal', 'Verre', 'Capsule en métal', 'Bocal en verre']",,['Belgique'],,['Monoprix'],"['E330 - Acide citrique', 'E415 - Gomme xanthane']","['Œufs', 'Moutarde']",4,,,,
34,Sauce tomate basilic - Monoprix - 190g,3350031653308,A,190 g,['Monoprix'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",,"['EMB 84080B', 'Monteux (Vaucluse, France)']",['France'],"['Tomates pelées concassées 43 %', 'purée de tomate 38 %', 'carottes', 'oignons', 'basilic 3 %', ""huile d'olive vierge extra"", 'huile de tournesol', 'sucre', 'sel', 'amidon transformé de maïs', 'vin blanc', 'arôme naturel de basilic']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4.5 g,en quantité modérée,0.6 g,en faible quantité,4.9 g,en faible quantité,0.96 g,en quantité modérée,?,,72,+11%,301 kj(72 kcal),+13%,"4,5",+50%,"0,6",+38%,6,-2%,"4,9",-1%,"1,2",-24%,"0,96",+12%,"0,384",+12%,-2,-966%,A,-966%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,sauce tomate basilic,"['Bocal', 'Verre']",,,,['Monoprix'],['E14XX - Amidons modifiés'],,4,,,,
35,"Tomates séchées - Monoprix Gourmet - 270g, 125g égoutté",3350031672637,E,"270g, 125g égoutté","['Monoprix Gourmet', 'Monoprix']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée', ""Tomate séchée à l'huile""]",,,['France'],"['Huile de tournesol 54%', 'tomates séchées réhydratées 44% ', 'tomates', 'sel', 'câpres', 'origan', 'poivre noir', 'laurier', 'ail', ""correcteur d'acidité "", 'acide citrique', 'antioxydant ', 'acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",14 g,en quantité modérée,1.5 g,en quantité modérée,7.5 g,en quantité modérée,4.42 g,en quantité élevée,?,,194,-10%,812 kj(194 kcal),-9%,14,-13%,"1,5",-19%,11,-10%,"7,5",-11%,"3,6",0%,"4,425",+67%,"1,77",+67%,2,-59%,B,-59%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,['Verre'],,,,['Monoprix'],"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,3,,,,
36,Pétales riz & blé complet aux copeaux de chocolat - Monoprix - 300g,3350031686450,B,300 g,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Céréales au chocolat', 'Pétales de céréales au chocolat']",,"['EMB 80302A', 'Faverolles (Somme, France)']",['France'],"['Riz 44% - blé complet 24%', 'copeaux de chocolat noir 19% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant : lécithine de tournesol', 'arôme naturel vanille', ' - sucre', ""orge 6% - farine complète de blé - sel - farine d'orge maltée - vitamines : C"", 'B3 ou PP', 'B6', 'B2', 'B1', 'B9', ""B12 - fer - émulsifiant : mono - et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme""]",7.9 g,en quantité modérée,4.2 g,en quantité modérée,21 g,en quantité élevée,0.7 g,en quantité modérée,?,,414,+3%,1732 kj(414 kcal),+2%,"7,9",+22%,"4,2",+17%,75,+0%,21,-0%,"7,9",-4%,"0,7",-4%,"0,28",-4%,11,+8%,D,+8%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Pétales de riz et de blé complet avec des copeaux de chocolat noir,"['Boîte', 'Carton']",['Allemagne'],,http://courses.monoprix.com/RIDE/P-tales-aux-copeaux-de-chocolat-1275713,['Monoprix'],"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",4,,,,
37,100 % Pur Jus Tomate - Monoprix - 1L e,3350031888724,,1 L e,"['Monoprix', 'Monoprix Exploitation', 'Groupe Casino']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates', 'Boissons sans sucre ajouté']","['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Tidy man']","['EMB 36229', 'Varennes-sur-Fouzon (Indre, France)', 'EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['France'],"['Jus de tomate', 'sel ', '3 g/L', 'jus de citron']",[],0.1 g,en faible quantité,0 g,en faible quantité,2.7 g,en quantité modérée,0.3 g,en quantité modérée,56,-31%,13,-35%,56 kj(13 kcal),-32%,"0,1",-44%,0,-100%,"2,7",-27%,"2,7",-16%,"0,6",-20%,"0,3",-29%,"0,12",-29%,-5,,B,,,,,,,,,Jus de tomate salé à 3 g/l,"['Bouteille plastique et son bouchon à recycler', 'Plastique']",,"[""Laiterie de Varennes (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - 6 Rue de la Bordé - 36210 Val-Fouzon"", 'Indre', ""Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel"", 'Loiret', 'Centre-Val de Loire', 'France']",https://www.monoprix.fr/pur-jus-tomate-monoprix-1682610-p,['Monoprix'],,,3,,,,
38,Chocolat noir - Monoprix - 100g,3350031947964,E,100 g,['Monoprix'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,"['66136', 'EMB 66136', 'Perpignan (Pyrénées-Orientales, France)']",['France'],"['pâte de cacao - sucre émulsifiants : lécithines de tournesol', 'E476 - arôme vanille', ' Cacao : 50% minimum', ' Traces de fruits à coque', 'gluten et lait Les informations en gras sont destinées aux personnes intolérantes ou allergiques', ' INFORMATIONS pour 1 portion pour 100 g de 4 carrés ', '16,7 g environ', ' 360 kJ /']",[],28 g,en quantité élevée,17 g,en quantité élevée,50 g,en quantité élevée,0.03 g,en faible quantité,?,,514,-8%,2151 kj(514 kcal),-7%,28,-29%,17,-26%,55,+42%,50,+58%,7,-9%,"0,03",-36%,"0,012",-36%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Tablette'],,,,['Monoprix'],"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,4,,,,
39,Riz Basmati 10 minutes 1 Kg Monoprix,3350031959042,C,1 Kg,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,"['EMB 13212B', 'Marseille 12e  Arrondissement (Bouches-du-Rhône, France)']",['France'],['Riz long grain Basmati de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,357,+9%,1494 kj(357 kcal),+7%,"1,2",+15%,"0,1",-58%,78,+10%,0,-100%,"8,5",+13%,0,-100%,0,-100%,-2,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,Riz Basmati 10 minutes 1 Kg,['Sachet'],,,,['Monoprix'],,,1,,,,
40,Tuiles Goût Paprika - Monoprix - 170g,3350031988240,B,170g,['Monoprix'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,['France'],"['Pomme de terre déshydratée 47%', 'E223', 'matière grasse végétale de palme ', 'dont acidifiant : acide citrique', 'amidons ', 'blé et pomme de terre', 'sirop de glucose de blé', 'assaisonnement aromatisé ', 'sel', 'chapelure ', 'farine de blé', 'sel', ""poudre à lever : carbonates d'ammonium"", 'dextrose', 'exhausteurs de goût : monoglutamate de sodium ', 'E621', 'guanylate disodique', 'inosinate disodique', ""poudre d'oignon"", 'arôme ', 'contient du lait', 'épices ', 'paprika et poivre blanc', ""anti-agglomérants : sels de magnésium d'acides gras"", 'dioxyde de silicium', ""poudre d'ail"", 'poudre de tomate', 'extrait de levure', 'acidifiant : acide citrique', 'extraits de paprika et de romarin ', 'huile de tournesol', 'arôme de fumée', 'huile de colza', ""émulsifiant : mono - et diglycérides d'acides gras"", 'sel']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",28 g,en quantité élevée,2.5 g,en quantité modérée,4.3 g,en faible quantité,1.6 g,en quantité élevée,?,,526,+3%,2201 kj(526 kcal),+3%,28,-5%,"2,5",-26%,62,+12%,"4,3",+24%,"4,7",+7%,"1,6",+7%,"0,64",+7%,12,-10%,D,-10%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,"['Tube', 'Carton']",,,,['Monoprix'],"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', ""E503 - Carbonates d'ammonium"", 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', ""E470b - Sels de magnésium d'acides gras"", 'E551 - Dioxyde de silicium', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",4,,,,
