,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
1491,Madeleines longues marbrées chocolat - U - 250g,3256225738625,D,250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat', 'Madeleines longues']",['France'],"['Sucre', 'farine de BLE 25%', 'huile de colza ', 'OEUFS entiers 18%', 'chocolat 5% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines de tournesol', 'arôme naturel de vanille', 'sirop de sucre inverti', 'cacao en poudre', 'sel', 'poudres à lever : diphosphates et carbonates de sodium', 'arôme naturel de vanille et autres arômes naturels', ' Traces éventuelles de lait', 'soja et fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1979,+8%,474,+8%,28,+32%,49,-11%,"5,6",-0%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,['U'],"['Arômes naturels', 'Produit en Bretagne', 'Transformé en France', 'Farine de blé français']",,1979 kj(474 kcal),"3,7",30,"1,1","0,44",,,"['Super U', 'Magasins U']","['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten']",4,28 g,en quantité élevée,3.7 g,en quantité modérée,30 g,en quantité élevée,1.1 g,en quantité modérée,+8%,+6%,+6%,+31%,+31%,17,+5%,D,+5%,,,,,,,
1492,Gouters fourrés carrés parfum vanille - U Mat & Lou - 300g,3256226086695,B,300 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Goûters fourrés']",['France'],"['Céréales 52,6% ', 'farine de BLÉ ', 'France', ' 51,6% et farine de SEIGLE 1%', 'sucre', 'matières grasses de palme et de palmiste', 'sirop de glucose', 'amidon de BLÉ', ""poudres à lever : carbonates d'ammonium - carbonates de sodium - phosphates de calcium"", 'sel', 'arômes', 'LAIT écrémé en poudre', 'protéines de LAIT', "" Traces éventuelles d'oeufs et de fruits à coque""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",1992,-0%,474,-1%,17,-11%,74,+9%,"5,3",-16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['U Mat & Lou', 'U']","['Huile de palme durable', 'RSPO', 'Point Vert', 'en:RSPO Mass Balance or Book and Claim', 'Transformé en France', 'Blé français', 'Farine de blé français', 'Tidy man', ""Blé issu d'une culture maitrisée""]",,1992 kj(474 kcal),"8,2",35,"0,58","0,232","['Paquet', 'Plastique', 'Carton']",,"['Super U', 'Magasins U']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,17 g,en quantité modérée,8.2 g,en quantité élevée,35 g,en quantité élevée,0.58 g,en quantité modérée,-0%,-9%,+11%,+12%,+12%,21,+11%,E,+11%,Biscuits fourrés goût Vanille,['Huile de palme'],['France'],,,,
1493,"Sandwich au pain complet, jambon et emmental - U - 145g",3256226087265,D,145 g,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', 'Sandwichs Jambon Fromage']",['France'],"['Pain de mie complet 47% ', 'farine de BLÉ ', 'France', ' 26%', 'eau', 'son de BLÉ', 'huile de colza', 'levure', 'sucre', 'sel', ""vinaigre d'alcool"", 'GLUTEN DE BLÉ', 'jambon cuit choix 30% ', 'jambon de porc ', 'origine : UE', 'eau', 'sel', 'arômes naturels', 'sirop de glucose', 'dextrose', 'LACTOSE', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'ferments', 'EMMENTAL 11,5%', 'mayonnaise allégée en matières grasses ', 'huile de colza', 'eau', 'jaune d OEUF salé', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'amidon de maïs', 'sel', 'sucre', 'poivre', ' Traces éventuelles de poisson et soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1026,-2%,245,-2%,10,-8%,24,-7%,13,+16%,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,['U'],"['Transformé en France', 'Farine de blé français']",,1026 kj(245 kcal),2,"2,7","1,7","0,68",['Frais'],,['Magasins U'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Moutarde']",4,10 g,en quantité modérée,2 g,en quantité modérée,2.7 g,en faible quantité,1.7 g,en quantité élevée,-3%,-52%,-16%,+13%,+13%,9,-17%,C,-17%,,,,,,,
1494,Mini rochers à la noix de coco avec chocolat - U - 200g,3256226096250,C,200 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Gâteaux au chocolat', 'Rochers à la noix de coco', 'Congolais au chocolat']",['France'],"['Noix de coco râpée 28%', 'sucre', 'sirop de glucose', ""blanc d'OEUF"", 'chocolat 9% ', 'masse cacao', 'sucre', 'beurre cacao', 'matière grasse LAITIERE anhydre', 'émulsifiant: lécithine de SOJA', 'dextrose', 'farine de riz', ' Traces éventuelles de fruits à coque']","['Sans huile de palme', 'Non végétalien']",1925,,461,+5%,24,-2%,54,+16%,"4,2",0%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,['U'],"['en:FSC', 'Point Vert']",,1925 kj(461 kcal),21,49,"0,06","0,024","['Sachet', 'Plastique', 'Carton']",,"['Super U', 'Magasins U']",['E322i - Lécithine'],"['Œufs', 'Lait', 'Soja']",4,24 g,en quantité élevée,21 g,en quantité élevée,49 g,en quantité élevée,0.06 g,en faible quantité,+5%,+12%,+21%,-67%,-67%,20,-3%,E,-3%,Mini rochers à la noix de coco avec chocolat,,,,,,
1495,Couscous maïs et riz - U Sans Gluten - 350g,3256226100100,,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales']",['France'],"['Farine de maïs 70%', 'farine de riz 30 % Traces éventuelles de soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1517,+0%,363,+5%,"0,6",-69%,81,+17%,"7,2",-34%,,,,,,,,"['U Sans Gluten', 'U']","['en:gluten-free', 'Transformé en France']",,1517 kj(363 kcal),"0,1","0,5","0,01","0,004",,,['Magasins U'],,,1,0.6 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,+4%,-71%,-78%,-92%,-92%,-3,,A,,,,,,,,
1496,Pépites de chocolat lait - U - 100g,3256226383343,E,100 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aides culinaires', 'Chocolats', 'Chocolats au lait', 'Aide culinaire sucrée']",['France'],"['Sucre', 'poudre de LAIT entier', 'beurre de cacao', 'pâte de cacao', 'LACTOSE', 'émulsifiant: lécithine de tournesol', 'arôme naturel de vanille', "" Traces éventuelles d'arachides et de fruits à coque"", ' Cacao: 30% minimum']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2222,+31%,532,+35%,30,+95%,58,+11%,7,+30%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['U'],['Conditionné en France'],,2222 kj(532 kcal),18,58,"0,17","0,068",['Sachet'],,['Magasins U'],['E322i - Lécithine'],['Lait'],4,30 g,en quantité élevée,18 g,en quantité élevée,58 g,en quantité élevée,0.17 g,en faible quantité,+38%,+324%,+49%,+25%,+25%,23,+67%,E,+67%,,,,,,,
1497,Nectar multifruits sans sucre ajoutés - U Bio - 4x 20cl,3256226383749,,4 x 20 cl,"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Jus de fruits à base de concentrés et purées de fruits 75% ', 'orange* 35%', 'raisin blanc* 30%', 'mangue* 5%', 'banane* 3%', 'ananas* 2%', 'eau', "" *Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",177,-60%,42,-51%,"0,1",-73%,"9,6",-52%,"0,4",-26%,,,,,,,,"['U Bio', 'U']","['Bio', 'Sans sucre ajouté']",,177 kj(42 kcal),0,"8,6","0,025","0,01",,,"['Magasins U', 'Super U']",,,1,0.1 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité élevée,0.025 g,en faible quantité,-52%,-100%,-53%,-33%,-33%,8,-33%,D,-33%,,,,,,,
1498,Salade de pommes de terre au thon listao - U - 300g,3256226384548,B,300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Salades', 'Légumes-feuilles', 'Plats préparés au poisson', 'Salades composées', 'Plats à base de pommes de terre', 'Salades au thon', 'Salades de pommes de terre', 'Salades vertes']",['France'],"['pomme de terre cuite 56%', 'thon listao ', 'katsuwonus pelamis', ' 17%', 'huile de colza', 'eau', 'olive noire 3% ', 'olive noire', 'eau', 'sel', 'stabilisateur de couleur : gluconate ferreux', ""vinaigre d'alcool"", 'jus de citron à base de concentré', 'échalote', 'ciboulette 1%', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sel', 'amidon transformé de pomme de terre', ""jaune d'oeuf en poudre"", 'épaississant : gomme xanthane', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",544,-7%,131,-13%,"8,2",-22%,8,-6%,"5,3",+28%,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,['U'],"['Sans arômes artificiels', 'Transformé en France']",,544 kj(131 kcal),"0,7","0,5","0,65","0,26","['Frais', 'Plastique']",,['Magasins U'],"['E579 - Gluconate de fer', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Poisson', 'Moutarde']",4,8.2 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,0.65 g,en quantité modérée,-13%,-36%,-44%,-35%,-35%,-6,-278%,A,-278%,,,,,,,
1499,Macedoine - U Bio - 330g 215g,3256226387525,,330 g 215 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']",['France'],"['Légumes* [légumes verts* 59% ** ', 'haricots verts* 21,5% **', 'petits pois* 21,5% **', 'flageolets* 16% **', 'carottes* 25,5% **', 'navets* 15% **]', 'eau', 'sel de mer', ' ** % rapporté au poids de légumes', "" * ingrédient issu de l'agriculture biologique""]",[],173,-5%,41,-11%,"0,5",-5%,"5,6",-4%,"2,4",+14%,,,,,,,,"['U Bio', 'U']","['Bio', 'Fruits et Légumes de France', 'Conditionné en France', 'Transformé en France', 'Légumes de France']",,173 kj(41 kcal),"0,1","1,7","0,67","0,268",['bocal en verre'],,"['Magasins U', 'Super U']",,,3,0.5 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en faible quantité,0.67 g,en quantité modérée,-8%,-13%,-30%,-14%,-14%,-7,,A,,,,,,,,
1500,Sauce Chinoise - U - 290g,3256226388690,,290 g,"['Epicerie', 'Sauces']",['France'],"['Sucre', 'eau', ""purée d'abricots 20%"", ""vinaigre d'alcool"", 'amidon de mais', 'sel', 'sirop de sucre candy', 'épices 0', '8%', 'épaississant : gomme xanthane', ' Traces éventuelles de moutarde']",[],720,-19%,169,-29%,0,-100%,41,+314%,"0,1",-96%,,,,,,,,['U'],,,720 kj(169 kcal),0,37,"1,8","0,72",['Bocal'],,['Magasins U'],['E415 - Gomme xanthane'],,4,0 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,1.8 g,en quantité élevée,-27%,-100%,+473%,-26%,-26%,17,+47%,D,+47%,,,,,,,
1501,Brandade de morue parmentière - U - 600g,3256226398286,E,600 g,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",['France'],"['MORUE 36% [chair ', '24%', ' et filet ', '11%', ' de CABILLAUD ', 'gadus macrocephalus pêché en Pacifique Nord-Est ou Nord-Ouest et gadus morhua pêché en Atlantique Nord-Est ou Nord-Ouest', 'sel]', 'pomme de terre cuite 32% ', 'pomme de terre', 'eau', 'huile de tournesol', 'LAIT DEMI-ÉCRÉMÉ', 'eau', 'oignon préfrit ', 'oignon', 'huile de tournesol', 'flocons de pommes de terre 1', '8% ', 'pomme de terre déshydratée 1', '7%', ""extrait d'épice"", ""émulsifiant: mono-et diglycérides d'acides gras"", 'LAIT entier en poudre', 'ail déshydraté 0', '4%', 'fibre de BLE', 'persil 0', '07%', 'épaississants: gomme xanthane et gomme de guar', 'curcuma', 'poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",701,+20%,169,+16%,12,+40%,"8,6",-10%,"7,2",+6%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['U'],"['Sans arômes artificiels', 'Sans conservateurs', 'Transformé en France', '100% filet']",,701 kj(169 kcal),1,"0,6","0,76","0,304",['Frais'],,['Magasins U'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Poisson', 'Gluten', 'Lait']",4,12 g,en quantité modérée,1 g,en faible quantité,0.6 g,en faible quantité,0.76 g,en quantité modérée,+15%,-40%,-34%,-8%,-8%,1,-43%,B,-43%,,,,,,,
1502,Couscous poulet merguez semoule aux raisins secs - U - 1kg,3256226398965,D,1 kg,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de semoule', 'Plats à la volaille', 'Couscous préparés', 'Plats au poulet']",['France'],"['Semoule de blé dur précuite réhydratée 28,9% [eau', 'semoule de blé dur précuite', ""huile d'olive vierge extra"", 'raisins secs 0,7% ', 'raisin', 'huile de colza', 'huile de graines de coton', 'sel]', 'haut de cuisse de poulet 27,6% [haut de cuisse de poulet ', 'origine france', ' 24,8%', 'eau', 'concentré de carotte caramélisé]', 'mélange de légumes en proportions variables 17,6% ', 'carottes', 'courgettes', 'navets', 'celeri branche', 'poivrons verts', 'poivrons rouges', 'pois chiches', ' eau', 'merguez 5,9% [poitrine de boeuf ', 'origine france', 'gras de mouton ', 'origine france', 'eau', 'poitrine de mouton ', 'origine france', 'sel', 'épices', 'dextrose', 'conservateurs : nitrite de sodium - ascorbate de sodium', 'colorant : extrait de paprika', 'arômes naturels', 'boyau naturel de mouton', 'préparation aromatique en poudre ', 'maltodextrine', 'amidon transformé de maïs', 'sel', 'légume et extrait de légume', 'épices', 'dextrose', 'farine de ble', 'arômes naturels', 'gélatine alimentaire de boeuf', 'cumin', 'arôme naturel', 'colorant : extrait de paprika', 'harissa ', 'piment rouge fort', 'ail', 'coriandre', 'sel', 'carvi', 'acidifiant : acide citrique', ' traces éventuelles de crustacés', 'fruits à coque', 'graines de sésame', 'lait', 'mollusques', 'moutarde', 'oeufs', 'poissons', 'soja et autres céréales contenant du gluten']","['Non végétalien', 'Non végétarien']",584,+1%,140,-8%,"6,7",+55%,12,-31%,"7,3",-2%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,['U'],['Emballage PEFC'],,584 kj(140 kcal),"2,1","2,1","0,78","0,312",['Frais'],,['Magasins U'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E160c - Extrait de paprika', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E330 - Acide citrique']","['Céleri', 'Gluten']",4,6.7 g,en quantité modérée,2.1 g,en quantité modérée,2.1 g,en faible quantité,0.78 g,en quantité modérée,-8%,+78%,-1%,+2%,+2%,1,+1673%,B,+1673%,,,,,,,
1503,Huile de tournesol - U - 50cl,3256226463380,D,50 cl,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",['France'],['Huile de tournesol'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3700,+2%,900,+3%,100,+3%,0,-100%,0,-100%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,['U'],,,3700 kj(900 kcal),11,0,0,0,"['Bidon', 'bouteille']",,['Magasins U'],,,2,100 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+2%,+4%,-100%,-100%,-100%,11,0%,D,0%,,,,,,,
1504,Clafoutis aux cerise - U - 4x 85g,3256226761219,,4 x 85 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Clafoutis', 'Clafoutis aux fruits', 'Clafoutis aux cerises']",['France'],"['LAIT entier 37', '5%', 'cerises griotte 17', '1% ', 'morceaux et purée', 'OEUFS entiers extra-frais 15', '5%', 'sucre', 'CREME', 'farine de blés ', 'mélanges de BLES de meunerie', 'gluten de BLE', 'farine de BLE malté', 'farine de fèves', 'agent de traitement de la farine : acide ascorbique', 'amidon de BLE', 'amidon de maïs', 'LAIT écrémé en poudre', ""fibres d'agrumes"", 'arômes naturels', 'jus concentré de baie de sureau', 'épaississant : gomme xanthane', 'conservateur : sorbate de potassium', ' Ces 4 pots ne peuvent être vendus séparément', ' Elaboré à partir de lait origine France']",['Non végétalien'],760,-3%,181,+1%,"5,5",0%,28,0%,"4,5",-4%,,,,,,,,['U'],"['Lait Français', 'Transformé en France', 'en:lait-francais-french-milk']",,760 kj(181 kcal),"3,3",22,"0,12","0,048","['Frais', 'Carton', 'métal']",,"['Super U', 'Magasins U']","['E300 - Acide ascorbique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,5.5 g,en quantité modérée,3.3 g,en quantité modérée,22 g,en quantité élevée,0.12 g,en faible quantité,-0%,+2%,+4%,-19%,-19%,7,+16%,C,+16%,Clafoutis Parfum Cerise,,['Hors France'],,,,
1505,Camembert à chauffer pasteurisé 23% de MG - U - 250g,3256227087592,C,250 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Camembert à chauffer']",['France'],"['LAIT de vache pasteurisé ', 'Origine: France', "" - sel - ferments lactiques et d'affinage "", 'dont LAIT', ' - présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1210,+5%,291,+5%,23,+6%,"0,5",-8%,21,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['U'],"['Lait Français', 'Fabriqué en France', 'en:lait-francais-french-milk']",,1210 kj(291 kcal),15,"0,5","1,6","0,64",['Frais'],,['Magasins U'],,['Lait'],3,23 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,+4%,+1%,+49%,+3%,+3%,15,+4%,D,+4%,,,,,,,
1506,Jus de Pomme biologique - Eclor - 25cl,3256555392313,B,25 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],"[""Jus de pomme trouble issu de l'agriculture biologique"", 'antioxygène : acide ascorbique']",[],?,,41,-11%,"0,1",-39%,"9,6",-12%,"0,1",-53%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['Eclor', 'La passion du verger']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-10', 'Sans sucre ajouté', 'Sans colorants']",,172 kj(41 kcal),0,"9,3",0,0,,,,['E300 - Acide ascorbique'],,1,0.1 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,-10%,-100%,-10%,-100%,-100%,3,-27%,C,-27%,Jus de pomme,,['Union européenne'],http://www.lapassionduverger.fr/,,,
1507,Brandade huile d’olive - Coudène - 200g,3257630068499,E,200g,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",['France'],"['Huile de colza', 'morue 32%', 'eau', ""huile d'olive vierge extra 3%"", 'protéines de lait', 'sel', 'épaississant: carraghénanes ', ""extrait d'algues marines""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,470,+113%,49,+195%,"0,5",-94%,7,+3%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['Coudène'],,"['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']",1966 kj(470 kcal),"5,5",0,"0,9","0,36",['Verre'],"['France', 'Gard']",,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Poisson', 'Lait']",4,49 g,en quantité élevée,5.5 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,+113%,+161%,-100%,+3%,+3%,13,+207%,D,+207%,Spécialité méridionale à base de morue,,,http://www.coudene.com,,,
1508,Faisselle - Cora - 400g,3257980019929,D,400 g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']","['France', 'Luxembourg']",[],[],341,-1%,82,-5%,6,+13%,"3,5",-20%,"3,5",-21%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,['Cora'],,,341 kj(82 kcal),4,3,"0,1","0,04",,,['Cora'],,,,6 g,en quantité modérée,4 g,en quantité modérée,3 g,en faible quantité,0.1 g,en faible quantité,-5%,+19%,-12%,-10%,-10%,2,+36%,B,+36%,,,,,,,
1509,Tranchettes de milolette - Cora - 200g,3257980179081,D,200 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",['France'],"['Lait pasteurisé - sel - ferments lactiques - coagulant - colorant : rocou / ONGEKOOKTE GEPERSTE KAAS - NGRED/ÉNTEN: Gepasteuriseerde melk - zout - melkfermenten - stremmingsmidde/ - k/eurstof: rocou', ' NUTRmON :']",['Non végétalien'],?,,322,-5%,24,-12%,"0,5",-35%,25,+14%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Cora'],,,1347 kj(322 kcal),17,"0,5",2,"0,8","['Plastique', 'Barquette', 'Opercule en plastique']",,['Cora'],['E160b - Rocou'],['Lait'],4,24 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-4%,-8%,+16%,+43%,+43%,17,+19%,D,+19%,,,,,,,
1510,Sauce Crudités Nature - Cora,3257980576972,D,,"['Epicerie', 'Sauces', 'Sauces crudités']",['France'],[],[],?,,285,+1%,28,+1%,"7,4",+23%,"0,6",-30%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Cora'],,"['EMB 59491', 'Raismes (Nord, France)']",1192 kj(285 kcal),"2,7","4,4","2,53","1,012",,,['Cora'],,,,28 g,en quantité élevée,2.7 g,en quantité modérée,4.4 g,en faible quantité,2.53 g,en quantité élevée,+0%,+16%,+15%,+19%,+19%,15,+8%,D,+8%,,,,,,,
1511,Boeuf Haché 15% de matiere grasse - Cora - 1kg (10 * 100g),3257980631442,E,1 kg (10 * 100 g),"['Viandes', 'Surgelés', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes surgelées', 'Steaks hachés', 'Steaks surgelés', 'Steaks de bœuf hachés', 'Steaks hachés surgelés', 'Steaks hachés de bœuf surgelés']",['France'],[],[],?,,216,+9%,15,+9%,0,-100%,"20,2",+7%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,['Cora'],"['Viande-francaise', 'Pur bœuf', 'Viande-bovine-francaise']",,904 kj(216 kcal),"5,7",0,"0,2","0,08","['Carton', 'sachet individuel', 'Surgele']",,['Cora'],,,,15 g,en quantité modérée,5.7 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,+8%,-5%,-100%,+2%,+2%,2,-43%,B,-43%,,,,,,,
1512,Biscuits Petits Déjeuner - Nature Bio - 200g,3257981787667,C,200 g,"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['France'],"['Farine de blé** 30,5% - sucre** - huile de palme** pépites de chocolat noir** 12 % ', 'pâte de cacao** - sucre** - beurre de cacao** - émulsifiant: lécithines de tournesol - extrait de vanille**', "" - farine de quinoa** 5% - flocons d'avoine** 5% - farine de seigle** 5% - farine d'orge** 5% - cacao maigre en poudre** 2% - arôme naturel de cacao - sel - arôme naturel de vanille - poudre à lever : carbonates d'ammonium - oeufs en poudre** - poudre de lait écrémé**""]",['Non végétalien'],2007,-3%,481,-2%,21,-10%,63,+1%,7,+7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Nature Bio', 'Cora', 'Match']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert']",,2007 kj(481 kcal),10,28,"0,33","0,132","['Etui', 'Carton', 'Film', 'Plastique']",,['Cora'],"['E322i - Lécithine', ""E503 - Carbonates d'ammonium""]",['Gluten'],4,21 g,en quantité élevée,10 g,en quantité élevée,28 g,en quantité élevée,0.33 g,en quantité modérée,-3%,-15%,-14%,-40%,-40%,16,-25%,D,-25%,"Biscuits aux céréales 45,5%, aux pépites de chocolat noir et au quinoa",['Huile de palme'],,,,,
1513,Maxi Tranches Cereales - Cora,3257981923522,,,,['France'],"[""Céréales 56% de blé 48,570 - farine et levain de seigle - farine d'épeautre 1 ,3% - son et germe de blé - malt et farine dlorge 1 % - flocons d'avoine 0,'8% - farine de riz - farine de sarrasin"", ' eau - sucre - graines de tournesol - huile de colza - gluten de blé - levure - graine de lin - se! - émulsifiante : E471', 'E472e - consenateur: propionate de Calcium - agent de traitement de la farine : acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",?,,1194,,"6,5",,46,,"8,2",,,,,,,,,['Cora'],,,4996 kj(1194 kcal),"0,9","6,2","1,1","0,44",,,['Cora'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']",['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,
