,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,ingredients_origins,nutriment_saturated-fat_tr_diff,quantity,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,traceability_code,generic_name,manufacturing,link,markets,additives,allergens,nova_score,brand_owner,palm_ingredients,producer_info
1123,Pure Honey - M & S - 340g,00853156,,"['France', 'Royaume-Uni']",[],[],?,328,"0,2","0,2","81,5","0,1",1372 kj(328 kcal),"80,8","0,1","0,04",B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,+13%,+83%,+6%,-69%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['M & S'],,+441%,340 g,0.2 g,en faible quantité,0.2 g,en faible quantité,80.8 g,en quantité élevée,0.1 g,en faible quantité,+12%,+16%,+517%,+517%,,,,,,,,,,['Marks & Spencer'],,,,,,
1124,White Bread Medium Sliced - Marks & Spencer,00870771,,['France'],"['Farine de blé contient Gluton Farim d', ' blé', 'Carbonate de calcium', 'Fer', ' Niacine', ' Thiamine', ' • Eau • Levure ', 'Levure • Levure enrichio en vitamino D', ' • Fibres de chicorée • Sel • Farine de soja Conservateur : E282 • Émulsifiant : E472e • Agent de traitement de la farine : Acide ascorbique • Huile de colza Pour les allergènes', 'voir tes ingrédients indiqués en gras', "" IMPORTANT Pour éviter tout risque d'étouffement"", ' remballage hors de portée des nourrissons et jeunes enfants CONSERVATION']","[""Pourrait contenir de l'huile de palme""]",?,235,"1,3","0,3","45,7","8,7",983 kj(235 kcal),"3,9","1,15","0,46",,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],"['E282 - Propionate de calcium', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",['Gluten'],4,,,
1125,Milk chocolate cookie dough bites - M&S - 140g,00873192,,"['France', 'Royaume-Uni']","['Sugar', ' Cocoa Butter • Dried Whole Milk', 'Glucose Syrup • Cocoa Mass • Wheatflour contains Gluten ', 'With Wheatflour', 'Calcium Carbonate', 'Iron', '\rNiacin', 'Thiamin', ' • Sweetened Condensed Milk ', 'Whole\rMilk', 'Sugar', 'Palm Oil', 'Unsalted Butter ', 'Milk', 'Dried\rSkimmed Milk', 'Humectant: Sorbitol • Fat Reduced \rCocoa Powder • Emulsifier: Soya Lecithin', 'E471', '\rSunflower Lecithin', 'Vanilla Extract', 'Butter Oil ', 'Milk', ' • \rShea Kernel Oil', 'Rapeseed Oil', 'Glazing Agent: Gum \rArabic', 'Shellac • Golden Syrup ', 'Invert Sugar Syrup', ',\rSalt • Palm Kernel Oil • Raising agent: Sodium \rBicarbonate • Vanilla Flavouring']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,488,24,"14,1","62,3","4,9",2042 kj(488 kcal),"53,1","0,3","0,12",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,-8%,-25%,+19%,-17%,,,,,,,,['M&S'],,-19%,140 g,24 g,en quantité élevée,14.1 g,en quantité élevée,53.1 g,en quantité élevée,0.3 g,en quantité modérée,-8%,+12%,+96%,+96%,26,+7%,E,+7%,,,,,,['Marks & Spencer'],"['E420 - Sorbitol', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait', 'Soja']",4,,,
1126,Fruit muesli - Simply M&S,00882286,,['France'],"['Oat 90itab/e Flakes ', 'contain Gluten', ' t ', '20%', ' Sultanas ', '17%', ' • Wheatflakes ', 'contain Gluten', ' ', '15%', ' Toasted Malted Wheatflakes ', '14%', ' ', 'Wheatflakes ', 'contain Gluten', ' • Barley Malt Extract ', 'contains Gluten', ' • Chilean Flame Raisins ', '12%', ' • Barley Flakes ', 'contain Gluten', ' ', '5%', ' • Dried Banana Chips ', '3', '5%', ' • Sugar • Sweetened Dried Cranberries ', '2%', ' ', 'Su ar • Cranberries • Sunflower Oil • Dried Apricots 1', '5%', ' • Coconut il • Dried Papaya ', ' %', ' • Dried Apple Pieces ', '1 %', ' • Sunflower Oil • Rice Flour • Preservative: E220 ', 'Sulphites', ' • Banana Flavouring', ' For allergens see ingredients in bold', ' Not suitable for Nut allergy sufferers due to manufacturing methods']",[],?,349,"4,8","2,8",63,"9,4",1460 kj(349 kcal),"25,6","0,05","0,02",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,-12%,-55%,+3%,-2%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Simply M&S'],,+3%,,4.8 g,en quantité modérée,2.8 g,en quantité modérée,25.6 g,en quantité élevée,0.05 g,en faible quantité,-13%,+42%,-66%,-66%,6,+75%,C,+75%,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']","['Gluten', 'Avoine', 'Anhydride sulfureux et sulfites']",4,,,
1127,Couscous aux Fruits à la Marocaine avec Sauce au Miel et à l'orange - Marks & Spencer,00896030,,['France'],"['Grains de couscous cuits ', '51 %', ' SEau • Semoule de blé dur ', 'contient i rouges • Raisins secs ', '5%', ' • Canneberges i', ' déshydratées sucrées ', '5%', ' ', 'Sucre • : Canneberges', "" • Jus d'orange à base de : concentré • Abricots déshydratés contiennent Sulfites"", ' ', '4%', ' • Jus de citron', '• Mie • Huile de : tournesol • Coriandre • Sel • Epices moulues i ', 'Cannelle • Curcuma • Poivre noir • Cumin • : Coriandre • Paprika fumé • Piment de Cayenne', "" • : Purée d'ail • Purée de gingembre"", ' Pour les to', 'r les Indiques en gras', "" i Peut contenïdes novâux : d'abricot"", ' CONSEILS taelanqer déficatement : avant de servir', "" CONSERVATION A consommer i jusqu'au : voir sur le devant de l'emballage"", ' : Conserver au réfrigérateur : de OOC à +50C', ' : Elaboré au Royaume-Uni']",[],?,191,"3,3","0,3","34,4","4,1",799 kj(191 kcal),"13,2","0,53","0,212",,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,
1128,Mexicain Aux 3 Haricots - M&S,00898133,,"['France', 'Royaume-Uni']","['Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' Eau · Haricots cornille ', '9%', ' · Tomates · Haricots marbrés ', '7%', 'Patates douces', 'Crème aigre ', 'Lait', 'Fromage monterey jack ', 'Lait', ' ', '5%', ' · Haricots rouges ', '5%', ' · Épinards· Oignons rouges · Huile de palme · Huile de colza · Citrons verts · Huile de tournesol · Fécule de maïs · Coriandre', "" Sucre Paprika déshydraté · Piments déshydratés · Huile d'olive vierge extra · Vinaigre de cidre · Purée de piment rouge · Sel · Poudre à lever : Bicarbonate de soude"", 'E450', 'Acide malique', 'Ciboulette', 'Citrons', ""Tomates déshydratées· Purée d'ail · Poivrons · Poivre noir moulu · Oignons déshydratés · Persil déshydraté · Correcteur d'acidité : Acide citrique · Ail déshydraté · Colorant : Extrait de paprika""]","['Huile de palme', 'Non végétalien']",?,201,"7,6","3,4","24,7",7,841 kj(201 kcal),"2,6","0,63","0,252",,"['Sandwichs', 'Wraps']",,-13%,-16%,-5%,-20%,,,,,,,,['M&S'],,+51%,,7.6 g,en quantité modérée,3.4 g,en quantité modérée,2.6 g,en faible quantité,0.63 g,en quantité modérée,-12%,+7%,-45%,-45%,0,-100%,B,-100%,,,,,,['Marks & Spencer'],"['E500ii - Carbonate acide de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E296 - Acide malique', 'E330 - Acide citrique', 'E160c - Extrait de paprika']","['Gluten', 'Lait']",4,,['Huile de palme'],
1129,Thon et Maïs sur du Pain Spécial - Marks & Spencer,00899918,"['Plein air', 'Ne pas congeler', 'Œufs de poules élevées en plein air', 'Point Vert', 'Fait avec des œufs de poules élevées en plein air']","['France', 'Royaume-Uni']","['Miettes de thon listao ', 'Poisson', ' ', '25 %', ' • Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', ': Niacine', 'Thiamine', ' • Eau • Maïs doux 17%', ' • : Huile de colza • Pétales de blé malté contient ', 'Gluten', ' • Son de blé ', ""contient Gluten • Fécule : de maïs • Sel • Vinaigre • Huile de colza pressée à froid • Jaune d'œufs de poules élevées en plein • air pasteurisés • Levure Levure • Levure enrichie "", '• en vitamine D', ' • Farine d orge malté ', 'contient • Gluten ', ' • Œufs de poules élevées en plein air pasteurisés : Gluten de blé • Poivre noir : concassé • Émulsifiant : E472e', 'E471 • Farine de blé malté ', 'contient Gluten ', ' • Jus de citron • concentré • Graines de moutarde noire • Farine de moutarde • Sucre • Agent de traitement de la farine : Acide ascorbique • Huile de palme • Graisse de palme • Amidon de blé ', 'contient Gluten ']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,199,8,"0,7","18,1","12,2",833 kj(199 kcal),"2,8","0,83","0,332",,"['Sandwichs', 'Sandwichs au poisson', 'Réfrigérés']",,-12%,-9%,-30%,+26%,,,,,,,,['Marks & Spencer'],,-51%,,8 g,en quantité modérée,0.7 g,en faible quantité,2.8 g,en faible quantité,0.83 g,en quantité modérée,-12%,-12%,-30%,-30%,-2,-180%,A,-180%,"['Frais', 'Carton', 'Plastique']",,Miettes de thon listao avec du maïs doux et de la sauce à la mayonnaise sur du pain brun spécial à I'anglaise. - Thon et Maïs sur du Pain Spécial,['Royaume-Uni'],,['Marks & Spencer'],"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']","['Œufs', 'Poisson', 'Gluten', 'Moutarde']",4,,['Huile de palme'],
1130,Organic Raw Honey 100% U.S. Grade A from Brazil 680g - Kirkland - 680g,0096619032938,['Bio'],"['France', 'Polynésie française', 'États-Unis']",['organic raw honey'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,286,0,,"80,95",0,1197 kj(286 kcal),"76,19",0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,-1%,-100%,+5%,-100%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Kirkland'],,,680 g,0 g,en faible quantité,,,76.2 g,en quantité élevée,0 g,en faible quantité,-2%,+10%,-100%,-100%,,,,,,,,,,,,,2,Costco Companies Inc.,,
1131,Pate a tartiner - KIRKLAND - 1kg,0096619356140,,['France'],"['SUCRE', 'HUILE DE TOURNESOL', 'NOISETTES ', '1 3%', 'CACAO MAIGRE EN POUDRE ', '7,4%', 'LAIT ÉCRÉMÉ EN POUDRE', 'BEURRE DE CACAO', 'LACTOSÉRUM EN POUDRE', 'HUILE DE COCO', 'ÉMULSIFIANT : ', 'TOURNESOL', 'ARÔME,']",['Non végétalien'],?,535,"30,4","5,6","57,5","6,1",2238 kj(535 kcal),55,"0,1","0,04",D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,-3%,-11%,+12%,-11%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,['KIRKLAND'],,-27%,1 kg,30.4 g,en quantité élevée,5.6 g,en quantité élevée,55 g,en quantité élevée,0.1 g,en faible quantité,-3%,+15%,-3%,-3%,18,-13%,D,-13%,,,,,,,,['Fruits à coque'],4,,,
1132,Maple Syrup - Kirkland Signature - 1L (33.8FL OZ),0096619679133,"['Bio', 'Kascher', 'en:USDA Organic', 'en:Orthodox Union Kosher']","['France', 'États-Unis']","['pure organic maple syrup,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,350,0,0,90,0,1460 kj(350 kcal),"88,3","0,004","0,002",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,+28%,-100%,+32%,-100%,,,,,,,,"['Kirkland Signature', 'Kirkland']",,-100%,1L (33.8 FL OZ),0 g,en faible quantité,0 g,en faible quantité,88.3 g,en quantité élevée,0.00423 g,en faible quantité,+28%,+45%,-97%,-97%,14,+6%,D,+6%,"['plastic bottle', 'hdpe-bottle']",,Maple Syrup,['United States'],,,,,2,,,
1133,Melange de noix non salee - Kirkland - 1.13kg,0096619829453,,['France'],[],[],?,190,16,2,7,5,795 kj(190 kcal),2,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",,-66%,-63%,-63%,-69%,,,,,,,,['Kirkland'],,-64%,1.13 kg,16 g,en quantité modérée,2 g,en quantité modérée,2 g,en faible quantité,,,-66%,-78%,,,,,,,,,,,,,,,,,,
1134,Poitrine de poulet - kirkland - 354g,0096619879915,,['France'],"['viande de poitrine de poulet', 'eau', 'arômes ', 'sel', 'amidon de mais modifié', 'phosphates de sodium', 'bouillon de poulet', 'arômes naturels', ' DDEDADED Fo Our']","['Non végétalien', 'Non végétarien']",?,109.09090909091,"1,818",0,0,"23,636",456 kj(109 kcal),0,"0,864","0,345",,['Viande de poulet'],,,-77%,-100%,+23%,,,,,,,,['Kirkland'],,-100%,354 g,1.82 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.864 g,en quantité modérée,-33%,-100%,-20%,-20%,-1,-123%,A,-123%,['Conserve'],,,,,,,,4,,,
1135,kirkland,0096619998968,,['France'],[],[],?,587,40,"13,3","43,3",10,2456 kj(587 kcal),"33,3","0,125","0,05",,"[""en:Aliments d'origine végétale"", 'en:Aliments et boissons à base de végétaux', 'en:Amandes', 'en:Fruits à coques', 'en:Fruits à coques et dérivés']",,+83%,+172%,+37%,+87%,,,,,,,,['Kirkland'],,+357%,,40 g,en quantité élevée,13.3 g,en quantité élevée,33.3 g,en quantité élevée,0.125 g,en faible quantité,+87%,+285%,-80%,-80%,19,+180%,E,+180%,,,,,,,,"['Lait', 'Fruits à coque', 'Soja']",,,,
1136,Glace vanille bourbon - Bofrost,0097069110702,,"['France', 'Allemagne']",[],[],?,225,"12,1","10,6","25,3","3,5",941 kj(225 kcal),"23,2","0,18","0,072",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,-3%,+3%,-9%,+11%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Bofrost'],,+39%,,12.1 g,en quantité modérée,10.6 g,en quantité élevée,23.2 g,en quantité élevée,0.18 g,en faible quantité,-3%,-1%,+20%,+20%,17,+27%,D,+27%,['Stück'],,,,,,,,,,,
1137,Portobello Mushroom Pasta Sauce - 365 - 6servings,0099482455743,['Bio'],"['France', 'États-Unis']","['Organic diced tomatoes', 'organic tomato puree', 'organic portobello mushrooms', 'organic extra virgin olive oil', 'organic onions', 'salt', 'organic garlic', 'organic basil', 'organic dehydrated garlic', 'organic dehydrated onion', 'organic oregano']",[],?,50.847457627119,"2,119",0,"5,932","1,695",213 kj(50 kcal),"3,39","0,869","0,347",,"['Epicerie', 'Sauces']",,-79%,-88%,-40%,-37%,,,,,,,,"['365', '365 Everyday Value']",,-100%,6 servings,2.12 g,en faible quantité,0 g,en faible quantité,3.39 g,en faible quantité,0.869 g,en quantité modérée,-78%,-48%,-64%,-64%,1,-91%,B,-91%,,,,,,,,,3,"Whole Foods Market, Inc.",,
1138,Pork crackling sea salt - Marks & Spencer,00904377,,['France'],[],[],?,610,"46,6","35,2","0,1","47,3",2552 kj(610 kcal),"0,1",2,"0,8",,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Chicky choccy speckled eggs - Marks & Spencer,00907002,,['France'],[],[],?,478,"23,3","14,4","61,5","4,9",2000 kj(478 kcal),61,"0,15","0,06",,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Milk chocolate smothered,00917568,,['France'],[],[],?,458,"16,4",10,74,"3,1",1916 kj(458 kcal),"61,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Intense Dark Chocolate - Marks & Spencer - 100g e,00938112,"['Végétarien', 'Commerce équitable', 'Fairtrade International', 'Point Vert', 'Fabriqué en Italie']","['France', 'Royaume-Uni']","['Masse de cacao', 'beurre de cacao', 'cacao en poudre', 'sucre de canne', 'extrait de vanille']",['Végétarien'],?,632,"52,6",32,"25,4","9,1",2644 kj(632 kcal),"17,2","0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",,+14%,+35%,-34%,+19%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Marks & Spencer'],['en:Pérou'],+37%,100 g e,52.6 g,en quantité élevée,32 g,en quantité élevée,17.2 g,en quantité élevée,0.1 g,en faible quantité,+14%,-48%,+155%,+155%,15,-31%,D,-31%,['Papier'],,Chocolat Noir Intense,['Italie'],,['Marks & Spencer'],,,,,,
1142,Organic Reduced sugar strawberry preserve - Trader Joe's - 15.2oz,00952279,,"['France', 'États-Unis']","['Organic strawberries', 'organic sugar', 'water', 'fruit pectin', 'calcium chloride and citric acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,138.88888888889,0,"0,1","38,889",0,581 kj(138 kcal),"33,333","0,139","0,056",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,-36%,-100%,-27%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"[""Trader Joe's""]",,+122%,15.2 oz,0 g,en faible quantité,0.1 g,en faible quantité,33.3 g,en quantité élevée,0.139 g,en faible quantité,-36%,-34%,+512%,+512%,3,-66%,C,-66%,,,,,,"[""Trader Joe's""]","['E440 - Pectines', 'E330 - Acide citrique']",,4,,,
1143,6 pancakes - Marks And Spencer,00973809,['en:gluten-free'],['France'],[],[],?,215,"1,7","0,5","42,5","3,8",900 kj(215 kcal),"14,2","1,13","0,452",,['Pancakes'],,-29%,-82%,+3%,-59%,,,,,,,,['Marks And Spencer'],,-75%,,1.7 g,en faible quantité,0.5 g,en faible quantité,14.2 g,en quantité élevée,1.13 g,en quantité modérée,-29%,-12%,+12%,+12%,7,-36%,C,-36%,"['Carton', 'sachet plastique']",,,,,['Marks & Spencer'],,,,,,
1144,Bran Flakes - By Sainsbury's,01166019,,"['France', 'Royaume-Uni']",[],[],?,363,3,"0,6","67,1","10,1",1519 kj(363 kcal),"12,4","0,71","0,284",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,-9%,-66%,+1%,+8%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"[""By Sainsbury's""]",,-73%,,3 g,en quantité modérée,0.6 g,en faible quantité,12.4 g,en quantité modérée,0.71 g,en quantité modérée,-9%,-26%,+99%,+99%,4,-26%,C,-26%,,,,,,,,,,,,
1145,Organic Tomato Ketchup - Heinz,01389900,"['Bio', 'en:gluten-free', 'en:USDA Organic']","['France', 'États-Unis']","['organic tomato concentrate from red ripe organic tomatoes', 'organic distilled vinegar', 'organic sugar', 'salt', 'organic onion powder', 'organic spice', 'natural flavoring,']",[],?,118,0,0,"29,41",0,494 kj(118 kcal),"23,53","2,795","1,118",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,+11%,-100%,+30%,-100%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['Heinz'],,-100%,,0 g,en faible quantité,0 g,en faible quantité,23.5 g,en quantité élevée,2.79 g,en quantité élevée,+13%,+20%,+40%,+40%,16,+32%,D,+32%,,,,,,['Walgreens'],,,4,Yakhin Canning Co. Ltd.,,
1146,Fluffy Stuff - Charms - 71g,0142000032046,,['France'],"['sucre', 'arômes', 'colorants ', 'E133', 'E129', 'E102']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",590,380,0,0,100,0,590 kj(380 kcal),100,0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",-62%,+7%,-100%,+20%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Charms'],,-100%,71 g,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,-61%,+72%,-100%,-100%,11,-24%,D,-24%,"['Sachet', 'Plastique']",,,,,,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E102 - Tartrazine']",,4,,,
1147,Scivation Whey & Vasocharge - 384g,0181030000236,,"['Australie', 'France']",[],[],?,0,0,0,0,0,0 kj(0 kcal),0,"0,55","0,22",,['Compléments alimentaires'],,-100%,-100%,-100%,-100%,,,,,,,,['Scivation'],,-100%,384 g,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.55 g,en quantité modérée,-100%,-100%,-1%,-1%,2,-70%,B,-70%,,,,,,,,,,,,
1148,Skumfidushjerter - Tstores,0200030058600,['Fabriqué en France'],['France'],"['sirop de glucose', 'sucre', 'chocolat 25 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'E 322 ', 'soja', 'eau', 'dextrose', 'cacao maigre en poudre 2%', 'gélatine ', 'porc', 'arôme', ' Peut contenir du blé', ""de l'orge"", 'des arachides', 'des noisettes', 'des noix', 'des noix de pécan', 'des pistaches et du lait']","['Non végétalien', 'Non végétarien']",?,383,"9,3","5,6",70,4,1602 kj(383 kcal),63,"0,01","0,004",,,,,,,,,,,,,,,['Tstores'],,,,,,,,,,,,,,,,,,,,,,,,,,"['E322 - Lécithines', 'E428 - Gélatine']",['Soja'],4,,,
1149,Soupe Carotte & coriandre - Les Recettes Ferme D’anchin,0200514010896,['Bio'],['France'],"['Eau', 'carottes* ', '27%', 'oignons*', 'de riz', 'beurrer', 'sel', 'sucre*', 'coriandre* Traces éventuelles de céleri*', 'moutarde*', 'gluten?', "" * Ingrédients issus de l'Agriculture Biologique""]",[],?,26,"0,8","0,5",4,"0,3",109 kj(26 kcal),"1,7","0,54","0,216",,,,,,,,,,,,,,,['Les Recettes Ferme D’anchin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1150,Mini beignets - Carrefour,0202147016405,,['France'],"['Inçlrédients: Farine de BCE', 'Fourrage au chocolat aug 247', ' ', 'sucre', 'graisse vegetale de écréme en poudre', 'chocolat poudre', ' pate de cacao', 'sucre', ' lécithine de SDTR', 'art', 'me naturel de vanille', 'graisstas végétales ', 'colza', 'paltoe durable RSP', 'eau', 'OEIJF', 'sucre', 'BEURRE', 'décor ', 'dextrose', 'anidcn BLEI graisse de palne', ' GLUTEN de BLE', 'levure', 'sel', 'énulEiFiant E47i', 'colorant F-160a', 'antioxydant E30CI', 'malt de BLEI']",['Non végétalien'],?,428,24,"8,5",45,"6,8",1791 kj(428 kcal),19,"0,72","0,288",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,+21%,+52%,-0%,+7%,,,,,,,,['Carrefour'],,+145%,,24 g,en quantité élevée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,+20%,+17%,-2%,-2%,20,+67%,E,+67%,,,,,,['Carrefour'],,"['Gluten', 'Lait']",4,,,
1151,Flan 6 parts - Carrefour - 950g,0202249036080,,['France'],"['LAIT écrémé 58,87%', 'pÅte Feuilletée 13,4%', 'Farine de Blé Dont Gluten DE Blé BEURRE 3,6%,eau,sel', 'sucre,OEUFS,BEURRE,amidons modifies de mais,amidon de mais,arômes', 'colorants:caroténoïdes', 'E160a', ',curcumine', 'E100']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,?,,?,?,,,,,B,"['Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",,,,,,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,['Carrefour'],,,950 g,,,,,,,,,,,,,,,,,,,,,,"['Carrefour Market', 'Carrefour']","['E14XX - Amidons modifiés', 'E160 - Caroténoïdes', 'E160a - Carotènes mélangés', 'E100 - Curcumine']","['Œufs', 'Lait']",4,,,
1152,Bugnes parfum fleur d'oranger - Thomas Brioche,0202519022300,,['France'],"['farine de blé', 'levain ', 'farine de blé,eau', ',beurre concentré reconstitué 12,6%,oeufs frais,sucre,eau', 'arôme fleur orangee,levure', 'sel,arôme']",['Non végétalien'],?,433,"21,1","12,1","49,2","9,7",1812 kj(433 kcal),"9,8","0,93","0,372",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,+22%,+34%,+9%,+53%,,,,,,,,['Thomas Brioche'],,+249%,,21.1 g,en quantité élevée,12.1 g,en quantité élevée,9.8 g,en quantité modérée,0.93 g,en quantité modérée,+22%,-40%,+26%,+26%,21,+75%,E,+75%,,,,,,,,"['Œufs', 'Gluten']",4,,,
1153,"Faux filets - Boucheries André - 0,380kg",0202883054716,,['France'],['viande de bœuf charolaise'],[],?,?,?,,?,?,,,,,,"['Viandes', 'Bœuf', 'Faux filets']",,,,,,,,,,,,,['Boucheries André'],,,"0,380 kg",,,,,,,,,,,,,,,,,"['Plastique', 'Barquette']","['FR 01.053.030 CE', 'Bourg-en-Bresse (Ain, France)', 'FR 69.027.063 CE', 'Brignais (Rhône, France)']",Faux filets,,,,,,,,,
