,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,packaging,traceability_code,allergens,nova_score,markets,generic_name,ingredients_origins,manufacturing,additives,brand_owner,link,palm_ingredients
100,Crackers,3564700096574,['France'],[],[],?,467,1954 kj(467 kcal),20,"3,3",64,"6,5","6,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mr. Freeze,5060191280280,['France'],[],[],?,29,121 kj(29 kcal),0,0,"6,8","6,8",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Picnic,7622210797032,['France'],[],[],?,479,2004 kj(479 kcal),23,"9,8",60,45,"7,3","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Poulet Rôti,2209550004676,['France'],[],[],?,181,757 kj(181 kcal),9,"2,5",1,0,24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,,
104,XXL burger,8436556395550,['France'],[],[],?,332,1389 kj(332 kcal),"0,2","0,2",77,58,"4,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,
105,Crème glacée menthe chocolat,3373202903651,['France'],[],[],?,211,883 kj(211 kcal),9,"5,1","26,1","18,4","6,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.020.090 CE', 'Briec (Finistère, France)']",,,,,,,,,,
106,Biscuits fourrés canelle pomme,3760145858535,['France'],[],[],?,403,1686 kj(403 kcal),14,"7,9",63,29,"4,7","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Chips de verdura,8437016869055,['France'],[],[],?,487,2038 kj(487 kcal),"30,8","3,8","49,8","23,8","6,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Gouda vieux - Carrefour,0209273023024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
109,Infusion Chanvre Verveine Citron,3795895100016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Lait du limousins,3760043166473,['France'],[],[],?,46,192 kj(46 kcal),"3,2",2,"9,6","9,6","6,4","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Chips de pain de seigle ail et fromage,3760292541021,['France'],[],[],?,498,2084 kj(498 kcal),"27,6","1,3","50,8","9,2","6,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
112,Gelée de fleurs de sureau,3760099519513,['France'],[],[],?,230,962 kj(230 kcal),0,0,57,47,"0,485","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
113,Acerola bio 1492,3700216229598,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
114,0060383200572,0060383200572,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,
115,Café instantané,8935024142370,['France'],[],[],?,444,1858 kj(444 kcal),15,14,76,75,"1,3","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Miel du Pays de la Loire,3301080002661,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Double sandwich wafers strawberry - Muji,4549738664444,['France'],[],[],?,548,2293 kj(548 kcal),32,30,61,35,"4,2","0,2","0,08",,,,,,,,,,,,,,,['Muji'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Sablés gourmands bio,3700324427121,['France'],[],[],?,499,2088 kj(499 kcal),23,15,64,25,"7,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,
119,Boule  ordinaire,0260001005903,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Préparation pour pizza,8018211080676,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Confiture de baie d'églantier,3546940010329,['France'],[],[],?,236,987 kj(236 kcal),"0,3","0,29","57,5","50,8",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,yaourts de normandie,3760055620192,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Confiture fraise basilic - J'Aime Boc'Oh - 350g,3770008034563,['France'],"['56% de fruits ', '28% de fraises et 28% de pommes', 'du sucre', 'du basilic et du jus de citrons!']",[],?,218,912 kj(218 kcal),0,0,55,55,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",,+0%,-100%,+6%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"[""J'Aime Boc'Oh""]",0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,+0%,-100%,+9%,-100%,-100%,11,+15%,D,+15%,350 g,,,,,3,,Confiture de fraise et pomme,,,,,,
124,Cœur de couenne,0209082020603,['France'],[],[],?,141,590 kj(141 kcal),"6,2","2,2","0,5","0,5","20,7","1,92","0,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,
125,Mini Tressés,3088857000661,['France'],[],['Sans huile de palme'],?,368,1540 kj(368 kcal),"14,9","2,5","48,7","15,9","7,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,
126,Ciambelle,8004800232014,['France'],[],[],?,429,1795 kj(429 kcal),"22,5","8,3","50,7","29,8","5,1","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Miel fleurs de printemps,3770010129080,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Yaourt nature 0%,57560069,['France'],[],[],?,47,197 kj(47 kcal),"0,5","0,5","7,2","7,2","4,6","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Super Mario Party,45496422950,['France'],[],[],?,3,13 kj(3 kcal),"0,7",0,5,1,10,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Ruchers du mas de tessan,31200240,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Millet décortiqué bio - 250g,3506070030291,['France'],[],[],?,378,1582 kj(378 kcal),"4,22",0,"72,85",0,"11,02",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-09', 'AB Agriculture Biologique']",,,,,,,,,,,,
132,Les ėpisalés de l ile de Ré,9339567347275,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Tartin'ail piquant,3700359216011,['France'],[],[],?,214,895 kj(214 kcal),"8,2","0,6","23,7","1,6","9,7","6,8","2,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Curry bio - 75g,3390120009265,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,
135,Nuciola - 200g,3875432001102,['France'],[],[],?,511,2138 kj(511 kcal),27,4,54,50,11,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
136,Flavoured Candy - Mcennedy - 150g,20487805,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Mcennedy'],,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,,
137,Blanc poire,3262850042112,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Müesli food2run,5425016985052,['France'],[],[],?,460,1925 kj(460 kcal),"23,5","4,9","41,1","8,1","17,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,
139,"Caramel au beurre salé, à la fleur de sel - 320g",3760072742006,['France'],[],[],?,71,297 kj(71 kcal),3,2,11,7,2,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
140,Sal marina de mesa FINA - Coviran,8422823110568,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Coviran'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Blanc de poulet - Le Gaulois - 240g,3266980826062,['France'],[],[],?,110,460 kj(110 kcal),"2,4","0,01","0,8","0,6",21,"1,6","0,64",,,,,,,,,,,,,,,['Le Gaulois'],,,,,,,,,,,,,,,,,,240 g,,,,,,,,,,,,,
142,Magret de caanard du sud ouest - 280g,3450180096770,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280 g,,,,,,,,,,,,,
143,Les p'tits plaisirs de céleste,3770007116284,['France'],[],[],?,217,908 kj(217 kcal),"18,6","14,3","7,6","6,8","2,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
144,Rose,3374601399434,['France'],[],[],?,391,1636 kj(391 kcal),"0,2",0,97,67,"0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Pains chocolat AOP pure beurre,0260146017052,['France'],[],[],?,415,1736 kj(415 kcal),23,16,"41,7","12,4","8,6","0,87","0,348",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,+5%,+5%,-1%,+20%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,23 g,en quantité élevée,16 g,en quantité élevée,12.4 g,en quantité modérée,0.87 g,en quantité modérée,+5%,+20%,+3%,-4%,-4%,20,+2%,E,+2%,,,,,,,,,,,,,,
146,Pure orange extract - Mccormick,0052100070780,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Mccormick'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Bûchette sésame - Carrefour,0202059007546,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
148,Olives vertes,8427650502647,['France'],[],[],?,159,665 kj(159 kcal),"15,6","3,6","0,18","0,18","1,8",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Sandwich Pavé - Poulaillon,3581084129001,['France'],[],[],?,287,1201 kj(287 kcal),"12,9","5,5","29,3","1,8","12,6","1,2","0,48",,,,,,,,,,,,,,,['Poulaillon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Yaourt fraise biologique - Bio des Peupliers - 125g,3374270901037,['France'],"[""Lait entier* de Normandie issu d'animaux nourris sans OGM "", '<0', '9%', 'préparation fraise* ', '20%', ' ', 'fraise* ', '50%', 'sucre de canne*', 'eau', 'pectine', 'jus concentré de citron*', 'sucre de canne* ', '3%', 'poudre de lait écrémé*', ""ferments lactiques\r * Produits issus de l'agriculture biologique"", 'certifié par ECOCERT-FR-BIO-01']",['Non végétalien'],?,108.38,453 kj(108 kcal),"2,55","1,62","18,08","16,33","3,28","0,02","0,008",A,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise', 'Yaourts biologique']",,+11%,-15%,+37%,-11%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Bio des Peupliers', 'Ferme des Peupliers']",2.55 g,en faible quantité,1.62 g,en quantité modérée,16.3 g,en quantité élevée,0.02 g,en faible quantité,+11%,-15%,+32%,-81%,-81%,2,-26%,B,-26%,125g,"['Bio', 'Bio européen', 'Sans OGM', 'AB Agriculture Biologique']","['pot en verre', 'Verre', 'Pot']","['FR 27.247.001 CE', 'Flipou (Eure, France)']",,4,,Yaourt ferme au lait entier biologique sur lit de fraise biologique,"['France', 'Normandie', 'Fretteville']","['France', 'Normandie', 'Fretteville']",['E440 - Pectines'],,,
151,La laitière Feuilleté de mousse - Nestlé,0205853005183,['France'],[],[],?,219,916 kj(219 kcal),"13,9","9,2","18,2","17,8","4,4","0,21","0,084",,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Pâté recette Basque piquant - 180g,3304188500664,['France'],[],[],?,326,1364 kj(326 kcal),30,"7,2",2,1,12,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,,,,
153,"Fresubin Energy Drink Vanille Trinkflasche, 4X200 ML",40860275,['France'],[],[],?,26,109 kj(26 kcal),0,0,6,6,0,"0,13","0,052",,,,,,,,,,,,,,,['Fresubin'],,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,
154,Gamay 2012 vin rouge,3534350060751,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,
155,Frutta and co,24000105923,['France'],[],[],?,49,205 kj(49 kcal),0,0,10,10,"0,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Pain la Bel Air,3289664280707,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Thé vert au yuzu pomme et badiane,3760166261666,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Cotes de porc provencale,3266110059049,['France'],[],[],?,158,661 kj(158 kcal),"9,5","3,2","1,3","0,6",17,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 22.388.001 CE', ""Vildé-Guingalan (Côtes-d'Armor, France)""]",,,,,,,,,,
159,Egrené pur boeuf,3554983010145,['France'],[],[],?,248,1038 kj(248 kcal),20,"8,6",0,0,17,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Piémontaise nature,3061432108471,['France'],[],[],?,0,0 kj(0 kcal),"5,9","0,6",11,1,"1,7","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Eclairs au chocolat - 420g,0222169017051,['France'],[],[],?,242,1013 kj(242 kcal),11,"5,8",31,19,"4,7","0,46","0,184",,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",,-5%,-11%,-2%,+8%,,,,,,,,,11 g,en quantité modérée,5.8 g,en quantité élevée,19 g,en quantité élevée,0.46 g,en quantité modérée,-5%,0%,-6%,+20%,+20%,14,+9%,D,+9%,420 g,,,,,,,,,,,,,
162,unplug sometimes,3760267420139,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
163,Sushi Boat,7613269418023,['France'],[],[],?,132,552 kj(132 kcal),"3,7","0,5",19,"4,3","5,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Cassoulet aux Haricots Tarbais,3488375004002,['France'],[],[],?,156,653 kj(156 kcal),"9,3","3,4",5,"0,7","11,5","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Salsa taco - 230g,8437008915753,['France'],[],[],?,44,184 kj(44 kcal),"0,2","0,1","8,5",5,"1,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 g,,,,,,,,,,,,,
166,Crème anglaise,3606599322782,['France'],[],[],?,94,393 kj(94 kcal),3,"1,9","13,8","12,8","2,9","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Les Vendanges de l'espoir,3215190014219,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Déconseillé à certaines catégories de personnes', 'Non recommandé aux femmes enceintes']",,,,,,,,,,,,
168,Crème dessert vanille,1663,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Negrette,3760201500507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Yaourt fermier nature,3760266460006,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,-100%,,,,,,,,,,,,,,,,,,,,-100%,,,,,,,,,,,,,,,,,,,,,,
171,Nougat - 200g,3343003310569,['France'],[],[],?,412,1724 kj(412 kcal),"8,7","0,65",78,44,"4,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
172,Foie gras - Fauchon,3457040098974,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Château FOMBRAUGE 2014,3344200003513,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Mocchi glacé - Little Moons,5027324000467,['France'],[],[],?,202,845 kj(202 kcal),"4,7","2,8",37,26,0,"0,13","0,052",,"['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,-14%,-27%,-12%,-100%,,,,,,,,['Little Moons'],4.7 g,en quantité modérée,2.8 g,en quantité modérée,26 g,en quantité élevée,0.13 g,en faible quantité,-14%,-35%,-4%,+54%,+54%,9,-20%,C,-20%,,,,,,,,,,,,,,
175,Tarte au fraise,0208785015749,['France'],[],[],?,178,745 kj(178 kcal),"6,6",4,26,15,"2,8","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Rillettes d'oie,3351090790430,['France'],[],[],?,375,1569 kj(375 kcal),33,12,"0,5","0,5",20,"1,4","0,56",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",,-6%,-10%,+42%,+26%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,33 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,-6%,+1%,+120%,+8%,+8%,20,+3%,E,+3%,,,,,,,,,,,,,,
177,Mélange tonus,2600285035360,['France'],[],[],?,460,1925 kj(460 kcal),22,"2,1",42,26,20,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Côtes de provence,3381781000401,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Provence']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
179,Raisin sec,0200030000005,['France'],[],[],?,323,1351 kj(323 kcal),"0,6","0,2",75,59,3,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Gâteau aux amandes,3518370200045,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Emmental - Eco+,2860001021453,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Eco+'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Compresses en non tissé,3700149431396,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Tomate frito,8413080317265,['France'],[],[],?,109,456 kj(109 kcal),"3,3",0,19,8,"0,4","1,5","0,6",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']",,+25%,-18%,+106%,-69%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,3.3 g,en quantité modérée,0 g,en faible quantité,8 g,en quantité modérée,1.5 g,en quantité modérée,+29%,-100%,+15%,+35%,+35%,8,+53%,C,+53%,,['Fabriqué en Espagne'],,,,,,,,,,,,
184,Filet mignon de coche sèche,2568687006251,['France'],[],[],?,264,1105 kj(264 kcal),"7,4","3,2","0,5","0,5",49,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Morue sèche - Lidl,20091057,['France'],[],[],?,84,351 kj(84 kcal),7,3,0,0,"19,4","2,7","1,08",,,,,,,,,,,,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Pack 4ux25cl Tonica Schweppes Ampolla Vidre - 4x 25cl,8414100342656,['France'],[],[],?,36,151 kj(36 kcal),0,0,"8,5","8,4",0,"0,03","0,012",,,,,,,,,,,,,,,['Schweppes'],,,,,,,,,,,,,,,,,,4 x 25 cl,,,,,,,,,,,,,
187,Gain Bolic 6000 Le Gainer Olimp Nutrition - Vanill,5901330038020,['France'],[],[],?,376,1573 kj(376 kcal),"1,8",1,75,32,15,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Anissetes Mous,8412080095456,['France'],[],[],?,380,1590 kj(380 kcal),1,0,97,97,"0,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Creme dessert au chocolat - 500g,3770002814109,['France'],[],[],?,126,527 kj(126 kcal),"2,99","1,7","20,3","19,1","4,6","0,5","0,2",B,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']",,-7%,-35%,+9%,+27%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,,2.99 g,en faible quantité,1.7 g,en quantité modérée,19.1 g,en quantité élevée,0.5 g,en quantité modérée,-6%,-41%,+19%,+233%,+233%,6,+27%,C,+27%,500 g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
190,Galette Pur Beurre,3229580016561,['France'],[],[],?,444,1858 kj(444 kcal),16,10,66,31,5,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Munch BLT,5055279019524,['France'],[],[],?,922,3858 kj(922 kcal),"9,1","2,1","24,4","3,5","8,5","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Meule de Savoie -,2630301033728,['France'],[],[],?,411,1720 kj(411 kcal),"33,5","20,51","1,34","0,2","26,11","0,68","0,272",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France']",,+2%,+2%,+141%,-4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,33.5 g,en quantité élevée,20.5 g,en quantité élevée,0.2 g,en faible quantité,0.68 g,en quantité modérée,+2%,-5%,-34%,-16%,-16%,13,+3%,D,+3%,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
193,"Dessert lactée bio au lait entier, au chocolat",3339528073003,['France'],[],[],?,128,536 kj(128 kcal),"3,8","2,2","19,5","16,8","0,01","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
194,Couscous l'Authentique - Le Renard,3038359009464,['France'],[],[],?,344,1439 kj(344 kcal),"2,5","0,42","63,9","3,1","12,9","0,01","0,004",,,,,,,,,,,,,,,['Le Renard'],,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
195,Brownies,3404133333528,['France'],[],[],?,470,1966 kj(470 kcal),"29,1","11,2","44,7",36,"5,8","0,064","0,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
