,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,generic_name,quantity,packaging,markets,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
1540,Pipas Peladas,8428594002767,,['France'],[],,,[],,?,655,2741 kj(655 kcal),"56,5",7,"2,7","2,7","6,9","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Sardines - Luis Escuris Batalla,8428607060715,['Luis Escuris Batalla'],['France'],[],,,[],,?,210,879 kj(210 kcal),"12,2","3,4",0,0,"25,1","0,975","0,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Salade chinoise,8428626000013,,['France'],[],,,[],,?,37,155 kj(37 kcal),"0,2","0,05","7,4","6,1","1,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Miel de Milflores - Pelli,8428626011705,['Pelli'],['France'],[],,,[],,?,322,1347 kj(322 kcal),"0,1","0,1","0,1","0,1","0,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,['Verre'],,,,,,,,,,,,,,,,,,,,,,,
1544,Pimiento de Espelette A.O.P,8428647004441,,['France'],[],,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', ""Piments d'Espelette""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,,,,,,
1545,Oli Oliva Extra Verge de Pau - empordalia,8428913010404,['Empordalia'],"['France', 'Espagne']",[],,,[],,?,900,3766 kj(900 kcal),100,17,0,0,0,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+21%,,,,-100%,-100%,,,,,,100 g,en quantité élevée,7,+14%,C,+14%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
1546,Miel con Jalea Real - Luna de Miel - 250g,8428919204265,['Luna de Miel'],"['France', 'Espagne']","['Miel ', '96%', 'gelée royale ', '4% equivale a 10g']",,,['Non végétalien'],,?,332,1389 kj(332 kcal),0,0,82,64,"0,7","0,1","0,04","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",0 g,en faible quantité,64 g,en quantité élevée,0.1 g,en faible quantité,,+3%,+3%,-100%,-100%,+2%,-12%,-0%,+280%,+280%,,,250 g,,,0 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
1547,Pomme de terre demi bio Nicola,8429033027150,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-027-RI']",,,,,,,,,,,,,,,,,,,,,,,,,,
1548,BROCOLI -,8429045032036,,['France'],[],,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Brocolis', 'Légumes frais', 'Brocolis frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,67.2%,0.0%,0.0%,13.2%,18.9%,0.6%,98,,,,,,,,
1549,Carajitos de avellana - Monasterio,8429092002129,['Monasterio'],['France'],[],,,[],,?,428,1791 kj(428 kcal),"24,4","1,66","43,45","38,75","6,61",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Huile d'olive,8429291000087,,['France'],[],,,[],,?,899,3761 kj(899 kcal),100,14,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",14 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,0%,,,,,,,,,,,100 g,en quantité élevée,,,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
1551,Huile d’olive extra vierge - Dominius,8429291100169,['Dominius'],['France'],"['Dominus es resultado de una esmerada elaboracién en frio a partir de aceitunas de cosecha propia de la variedad Picual', 'cuidadosamente seleccionadas y recolectadas a mano a principio de temporada']",,,[],,?,899,3761 kj(899 kcal),100,14,"0,5","0,3","0,1","0,6","0,24",['Matières grasses'],14 g,en quantité élevée,0.3 g,en faible quantité,0.6 g,en quantité modérée,,+12%,+12%,+13%,-39%,+123%,+85%,-44%,+208%,+208%,,,,,,100 g,en quantité élevée,13,+15%,D,+15%,,,,,,,,,,,,,,,,
1552,Torreznos Seleccion,8429350500060,,['France'],[],,,[],,?,605,2531 kj(605 kcal),45,13,"0,1","0,1",50,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Eau mineral naturel,8429359001186,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,0 g,en faible quantité,0,-100%,A,-100%,,,,,,,,,,,,,,,,
1554,Cigarrillos de chocolate -,8429360000369,,"['France', 'Espagne']",[],,,[],,?,566,2368 kj(566 kcal),34,22,58,45,6,"1,1","0,44","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes']",22 g,en quantité élevée,45 g,en quantité élevée,1.1 g,en quantité modérée,,+13%,+13%,+37%,+50%,-6%,+31%,+9%,+221%,+221%,,,,,,34 g,en quantité élevée,30,+36%,E,+36%,C,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,,
1555,Chocolate y almendras caramelizsdas,8429360002240,,['France'],[],,,[],,?,552,2310 kj(552 kcal),36,19,47,44,"5,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Margarine - Azolia,8429366000653,['Azolia'],['France'],"['Huiles végétales ', 'tournesol en proportion variable', 'graisses végétales partiellement hydrogénées ', 'parne,palmiste et coco en proportion variable', 'eau', 'sel', ' émulsifiants:lécithine ', 'tournesol', ""mono et digtycérides d'acides gras"", ' arôme', "" conservateurs: sorbate de correcteurs d'acidité: acide citrique"", "" antioxygènes: palmitate d'ascorbyte"", 'extrait riche en tocophérols', ' colorant: beta-carotène', ' Ce produit peut contenir ', ' huile de soja génétiquement modifié']","['E322i - Lécithine', 'E330 - Acide citrique', 'E306 - Extrait riche en tocophérols', 'E160ai - Bêta-carotène']",,"['Huile de palme', 'Non végétalien']",4,?,540,2259 kj(540 kcal),60,30,0,0,0,"0,4","0,16","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",30 g,en quantité élevée,0 g,en faible quantité,0.4 g,en quantité modérée,,+15%,+16%,+17%,+104%,-100%,-100%,-100%,-31%,-31%,,,,,,60 g,en quantité élevée,14,+27%,D,+27%,C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,['Huile de palme'],,,,,
1557,Olives,8429424350690,,['France'],"['Ingredientes: Aceitunas verdiales partidas', 'agua', 'sal', 'vinagre', 'ajos', 'pimiento', 'antioxidante: E-300', 'potenciador del sabor: E-621', 'hierbas y especias aromáticas', ' Categoría estándar', ' Calibre 240/260']","['E300 - Acide ascorbique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,[],4,?,291,1218 kj(291 kcal),"28,9","4,7","3,8",1,"1,8","2,5",1,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",4.7 g,en quantité modérée,1 g,en faible quantité,2.5 g,en quantité élevée,,+52%,+54%,+57%,+68%,+99%,+256%,+35%,-29%,-29%,,,,,,28.9 g,en quantité élevée,17,+38%,D,+38%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,
1558,Jambon serrant 18 mois d'affinage - Maison Voisine Sélection,8429442003547,['Maison Voisine Sélection'],['France'],"['DE PORC', 'sa', 'MALTODO', 'TRINA', 'E-2g ANTI OXIDANT E-301']",,,"['Non végétalien', 'Non végétarien']",,?,242,1013 kj(242 kcal),"10,6","3,46",0,0,"36,6","4,88","1,952",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Assortiment de barres enrobees chocolat - Profitéifine,8429453453201,['Profitéifine'],['France'],"['Barres enrobées Chocolat au Lait ', 'Chocolat -- saveur Vanille -- Banane', ' : Concentré de protéines de lait', 'sirop de oligofructose', 'couverture de chocolat au lait [sucre', 'beurre de cacao', 'poudre de lait écrémé', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'matière grasse laitière anhydre', 'poudre de lait entier', 'émulsifiant ', 'lécithine de soja', 'arôme et arôme naturel de vanille', 'sirop de polydextrose', 'polydextrose', 'beurre cacao', 'huile de tournesol', 'complexe vitaminique ', 'maltodextrine', 'acide L-ascorbique', 'acétate de DL-alpha-tocophérol', 'nicotinamide', 'D-pantothénate de calcium', 'acétate de rétinyle', 'cholécalciférol', 'chlorhydrate de pyridoxine', 'riboflavine', 'chlorhydrate de thiamine', 'acide ptéroylmonoglutamique', 'D-biotine', 'cyanocobalamine', ' - Selon le parfum : cacao dégraissé en poudre', 'arôme de vanille', 'banane déshydratée']","['E322i - Lécithine', 'E1200 - Polydextrose']","['Lait', 'Soja']",['Non végétalien'],4,?,341,1427 kj(341 kcal),"12,2",6,"11,4",9,"33,4","0,39","0,156",,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,
1560,1 / 2 Thon Listao Nat Ribeir - Ribeira,8429583004250,['Ribeira'],['France'],"['Thon ', 'eau', 'sel', ' ', '*', "" Voir espèce sur l'impressiôn""]",,['Poisson'],"['Non végétalien', 'Non végétarien']",,?,114,477 kj(114 kcal),"1,1","0,4",0,0,26,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Thon naturel en morceaux,8429583008616,,['France'],[],,,[],,?,114,477 kj(114 kcal),"1,1","0,4",0,0,26,"1,2","0,48","['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",0.4 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,,-1%,-1%,-27%,-14%,-100%,-100%,+4%,+15%,+15%,,,,,,1.1 g,en faible quantité,1,+269%,B,+269%,E,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,
1562,Morceaux de thon au naturel - ribeira - 185g,8429583009019,['Ribeira'],['France'],"['Thon', 'eau', 'sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,483,114,483 kj(114 kcal),"1,1","0,4",0,0,26,"1,2","0,48","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel']",0.4 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,-2%,-1%,+0%,-27%,-14%,-100%,-100%,+4%,+15%,+15%,,,185 g,['Conserve'],,1.1 g,en faible quantité,1,+269%,B,+269%,E,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,['ES 12.06648/C CE'],,,,,,
1563,Filets de thon - Ribeira,8429583010862,['Ribeira'],['France'],"['Thon', 'huile d’olive vierge extra', 'sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,158,661 kj(158 kcal),6,"0,5",0,0,26,"1,2","0,48","['Produits de la mer', 'Poissons', 'Thons', 'Filets de poissons', 'Filets de thon']",0.5 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,,-32%,-29%,-55%,-77%,-100%,-100%,+7%,+21%,+21%,,,,,,6 g,en quantité modérée,1,-77%,B,-77%,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,
1564,Filets de thon à l'huile d'olive vierge - Ribeira,8429583010879,['Ribeira'],['France'],[],,,[],,?,158,661 kj(158 kcal),6,"0,5",0,0,26,"1,2","0,48","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",0.5 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,,-38%,-37%,-66%,-83%,-100%,-100%,+10%,+23%,+23%,,,,,,6 g,en quantité modérée,1,-81%,B,-81%,E,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,
1565,Thon Albacore au Naturel - Auchan,8429583011951,['Auchan'],['France'],"['thon albacore ', 'poisson', 'eau', 'sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,118,494 kj(118 kcal),2,"0,6","0,5","0,5",25,"1,24","0,496","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons tropicaux', 'Thons au naturel', 'Thons albacore', 'Thons albacore au naturel']",0.6 g,en faible quantité,0.5 g,en faible quantité,1.24 g,en quantité modérée,,+2%,+2%,+32%,+28%,+482%,+586%,-1%,+14%,+14%,,,,,['Auchan'],2 g,en faible quantité,1,+162%,B,+162%,E,71.8%,6.5%,14.0%,6.7%,0.4%,0.5%,24,,,,,,,,
1566,Thon a l'huile -,8429583013436,,['France'],[],,,[],,?,191,799 kj(191 kcal),10,"1,5",0,0,"25,2","1,2","0,48","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",1.5 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,,-12%,-12%,-28%,-16%,-100%,-100%,+12%,+10%,+10%,,,,,,10 g,en quantité modérée,3,-3%,C,-3%,E,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,
1567,New Candystar,8429826062207,,['France'],[],,,[],,?,366,1531 kj(366 kcal),"0,1","0,1",90,90,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Citrons - Tyler - 500g (4fruits),8429867010045,['Tyler'],['France'],['Citrons frais non traités après récolte'],,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Citrons', 'Citrons frais']",,,,,,,,,,,,,,,,,['Non traité après récolte'],Citrons,500 g (4 fruits),"['Sachet plastique', 'Plastique']",['Auchan'],,,,,,,,,,,,,,,,,,,,,,
1569,Rosquilletas - Plaza del sol - 100g,8429874201030,['Plaza del sol'],['France'],[],,,[],,?,522,2184 kj(522 kcal),32,"4,5",48,4,9,2,"0,8",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,100g,,,,,,,,,,,,,,,,,,,,,,,,
1570,Plaza Del Sol Tomate Cuisinee Premium Bocale 290G,8429874215013,['Plaza del sol'],['France'],"['tomate ', '90%', ""huile d'olive vierge extra "", '5', '1%', 'sucre,sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,93,389 kj(93 kcal),"5,1","0,7","10,5","7,8","1,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,120G Olive Farcie Poivr. plaza - Plaza del sol,8429874230054,['Plaza del sol'],['France'],"['Olives vertes manzanillas dénoyautées', 'eau pâté de poivron [ poivron stabilisant E-401', ']', 'sel', 'exhausteur de gôUt ', 'E-621', 'acidifiants ', 'É-330', 'E-270', ' ', 'antioxydant ', 'E-300']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E300 - Acide ascorbique']",,[],4,?,115,481 kj(115 kcal),"10,2","2,3","4,3","0,5","1,4","2,55","1,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,200G Cocktail Catalan Plaza Del Sol,8429874232379,,['France'],[],,,[],,?,72,301 kj(72 kcal),"6,5","1,3","3,9","0,4","1,1","2,1","0,84",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Calamars farçis dans leur encre - Plaza del sol - 72g,8429874250076,['Plaza del sol'],['France'],"['Calamars', 'huile végétale', 'oignon', 'tomate', 'encre', 'sel 1% et épices']",,['Mollusques'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,?,220,920 kj(220 kcal),16,"1,6",4,0,15,1,"0,4","['Produits de la mer', 'Mollusques', 'Calamars']",1.6 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+38%,+34%,+71%,+13%,-10%,-100%,+15%,-12%,-12%,['Fabriqué en Espagne'],Calamars farçis dans leur encre,72 g,"['Conserve', 'Carton']",['Auchan'],16 g,en quantité modérée,2,-24%,B,-24%,,,,,,,,,['Espagne'],['ES 12.391/PO C CE'],,,,,,
1574,Sardinillas al limon - Plaza del sol,8429874250175,['Plaza del sol'],['France'],[],,,[],,?,222,929 kj(222 kcal),"17,6","3,2","0,2",0,"21,7","1,2","0,48",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Sardines avec tomates - Plaza del sol,8429874250182,['Plaza del sol'],['France'],[],,,[],,?,207,866 kj(207 kcal),"14,7",5,"0,9",0,"15,4","1,1","0,44","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile de tournesol"", 'Sardines à la tomate']",5 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,,-5%,-5%,+6%,+52%,+47%,-100%,-28%,+21%,+21%,,,,,,14.7 g,en quantité modérée,5,+36%,C,+36%,D,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,,,,,
1576,Mejillones en escabeche - Plaza del sol - 70g,8429874251011,['Plaza del sol'],['France'],"['moules ', 'petites', 'huile de tournesol', 'vinaigre de vin', 'sel', 'épices']",,['Mollusques'],"['Non végétalien', 'Non végétarien']",3,?,197,824 kj(197 kcal),13,0,5,0,15,1,"0,4","['Conserves', 'Produits de la mer', 'Mollusques', 'Moules', 'Moules en conserve', ""Moules à l'escabèche""]",0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-1%,-1%,-4%,-100%,+61%,-100%,-4%,-26%,-26%,,Moules à l'escabeche,70 g,"['Conserve', 'Carton', 'Cartón', 'Lata', 'En conserva']","['Carrefour', 'Auchan']",13 g,en quantité modérée,1,-82%,B,-82%,D,45.9%,19.9%,28.9%,3.5%,0.9%,0.9%,45,"['Espagne', 'España']",['ES 12.391/PO CE'],,,,,,
1577,Graines de tournesol frites pelées - Plaza Del Sol,8429874260099,['Plaza Del Sol'],['France'],"['Graines de tournesol', 'sel 2%', 'huile de tournesol', ' Peut contenir des traces de cacahuètes et de fruits à coque']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,700,2929 kj(700 kcal),65,"7,2","6,8",3,20,"1,4","0,56","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",7.2 g,en quantité élevée,3 g,en faible quantité,1.4 g,en quantité modérée,,+23%,+23%,+42%,+45%,-49%,+24%,-9%,-23%,-23%,,,,,,65 g,en quantité élevée,21,+58%,E,+58%,C,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,
1578,150G Chips Trad. hle Oliv. plaza,8429874262024,,['France'],[],,,[],,?,150,628 kj(150 kcal),"0,5","0,5",0,0,2,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,150G Torta De Turron De Alican - Plaza del sol,8429874310060,['Plaza del sol'],['France'],[],,,[],,?,570,2385 kj(570 kcal),"38,6","3,2","35,7","33,3",17,"0,007","0,003","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",3.2 g,en quantité modérée,33.3 g,en quantité élevée,0.007 g,en faible quantité,,+9%,+9%,+23%,-39%,-21%,-13%,+42%,-89%,-89%,,,,,,38.6 g,en quantité élevée,17,+3%,D,+3%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
1580,Sobrasada de Mallorca - Plaza del Sol - 200g,8429874550022,['Plaza del Sol'],['France'],"['92 % [bacon de porc avec antioxydant ', 'E320', 'E321', 'porc maigre]', 'piment', 'sel', 'épices', 'dextrose', 'émulsifiant ', 'E450i', 'E451i', 'antioxydant ', 'E301', 'conservateur ', 'E252']","['E320 - Butylhydroxyanisol', 'E321 - Butylhydroxytoluène', 'E450i - Pyrophosphate de sodium acide', 'E451i - TPP', 'E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,2375,?,2375 kj(568 kcal),61,22,"0,5","0,5",9,"2,3","0,92","['Viandes', 'Charcuteries', 'Soubresades']",22 g,en quantité élevée,0.5 g,en faible quantité,2.3 g,en quantité élevée,+145%,,+120%,+216%,+203%,-66%,-37%,-52%,-3%,-3%,"['Point Vert', 'Fabriqué en Espagne']",,200 g,"['Frais', 'Plastique']",,61 g,en quantité élevée,27,+69%,E,+69%,,,,,,,,,['Espagne'],['ES 10.07015/PM CE'],,,,,,
1581,Citron EUREKA,8430026000791,,['France'],[],,,[],,?,1,4 kj(1 kcal),0,0,20,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Creme de riz - nutriben,8430094056065,['Nutriben'],"['France', 'Espagne']",[],,,['Sans huile de palme'],,?,382,1598 kj(382 kcal),"0,6","0,15",89,"3,2","4,8","0,04","0,016",['es:Infantil'],0.15 g,en faible quantité,3.2 g,en faible quantité,0.04 g,en faible quantité,,,,,,,,,,,['en:palm-oil-free'],,,,,0.6 g,en faible quantité,2,,B,,,,,,,,,,,,,,,,,
1583,Nutriben Pollo Ternera A La Casera Potito Grandote 250 G En,8430094084020,['Nutriben'],"['France', 'Espagne']","['Agua de cocción', 'patatas 14%', 'tomate 10%', 'pollo', '9%', 'ternera 7%', 'arroz 6%', 'judias verdes 5%', 'almidon de maiz', 'cebolla', 'aceite de oliva 1', '3% y zumo de limon']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,86,360 kj(86 kcal),"2,9","0,8","10,7","0,8","3,9","0,08","0,032",['Aliments pour bébé'],,,,,,,,-37%,-30%,+2%,-9%,-40%,-89%,+32%,-30%,-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Nuteco,8430175809610,,['France'],[],,,[],,?,589,2464 kj(589 kcal),39,"8,3",55,54,"3,8","0,07","0,028",,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Laitue Iceberg - Sanlucar - 400g,8430631000049,['Sanlucar'],"['France', 'Allemagne']",['Laitue Iceberg'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Laitues']",,,,,,,,,,,,,,,,,['Catégorie I'],,400 g,"['Sachet', 'Plastique', 'produkt']",,,,,,,,B,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,['Espagne'],,,,
1586,Aceite refinado de girasol - superSol,8430803034582,['superSol'],['France'],[],,,[],,?,900,3766 kj(900 kcal),100,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Yogur estilo Griego - superSol,8430803040613,['superSol'],"['France', 'Espagne']",[],,,[],,?,132,552 kj(132 kcal),"8,5","5,5",11,11,"2,9","0,1","0,04","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",5.5 g,en quantité élevée,11 g,en quantité modérée,0.1 g,en faible quantité,,+13%,+12%,+24%,+24%,+26%,+38%,-35%,-14%,-14%,,,,,,8.5 g,en quantité modérée,7,+72%,C,+72%,,,,,,,,,,,,,,,,
1588,Brochettes de crevettes à l'ail - Angulas Aguinaga - 145g,8431010720602,['Angulas Aguinaga'],['France'],[],,,[],,?,?,,?,,?,,?,,,"['Plats préparés', 'Réfrigérés', 'Plats préparés réfrigérés']",,,,,,,,,,,,,,,,,,,145 g,,,,,,,,,,,,,,,,,,,,,,,,
1589,Gordon crujientes integrales,8431216002878,,['France'],[],,,[],,?,404,1690 kj(404 kcal),"8,1","1,25","69,7","1,2","13,1","1,61","0,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Palets frolini orange,8431596538868,,['France'],[],,,[],,?,419,1753 kj(419 kcal),"19,2","4,1","5,8","1,5","40,7","0,25","0,1",,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Batonnets gressin au romarin,8431599942853,,['France'],[],,,[],,?,400,1674 kj(400 kcal),"18,2","3,4","3,7","0,1","40,6","0,54","0,216","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",3.4 g,en quantité modérée,0.1 g,en faible quantité,0.54 g,en quantité modérée,,-5%,-5%,+69%,+50%,-94%,-96%,+256%,-72%,-72%,['en:gluten-free'],,,,,18.2 g,en quantité modérée,4,-69%,C,-69%,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,
