,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,markets,labels,manufacturing,traceability_code,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,brand_owner,palm_ingredients
1719,Chocolate Chunk Flapjack Mini Bites - Marks & Spencer - 235g e,00399968,['Marks & Spencer'],"['France', 'Royaume-Uni']",[],['Végétarien'],?,495,"21,8","56,9","6,1",2071 kj(495 kcal),"13,6","32,4","0,6","0,24",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Flapjacks']",,+13%,-8%,+16%,+6%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,235 g e,['Plastique'],,['Marks & Spencer'],['Végétarien'],['Royaume-Uni'],,,21.8 g,en quantité élevée,13.6 g,en quantité élevée,32.4 g,en quantité élevée,0.6 g,en quantité modérée,+13%,+71%,+5%,+15%,+15%,22,+19%,E,+19%,,,"['Gluten', 'Lait', 'Soja']",Chocolate Chunk Flapjack Mini Bites,,
1720,Snickers Almond - Mars Chocolate,0040000001058,['Mars Chocolate'],['France'],[],[],?,420,20,60,6,1757 kj(420 kcal),7,50,"0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']",,-9%,-11%,+3%,-25%,,,,,,,,,,,,,,,,20 g,en quantité modérée,7 g,en quantité élevée,50 g,en quantité élevée,0.2 g,en faible quantité,-10%,-14%,+2%,-62%,-62%,21,-14%,E,-14%,,,,,,
1721,Crème fraîche épaisse bio CRF,0040000001713,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,
1722,M &M'S Peanut Butter - Mars,0040000017448,['Mars'],"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'milkfat', 'lactose', 'peanuts', 'soy lecithin', 'salt', 'artificial and natural flavors', 'sugar', 'peanut butter ', 'partially defatted peanuts', 'palm oil', 'hydrogenated palm kernel oil', 'cornstarch', 'partially defatted peanut flour', 'dextrose', 'less than 1% - corn syrup', 'natural flavor', 'salt', 'dextrin', 'coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 2 lake', 'blue 2', 'carnauba wax', 'propyl gallate to maintain freshness', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,536,"28,57","57,14","10,71",2243 kj(536 kcal),"17,86",50,"0,535","0,214",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+28%,+94%,-14%,+154%,,,,,,,,,,,,,,,,28.6 g,en quantité élevée,17.9 g,en quantité élevée,50 g,en quantité élevée,0.535 g,en quantité modérée,+27%,+176%,+1%,+264%,+264%,25,+37%,E,+37%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1723,Starburst Jellybeans Original,0040000058519,,"['France', 'États-Unis']","['sugar', 'corn syrup', 'food starch-modified', 'apple juice from concentrate', 'less than 1% - citric acid', 'gum acacia', 'artificial and natural flavors', 'coloring ', 'includes yellow 5', 'red 40', 'yellow 6', 'blue 1', 'confectionery glaze,']",[],?,357,0,"88,1",0,1494 kj(357 kcal),0,"69,05",0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-15%,-100%,+32%,-100%,,,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,69 g,en quantité élevée,0 g,en faible quantité,-15%,-100%,+39%,-100%,-100%,14,-23%,D,-23%,"['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E102 - Tartrazine', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,,,Mars Chocolate North America LLC,
1724,Skittles Original Bite Size Candies,0040000248729,['Skittles'],"['France', 'États-Unis']",['Nutrition acts lories 160'],['Huile de palme'],?,400,"3,75","92,5",0,1674 kj(400 kcal),"3,75",75,"0,062","0,025",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,+12%,+102%,+11%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,3.75 g,en quantité modérée,3.75 g,en quantité modérée,75 g,en quantité élevée,0.0625 g,en faible quantité,+12%,+254%,+29%,-48%,-48%,17,+18%,D,+18%,"['E330 - Acide citrique', 'E1400 - Dextrines', 'E129 - Rouge allura AC', 'E171 - Oxyde de titane', 'E102 - Tartrazine', 'E110 - Jaune orangé S', ""E132 - Indigotine carmin d'indigo"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E331 - Citrates de sodium', 'E903 - Cire de carnauba']",4,,,SKITTLES,
1725,M&M'S Medium Bag Almond Chocolate Candies,0040000249054,"[""M&M's""]","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'cocoa butter', 'skim milk', 'lactose', 'milkfat', 'almonds', 'soy lecithin', 'salt', 'artificial flavors', 'almonds', 'sugar', 'cornstarch', 'less than 1% - corn syrup', 'dextrin', 'coloring ', 'includes blue 1 lake', 'yellow 6', 'red 40', 'yellow 5', 'blue 1', 'yellow 6 lake', 'red 40 lake', 'yellow 5 lake', 'blue 2 lake', 'blue 2', 'gum acacia']",['Non végétalien'],?,524,"28,57","59,52","9,52",2192 kj(524 kcal),"9,52",50,"0,12","0,048",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,+1%,-6%,+11%,+55%,,,,,,,,,,,,,,,,28.6 g,en quantité élevée,9.52 g,en quantité élevée,50 g,en quantité élevée,0.12 g,en faible quantité,+1%,-42%,+6%,-39%,-39%,20,-18%,E,-18%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Fruits à coque', 'Soja']",,Mars Chocolate North America LLC,
1726,Fruit Chews,0040000249474,,"['France', 'États-Unis']","['Corn syrup', 'sugar', 'hydrogenated palm kernel oil', 'fruit juice from concentrate ', 'apple', 'lemon', 'strawberry', 'orange', 'cherry', 'less than 2% - citric acid', 'dextrin', 'gelatin', 'food starch-modified', 'natural and artificial flavors', 'ascorbic acid ', 'vitamin c', 'coloring ', 'red 40', 'yellow 5', 'yellow 6', 'blue 1']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,400,"7,5",85,0,1674 kj(400 kcal),"7,5",55,0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-5%,-49%,+28%,-100%,,,,,,,,,,,,['en:gluten-free'],,,,7.5 g,en quantité modérée,7.5 g,en quantité élevée,55 g,en quantité élevée,0 g,en faible quantité,-5%,+16%,+11%,-100%,-100%,21,+15%,E,+15%,"['E330 - Acide citrique', 'E1400 - Dextrines', 'E428 - Gélatine', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E110 - Jaune orangé S', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,,,Mars Chocolate North America LLC,
1727,"Wild berry bite size candies, wild berry - Skittles - 396.9g",0040000265795,['Skittles'],"['France', 'États-Unis']","['Sugar', 'corn syrup hydrogenated palm kernel oil', ' less than 2% of: citric acid', 'tapioca dextrin', 'modified corn starch', 'natural and artificial flavors', 'colors ', 'titanium dioxide', 'red 40 lake', 'red 40', 'yellow 5 lake', 'blue 1 lake', 'yellow 5', 'blue 1', 'yellow 6', 'blue 2 lake', 'sodium citrate', 'carnauba wax']",[],?,400,"3,75","92,5",0,1674 kj(400 kcal),"3,75","72,5","0,062","0,025",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-5%,-74%,+39%,-100%,,,,,,,,396.9 g,,,,['en:gluten-free'],,,,3.75 g,en quantité modérée,3.75 g,en quantité modérée,72.5 g,en quantité élevée,0.0625 g,en faible quantité,-5%,-42%,+46%,-57%,-57%,17,-7%,D,-7%,"['E330 - Acide citrique', 'E1400 - Dextrines', 'E171 - Oxyde de titane', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', ""E132 - Indigotine carmin d'indigo"", 'E331 - Citrates de sodium', 'E903 - Cire de carnauba']",4,,,SKITTLES,
1728,M &M'S Chocolate Candies Holiday Mint,0040000315308,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'soy lecithin', 'salt', 'artificial flavors', 'sugar', 'cornstarch', 'less than 1% - corn syrup', 'dextrin', 'coloring ', 'includes red 40', 'yellow 5', 'blue 1', 'yellow 6', 'red 40 lake', 'yellow 5 lake', 'blue 1 lake', 'yellow 6 lake', 'blue 2 lake', 'blue 2', 'natural flavor', 'gum acacia']",['Non végétalien'],?,500,"19,05","71,43","4,76",2092 kj(500 kcal),"11,9","64,29","0,178","0,071",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,-4%,-37%,+33%,-22%,,,,,,,,,,,,,,,,19.1 g,en quantité modérée,11.9 g,en quantité élevée,64.3 g,en quantité élevée,0.177 g,en faible quantité,-4%,-28%,+36%,-9%,-9%,24,-1%,E,-1%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Soja']",,Mars Chocolate North America LLC,
1729,M&M'si peanut butter  - M&M's - 360g,0040000421221,"[""M&M's""]","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'milkfat', 'lactose', 'peanuts', 'soy lecithin', 'salt', 'artificial flavors', 'peanut butter ', 'partially defatted peanuts', 'sugar', 'hydrogenated palm kernel oil', 'partially defatted peanut flour', 'cornstarch', 'dextrose', 'less than 1 °i° - corn syrup', 'natural flavors', 'salt', 'dextrin', 'coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 2', 'blue 2 lake', 'propyl gallate to maintain freshness', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,524,"28,57","57,14","9,52",2192 kj(524 kcal),"16,67","47,62","0,535","0,214",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+25%,+94%,-14%,+126%,,,,,,,,360g,,,,,,,,28.6 g,en quantité élevée,16.7 g,en quantité élevée,47.6 g,en quantité élevée,0.535 g,en quantité modérée,+25%,+158%,-4%,+264%,+264%,26,+43%,E,+43%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1730,M &M'S Dark Mint,0040000470694,,"['France', 'États-Unis']","['Semisweet chocolate ', 'sugar', 'chocolate processed with alkali', 'chocolate', 'cocoa butter', 'milkfat', 'soy lecithin', 'artificial and natural flavors', 'milk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'soy lecithin', 'pgpr', 'salt', 'artificial and natural flavors', 'sugar', 'cornstarch', 'less than 1% - corn syrup', 'dextrin', 'coloring ', 'includes yellow 5', 'blue 1', 'yellow 5 lake', 'blue 1 lake', 'yellow 6', 'red 40', 'yellow 6 lake', 'red 40 lake', 'blue 2', 'blue 2 lake', 'natural flavor', 'gum acacia']",['Non végétalien'],?,500,"21,43","71,43","4,76",2092 kj(500 kcal),"11,9","61,9","0,09","0,036",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,-4%,-30%,+33%,-22%,,,,,,,,,,,,,,,,21.4 g,en quantité élevée,11.9 g,en quantité élevée,61.9 g,en quantité élevée,0.09 g,en faible quantité,-4%,-28%,+31%,-54%,-54%,21,-14%,E,-14%,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E1400 - Dextrines', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Soja']",,Mars Chocolate North America LLC,
1731,M &M'S Milk Chocolate Candies Minis,0040000476528,,['France'],"['nutrition facts serv size: 1 tube', 'amount per serving: calories 250', 'fat cal', ' 90', 'total fat 10g ', '15%dv', 'sat', ' fat 6g ', '30%dv', 'trans fat 0g', 'cholest', ' 5mg ', '2%dv', 'sodium 40mg ', '2%dv', 'total carb', ' 35g ', '12%dv', 'fiber 1g ', '4%dv', 'sugars 32g', 'protein 3g', 'vitamin a ', '0%dv', 'vitamin c ', '0%dv', 'calcium ', '6%dv', '8 iron ', '2%dv', ' percent daily values ', 'dv', ' are based on a 2,000 calorie diet', ' lilk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'soy lecithin', 'salt', 'artificial flavors', 'sugar', 'less than 2% - coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'yellow 5 lake', 'red 40 lake', 'yellow 6 lake', 'blue 2 lake', 'blue 2', 'dextrin', 'corn syrup', 'cornstarch', ' allergy information: c ontains milk and soy', ' may contain peanuts', ' od']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,250,10,35,3,1046 kj(250 kcal),6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", 'E1400 - Dextrines']",4,"['Lait', 'Soja']",,,
1732,M &M'S Peanut Butter XXL - M&ms,0040000483632,['M&ms'],"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'milkfat', 'lactose', 'peanuts', 'soy lecithin', 'salt', 'artificial flavors', 'peanut butter ', 'partially defatted peanuts', 'sugar', 'hydrogenated palm kernel oil', 'partially defatted peanut flour', 'cornstarch', 'dextrose', 'less than 1% - corn syrup', 'natural flavors', 'salt', 'dextrin', 'coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 2', 'blue 2 lake', 'propyl gallate to maintain freshness', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,524,"28,57","57,14","9,52",2192 kj(524 kcal),"16,67","47,62","0,535","0,214",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+25%,+94%,-14%,+126%,,,,,,,,,,,,,,,,28.6 g,en quantité élevée,16.7 g,en quantité élevée,47.6 g,en quantité élevée,0.535 g,en quantité modérée,+25%,+158%,-4%,+264%,+264%,26,+43%,E,+43%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1733,Twix Egg,0040000483649,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'artificial flavor', 'shortbread cookie [enriched wheat flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'sugar', 'palm and palm kernel oil', 'salt', 'baking soda]', 'invert sugar', 'corn syrup', 'palm oil', 'sugar', 'skim milk', 'glycerine', 'less than 2% - dextrose', 'milkfat', 'salt', 'soy lecithin', 'cocoa powder', 'artificial flavors']","['Huile de palme', 'Non végétalien']",?,500,"21,43","67,86","3,57",2092 kj(500 kcal),"14,29",50,"0,572","0,229",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,-4%,-30%,+27%,-42%,,,,,,,,,,,,,,,,21.4 g,en quantité élevée,14.3 g,en quantité élevée,50 g,en quantité élevée,0.573 g,en quantité modérée,-4%,-13%,+6%,+192%,+192%,28,+15%,E,+15%,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E422 - Glycérol']",4,"['Gluten', 'Lait', 'Soja']",,Mars Chocolate North America LLC,
1734,M &M'S Chocolate Candies Peanut,0040000489627,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'peanuts', 'soy lecithin', 'salt', 'artificial and natural flavors', 'sugar', 'peanuts', 'cornstarch', 'less than 1% - palm oil', 'corn syrup', 'dextrin', 'coloring ', 'includes yellow 5', 'blue 1', 'red 40', 'yellow 6', 'yellow 5 lake', 'blue 1 lake', 'red 40 lake', 'yellow 6 lake', 'blue 2 lake', 'blue 2', 'carnauba wax', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,500,25,"60,71","10,71",2092 kj(500 kcal),"10,71","53,57","0,135","0,054",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+19%,+70%,-9%,+154%,,,,,,,,,,,,,,,,25 g,en quantité élevée,10.7 g,en quantité élevée,53.6 g,en quantité élevée,0.135 g,en faible quantité,+19%,+66%,+8%,-8%,-8%,23,+26%,E,+26%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', ""E132 - Indigotine carmin d'indigo"", 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1735,M &M'S Crispy Sharing Size,0040000494836,"[""M&M's"", 'Mars']","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'soy lecithin', 'pgpr', 'salt', 'artificial and natural flavors', 'sugar', 'crisp rice ', 'rice flour', 'sugar', 'barley malt extract', 'salt', 'dextrose', 'mixed tocopherols to maintain freshness', 'less than 2% - cornstarch', 'corn syrup', 'dextrin', 'coloring ', 'includes blue 1 lake', 'yellow 6', 'red 40', 'yellow 5', 'blue 1', 'yellow 6 lake', 'red 40 lake', 'yellow 5 lake', 'blue 2 lake', 'blue 2', 'carnauba wax', 'gum acacia']",['Non végétalien'],?,481,"16,67","74,07","3,7",2013 kj(481 kcal),"11,11","55,56","0,375","0,15",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,-9%,-48%,+41%,-37%,,,,,,,,,,,,['Pur beurre de cacao'],,,,16.7 g,en quantité modérée,11.1 g,en quantité élevée,55.6 g,en quantité élevée,0.375 g,en quantité modérée,-9%,-36%,+17%,+145%,+145%,24,-2%,E,-2%,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]",4,"['Lait', 'Soja']",,Mars Chocolate North America LLC,
1736,M &M'S White Peppermint,0040000495178,"[""M&M's""]","['France', 'États-Unis']","['WHITE CHOCOLATE ', 'SUGAR', 'COCOA BUTTER', 'SKIM soy LECITHIN', 'SALT', 'NATURAL FLAVOR', 'SUGAR', 'CORNSTARCH', 'THAN I % • CORN SYRUP', 'DEXTRIN', 'COLORING ', 'INCLUDES RED 40', 'BLUE 1', 'YELLOW 6', 'GUM ACACIA', 'NATURAL FLAVOR', ' ALLERGY INFORMATION: CONTAINS MILK AND soy', ' MAY CONTAIN PEANUTS', 'TREE NUTS AND WHEAT', ' Hacket']",['Non végétalien'],?,500,"23,81","66,67","4,76",2092 kj(500 kcal),"14,29","64,29","0,238","0,095",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,-4%,-22%,+24%,-22%,,,,,,,,,,,,,,,,23.8 g,en quantité élevée,14.3 g,en quantité élevée,64.3 g,en quantité élevée,0.237 g,en faible quantité,-4%,-13%,+36%,+21%,+21%,27,+11%,E,+11%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', ""E414 - Gomme d'acacia""]",4,"['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1737,Goodnessknows,0040000497202,,"['France', 'États-Unis']","['Dried apples ', 'apples', 'sugar', 'crisp rice ', 'rice flour', 'rice bran', 'raisin juice concentrate', 'honey', 'salt', 'peanuts', 'toasted oats ', 'oats', 'brown sugar', 'sugar', 'brown rice syrup', 'almonds', 'chocolate', 'sugar', 'dried cane syrup', 'cocoa powder', 'almond butter ', 'almonds', 'canola oil', 'vegetable glycerine', 'cocoa butter', 'milkfat', 'sea salt', 'soy lecithin', 'citric acid', 'mixed tocopherols to maintain freshness', 'natural flavors']",['Non végétalien'],?,441,"20,59","64,71","8,82",1845 kj(441 kcal),"5,88","35,29","0,33","0,132",,['Snacks'],,-2%,-1%,+15%,+40%,,,,,,,,,,,,,,,,20.6 g,en quantité élevée,5.88 g,en quantité élevée,35.3 g,en quantité élevée,0.33 g,en quantité modérée,-2%,-35%,+17%,-37%,-37%,13,-27%,D,-27%,"['E422 - Glycérol', 'E322i - Lécithine', 'E330 - Acide citrique']",4,"['Fruits à coque', 'Avoine', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1738,M &M'S Candy Corn édition Spéciale Halloween,0040000497936,"[""M&M's""]",['France'],[],[],?,524,"26,2",69,"4,8",2192 kj(524 kcal),"16,7","66,6","0,238","0,095",,"[""Aliments et boissons d'Halloween""]",,+30%,+168%,-4%,+27%,,,,,,,,,,,,,,,,26.2 g,en quantité élevée,16.7 g,en quantité élevée,66.6 g,en quantité élevée,0.238 g,en faible quantité,+30%,+242%,+21%,-2%,-2%,27,+54%,E,+54%,,,,,,
1739,M &m-crispy-theater Box,0040000500230,,['France'],[],[],?,1,10,65,9,4 kj(1 kcal),4,2,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,"Peanuts Butter - M&m's - 1,3Kg",0040000500827,"[""M&m's""]",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,"1,3Kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,M &M'S Coffee Nut - Chocolat & Café,0040000502906,"[""M&M's""]","['France', 'États-Unis']",[],[],?,522,"28,26","60,87","10,87",2184 kj(522 kcal),"10,87","52,17","0,135","0,054",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,+0%,-7%,+14%,+77%,,,,,,,,,,,,['Contient des OGMs'],,,,28.3 g,en quantité élevée,10.9 g,en quantité élevée,52.2 g,en quantité élevée,0.135 g,en faible quantité,+0%,-34%,+11%,-31%,-31%,22,-9%,E,-9%,,,"['Lait', 'Arachides']",,Mars Chocolate North America LLC,
1742,Snickers crisper,0040000503170,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'artificial flavor', 'invert sugar', 'peanuts', 'crisp rice ', 'rice flour', 'rice bran', 'raisin juice concentrate', 'honey', 'salt', 'hydrogenated palm kernel oil', 'corn syrup', 'sugar', 'dextrose', 'glycerin', 'skim milk', 'less than 2% - lactose', 'salt', 'partially hydrogenated soybean oil', 'artificial flavor', 'tbhq to maintain freshness']","['Huile de palme', 'Non végétalien']",?,476,"21,43","61,9","4,76",1992 kj(476 kcal),"11,9","47,62","0,535","0,214",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,-8%,-30%,+15%,-22%,,,,,,,,,,,,,,,,21.4 g,en quantité élevée,11.9 g,en quantité élevée,47.6 g,en quantité élevée,0.535 g,en quantité modérée,-9%,-28%,+1%,+173%,+173%,27,+11%,E,+11%,"['E322i - Lécithine', 'E422 - Glycérol']",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1743,Caramel Chocolate Candy,0040000508830,,['France'],[],[],?,190,26,26,10,795 kj(190 kcal),6,26,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,"M &M'S Dark Chocolate Peanut Candy Sharing Size Bag, 10.1 Oz",0040000512929,,['France'],[],[],?,535,"28,5","46,4","10,7",2238 kj(535 kcal),"10,7","46,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
